Method_1;Method_2;RBO_Score
Shap;Permutation;0.8994821773033334
Shap;LRC_covariance;0.81883129893
Permutation;LRC_covariance;0.7784388940566666
Permutation;LRC_perturbation;0.7743276769699999
Shap;LRC_perturbation;0.7277259739666667
LRC_perturbation;LRC_covariance;0.5954200959266666
