model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.037773;Si
svm;SMX;2;zero;1.0;0.893333;0.106667;1.0;0.9;0.1;0.128466;"Si; Ca ka"
svm;SMX;3;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.244105;"Si; Ca ka; Fe ka"
svm;SMX;4;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.2754;"Si; Ca ka; Fe ka; K"
svm;SMX;5;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.288166;"Si; Ca ka; Fe ka; K; Ti ka"
svm;SMX;6;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.297948;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar"
svm;SMX;7;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.318869;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb"
svm;SMX;8;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.32647;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb"
svm;SMX;9;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.327615;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P"
svm;SMX;10;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328033;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn"
svm;SMX;11;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328332;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S"
svm;SMX;12;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328983;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al"
svm;SMX;13;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.329497;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe"
svm;SMX;14;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.329616;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn"
svm;SMX;15;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.330723;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb"
svm;SMX;16;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.331864;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni"
svm;SMX;17;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.331861;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering"
svm;SMX;18;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.332344;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering; Compton scattering"
svm;SMX;19;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.330964;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering; Compton scattering; background3"
svm;SMX;20;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.329136;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering; Compton scattering; background3; background2"
svm;SMX;21;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.32878;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering; Compton scattering; background3; background2; Cu"
svm;SMX;22;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328675;"Si; Ca ka; Fe ka; K; Ti ka; Rh L + Ar; Ca kb; Fe kb; P; Mn; S; Al; sum Fe; Zn; Ti kb; Ni; Rayleight scattering; Compton scattering; background3; background2; Cu; background1"
svm;SHAP;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.037773;Si
svm;SHAP;2;zero;1.0;0.893333;0.106667;1.0;0.9;0.1;0.128466;"Si; Ca ka"
svm;SHAP;3;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.244105;"Si; Ca ka; Fe ka"
svm;SHAP;4;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.2754;"Si; Ca ka; Fe ka; K"
svm;SHAP;5;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.285568;"Si; Ca ka; Fe ka; K; Rh L + Ar"
svm;SHAP;6;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.2864;"Si; Ca ka; Fe ka; K; Rh L + Ar; P"
svm;SHAP;7;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.286013;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3"
svm;SHAP;8;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.286851;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al"
svm;SHAP;9;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.286957;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering"
svm;SHAP;10;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.287693;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S"
svm;SHAP;11;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.288517;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering"
svm;SHAP;12;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.310065;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb"
svm;SHAP;13;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.310012;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1"
svm;SHAP;14;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.32107;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka"
svm;SHAP;15;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.322109;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb"
svm;SHAP;16;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.320817;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2"
svm;SHAP;17;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.320854;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2; Mn"
svm;SHAP;18;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.321604;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2; Mn; Ni"
svm;SHAP;19;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328736;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2; Mn; Ni; Fe kb"
svm;SHAP;20;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328381;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2; Mn; Ni; Fe kb; Cu"
svm;SHAP;21;zero;1.0;0.576471;0.423529;1.0;0.7;0.3;0.328377;"Si; Ca ka; Fe ka; K; Rh L + Ar; P; background3; Al; Rayleight scattering; S; Compton scattering; Ca kb; background1; Ti ka; Ti kb; background2; Mn; Ni; Fe kb; Cu; Zn"
