Method_1;Method_2;RBO_Score
Shap;LRC_perturbation;0.91898668251
Permutation;LRC_covariance;0.7771545583466667
LRC_perturbation;LRC_covariance;0.5489640583466666
Shap;LRC_covariance;0.5005410825099998
Permutation;LRC_perturbation;0.3899429750999999
Shap;Permutation;0.37439268250999985
