model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;1.0;0.881019;0.118981;1.0;0.886179;0.113821;0.100254;Ti ka
svm;SMX;2;zero;1.0;0.752813;0.247187;1.0;0.780488;0.219512;0.185612;"Ti ka; Ca ka"
svm;SMX;3;zero;1.0;0.602881;0.397119;1.0;0.682927;0.317073;0.239005;"Ti ka; Ca ka; Cu ka"
svm;SMX;4;zero;1.0;0.507938;0.492062;1.0;0.634146;0.365854;0.310582;"Ti ka; Ca ka; Cu ka; Ti kb"
svm;SMX;5;zero;1.0;0.507938;0.492062;1.0;0.634146;0.365854;0.354507;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering"
svm;SMX;6;zero;1.0;0.507938;0.492062;1.0;0.634146;0.365854;0.355003;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb"
svm;SMX;7;zero;1.0;0.507938;0.492062;1.0;0.634146;0.365854;0.373092;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb"
svm;SMX;8;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.39906;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka"
svm;SMX;9;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.404874;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb"
svm;SMX;10;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.405218;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka"
svm;SMX;11;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.405838;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka; background1"
svm;SMX;12;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.405274;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka; background1; Ar ka + Ag L"
svm;SMX;13;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.407945;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka; background1; Ar ka + Ag L; background3"
svm;SMX;14;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.407808;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka; background1; Ar ka + Ag L; background3; background2"
svm;SMX;15;zero;1.0;0.471953;0.528047;1.0;0.617886;0.382114;0.407307;"Ti ka; Ca ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Ca kb; Fe ka; Cu kb; Zn ka; background1; Ar ka + Ag L; background3; background2; Zn kb"
svm;SHAP;1;zero;1.0;0.881019;0.118981;1.0;0.886179;0.113821;0.100254;Ti ka
svm;SHAP;2;zero;1.0;0.752813;0.247187;1.0;0.780488;0.219512;0.185612;"Ti ka; Ca ka"
