energy;Permutation_importance;Zone
61;0.04082116048531902;Pb-212
64;0.03954555911551037;Pb-212
60;0.027229833726462316;Pb-212
58;0.015355487938066698;Pb-212
67;0.012041173252200535;Pb-212
62;0.010568171162011693;Pb-212
59;0.00827856435854628;Pb-212
65;0.007192835479026945;Pb-212
63;0.006196139047306366;Pb-212
68;0.006016988409178928;Pb-212
84;0.0036468388389906425;Pb-214
92;0.0036317707206676994;Pb-214
66;0.0034313503531312245;Pb-212
80;0.0032465860310140655;Pb-214
88;0.002931768162886286;Pb-214
93;0.0024615256433124224;Pb-214
85;0.0023177316565739952;Pb-214
90;0.002148265031423201;Pb-214
79;0.0019001364381155367;Pb-214
70;0.0015724959345581034;Pb-214
74;0.0015010188549220162;Pb-214
78;0.0014006739200418004;Pb-214
94;0.0013157164701261914;Pb-214
86;0.0012606989336440403;Pb-214
87;0.0011493816295694314;Pb-214
57;0.0010987094161249216;Pb-212
69;0.000929823511493599;Pb-212
72;0.0008452738813511532;Pb-214
71;0.0008323299292322015;Pb-214
89;0.00082930257758044;Pb-214
126;0.000766243441608835;Ac-228 + Tl-208
152;0.0007650484924527706;Tl-208
145;0.0007621863213120087;Tl-208
147;0.0007559763590252712;Tl-208
91;0.000753869380963294;Pb-214
77;0.00074001067154236;Pb-214
98;0.0006921946731949051;Pb-214
143;0.000689219064092312;Tl-208
155;0.0006757607932839548;Tl-208
148;0.0006701242708156277;Tl-208
130;0.000643437709805847;Ac-228 + Tl-208
153;0.0006025322378690201;Tl-208
151;0.000599069872773588;Tl-208
154;0.0005883072538770337;Tl-208
76;0.0005745568409781596;Pb-214
81;0.0005296414175273249;Pb-214
149;0.0005097642731906838;Tl-208
125;0.0004959543749685843;Ac-228 + Tl-208
134;0.0004845838904750494;Ac-228 + Tl-208
132;0.0004607094350856507;Ac-228 + Tl-208
73;0.00046062088851664304;Pb-214
131;0.00044984047904510866;Ac-228 + Tl-208
122;0.0004463877792902033;Ac-228 + Tl-208
163;0.0004336652213239308;Tl-208
115;0.0004254001144696019;Ac-228 + Tl-208
146;0.0004220852491036447;Tl-208
142;0.00041829746155706545;Tl-208
133;0.0004082089985667659;Ac-228 + Tl-208
99;0.0004046319311862467;Pb-214
119;0.00040332753282843663;Ac-228 + Tl-208
105;0.00039806078422895315;Pb-214
127;0.00039500468333561657;Ac-228 + Tl-208
150;0.00038753973252301377;Tl-208
179;0.0003579205194235302;background 1
138;0.0003569809960242519;Tl-208
111;0.0003521276943445919;Pb-214
96;0.0003471944070766348;Pb-214
82;0.00034688976885034143;Pb-214
139;0.00034445620262339726;Tl-208
141;0.0003391508193718215;Tl-208
231;0.0003341233658150439;Ac-228
144;0.0003334992935557479;Tl-208
121;0.0003274126760018342;Ac-228 + Tl-208
118;0.00032719340898096057;Ac-228 + Tl-208
228;0.00032412321620003227;Ac-228
159;0.00032076042840445873;Tl-208
75;0.0003125476957740878;Pb-214
234;0.00031069515632800376;Ac-228
120;0.0003089690366705629;Ac-228 + Tl-208
103;0.0003077864286163231;Pb-214
140;0.00030234356034615365;Tl-208
180;0.0002962100649934312;background 1
220;0.000294780425026854;Ac-228
214;0.0002909581059195686;Ac-228
123;0.00029026725353495467;Ac-228 + Tl-208
95;0.0002897892946294396;Pb-214
136;0.00028606922232022225;Ac-228 + Tl-208
233;0.000277911721907033;Ac-228
224;0.0002770222490478333;Ac-228
193;0.000273250135872484;background 1
128;0.00026863437295159226;Ac-228 + Tl-208
101;0.00026152157117820057;Pb-214
97;0.00026113294975823204;Pb-214
161;0.00025786702362080676;Tl-208
124;0.00024625080684285045;Ac-228 + Tl-208
157;0.00023640573010834387;Tl-208
227;0.00023603031829679244;Ac-228
198;0.00023487126111906503;background 1
113;0.00023434477345723068;Pb-214
215;0.0002313072834145757;Ac-228
212;0.00022848211503643704;Ac-228
181;0.00022643803651239107;background 1
226;0.00022588346707400742;Ac-228
102;0.00022092950063641614;Pb-214
232;0.00021978489694953916;Ac-228
106;0.00021422079089156637;Pb-214
160;0.00021202705042135282;Tl-208
100;0.00021137209591557283;Pb-214
170;0.00020719691226799212;background 1
197;0.00020265867319764117;background 1
156;0.00019877786525314571;Tl-208
129;0.00019495060000311213;Ac-228 + Tl-208
104;0.0001942647870350619;Pb-214
191;0.00019260689263518891;background 1
117;0.0001924961266651099;Ac-228 + Tl-208
116;0.00018921848727828755;Ac-228 + Tl-208
137;0.000187575522942474;Tl-208
242;0.00018683171141123297;Ac-228
165;0.00017742128700870037;Tl-208
239;0.00017490500919991385;Ac-228
135;0.0001737266339259256;Ac-228 + Tl-208
194;0.00016946433882985412;background 1
112;0.00016813543671523518;Pb-214
230;0.00016721072331639272;Ac-228
83;0.00015981914920931546;Pb-214
108;0.0001569057833880068;Pb-214
107;0.00015380659000599947;Pb-214
210;0.00015355194586335713;Ac-228
223;0.00015228817720341052;Ac-228
164;0.00015021987708016972;Tl-208
205;0.00014759164572480756;background 1
221;0.00014701538270344314;Ac-228
238;0.00014652678423011717;Ac-228
204;0.00014194550054056045;background 1
196;0.00014080615403995014;background 1
192;0.000140451335117937;background 1
267;0.00013845420122095254;Bi-214
274;0.00013724376257693132;Bi-214
190;0.00013361870328847515;background 1
174;0.00012142399479205565;background 1
240;0.00011904199599685997;Ac-228
235;0.00011695503808681381;Ac-228
169;0.00011590254679140437;Tl-208
188;0.0001147822199882775;background 1
182;0.00010852495068555371;background 1
266;0.00010560679366902643;Bi-214
262;0.0001042758964624451;Bi-214
236;0.00010317605714949324;Ac-228
218;0.00010248714931897886;Ac-228
171;0.00010141747761842603;background 1
268;9.994491801593854e-05;Bi-214
184;9.941329983417523e-05;background 1
172;9.822725707781554e-05;background 1
216;9.819355440404275e-05;Ac-228
168;9.77901376063189e-05;Tl-208
261;9.679017379678969e-05;Bi-214
109;9.516622960263374e-05;Pb-214
264;9.350617657613808e-05;Bi-214
195;9.203068020322487e-05;background 1
206;8.659381307847548e-05;background 1
158;8.090442248149461e-05;Tl-208
217;8.084284518969271e-05;Ac-228
208;7.751953371837307e-05;Ac-228
292;7.544788992648804e-05;background 2
166;7.534351584308125e-05;Tl-208
162;7.476862116389169e-05;Tl-208
333;7.335869629741871e-05;background 2
263;7.324915056426828e-05;Bi-214
110;7.260345752101602e-05;Pb-214
187;7.161337103071366e-05;background 1
185;7.128967629100509e-05;background 1
213;7.068963768156055e-05;Ac-228
203;6.956541738463234e-05;background 1
200;6.831753335903888e-05;background 1
199;6.70096835102712e-05;background 1
114;6.692913741469129e-05;Pb-214
323;6.618765759180505e-05;background 2
241;6.568067062821886e-05;Ac-228
260;6.543953439024333e-05;Bi-214
175;6.495856525234158e-05;background 1
225;6.384801818551955e-05;Ac-228
222;6.381471873875525e-05;Ac-228
252;6.365496574266456e-05;Ac-228
237;6.33503427849905e-05;Ac-228
229;6.273085500768517e-05;Ac-228
335;6.197048140643271e-05;background 2
248;6.081842703393911e-05;Ac-228
362;6.0793432876708896e-05;background 2
244;6.052063698853487e-05;Ac-228
282;5.9714959350873235e-05;Bi-214
313;5.950559991625765e-05;background 2
277;5.893760645867521e-05;Bi-214
211;5.8560684682223564e-05;Ac-228
257;5.821718884575571e-05;Bi-214
251;5.818274917117329e-05;Ac-228
416;5.702451595049104e-05;K-40
345;5.673721517907138e-05;background 2
265;5.670563789209192e-05;Bi-214
183;5.554785791478194e-05;background 1
270;5.5494313884764434e-05;Bi-214
253;5.510839962244296e-05;Ac-228
297;5.454606444912613e-05;background 2
349;5.37877188718496e-05;background 2
314;5.361083770562763e-05;background 2
186;5.356434105378015e-05;background 1
219;5.144965646012229e-05;Ac-228
249;5.117172111607966e-05;Ac-228
275;5.050702078926912e-05;Bi-214
386;4.950658291065738e-05;background 2
283;4.612350715206116e-05;Bi-214
321;4.602494429223305e-05;background 2
367;4.548293442202348e-05;background 2
378;4.538811565534787e-05;background 2
209;4.538147549738025e-05;Ac-228
271;4.534516847448337e-05;Bi-214
422;4.372100036702139e-05;K-40
207;4.307344858779012e-05;Ac-228
332;4.300969327613581e-05;background 2
178;4.279901611869809e-05;background 1
377;4.274984684744572e-05;background 2
344;4.255495811807542e-05;background 2
189;4.2026771608752655e-05;background 1
269;4.142237141527386e-05;Bi-214
272;4.128660671955006e-05;Bi-214
318;4.105641683545208e-05;background 2
315;4.068356968196179e-05;background 2
358;4.038670933005217e-05;background 2
258;3.997853750139131e-05;Bi-214
413;3.993066416798939e-05;K-40
346;3.9851926172168284e-05;background 2
307;3.962874188708283e-05;background 2
299;3.9619187709464943e-05;background 2
308;3.888719275568086e-05;background 2
401;3.8108785298515176e-05;K-40
245;3.793550809262451e-05;Ac-228
342;3.7625869470866995e-05;background 2
273;3.68973823098332e-05;Bi-214
312;3.683869461585757e-05;background 2
246;3.683127100298654e-05;Ac-228
402;3.539752261139816e-05;K-40
399;3.4969114400022194e-05;K-40
387;3.4065867495378205e-05;background 2
389;3.399720023329405e-05;background 2
331;3.3612102613479484e-05;background 2
327;3.2884406672731805e-05;background 2
325;3.2791466983043406e-05;background 2
411;3.204664068966714e-05;K-40
250;3.159552666804724e-05;Ac-228
341;3.152071786102166e-05;background 2
276;3.1141745315418085e-05;Bi-214
256;3.097224730849528e-05;Bi-214
410;3.0277262246407256e-05;K-40
368;3.010478268253528e-05;background 2
304;2.9973306428064725e-05;background 2
425;2.9752190455366978e-05;K-40
294;2.955759896136211e-05;background 2
357;2.9449486638333555e-05;background 2
281;2.8863984095756187e-05;Bi-214
173;2.884091965466121e-05;background 1
291;2.83661152845958e-05;background 2
343;2.808013568812913e-05;background 2
350;2.8029813796616915e-05;background 2
328;2.760917154717034e-05;background 2
363;2.749356704346273e-05;background 2
254;2.7178616599119426e-05;Ac-228
289;2.7121464739526397e-05;Bi-214
319;2.6324477984360114e-05;background 2
326;2.6083995086868253e-05;background 2
259;2.59878589503612e-05;Bi-214
201;2.5553750656383218e-05;background 1
375;2.5176855258545165e-05;background 2
340;2.485400145240566e-05;background 2
311;2.4783992751194554e-05;background 2
394;2.472268431822561e-05;K-40
400;2.47194788548276e-05;K-40
202;2.4694991963490364e-05;background 1
279;2.453575832877037e-05;Bi-214
398;2.4480202721417408e-05;K-40
243;2.3740604730172188e-05;Ac-228
285;2.3477325984358785e-05;Bi-214
347;2.3447228881017845e-05;background 2
418;2.269946781458388e-05;K-40
360;2.228390689304194e-05;background 2
177;2.1743894272319355e-05;background 1
420;2.1674679288914648e-05;K-40
336;2.125834188358217e-05;background 2
395;2.108108752162879e-05;K-40
288;2.0728776914188743e-05;Bi-214
372;2.0691869631965664e-05;background 2
301;2.0642584588577378e-05;background 2
322;2.0496291814508354e-05;background 2
306;2.022599166913215e-05;background 2
302;1.983545342780522e-05;background 2
305;1.9403713010464493e-05;background 2
338;1.933199328008288e-05;background 2
374;1.8908746774277693e-05;background 2
296;1.8220208252096806e-05;background 2
428;1.8189599520311828e-05;K-40
359;1.7952935387818427e-05;background 2
167;1.7931862609354773e-05;Tl-208
365;1.78014710475043e-05;background 2
316;1.730431977600504e-05;background 2
421;1.7181509887752555e-05;K-40
407;1.7138308573041377e-05;K-40
415;1.7012550781796198e-05;K-40
417;1.6666857033799644e-05;K-40
320;1.6395107979117433e-05;background 2
247;1.5922463851254533e-05;Ac-228
408;1.5869508922688395e-05;K-40
309;1.5447788335932866e-05;background 2
379;1.5371647245196464e-05;background 2
356;1.5288265442148744e-05;background 2
406;1.4959162200398263e-05;K-40
286;1.4915538028459455e-05;Bi-214
391;1.4866348223678086e-05;K-40
339;1.4672121321413855e-05;background 2
409;1.4082630249699069e-05;K-40
366;1.4057673374476585e-05;background 2
255;1.3878206935962696e-05;Bi-214
429;1.3762524996245429e-05;K-40
423;1.35223509840015e-05;K-40
