Class;6.12;6.14;6.17;6.19;6.22;6.24;6.27;6.29;6.32;6.35;6.37;6.40;6.42;6.45;6.47;6.50;6.52;6.55;6.58;6.60;6.63;6.65;6.68
A;4.42105;6.52632;10.7368;7.57895;9.94737;3.42105;13.6316;12.1579;16.0;16.0;16.0;20.2105;16.2632;13.5263;8.21053;6.63158;8.15789;7.94737;7.0;8.26316;9.63158;8.68421;8.78947
A;6.0;5.63158;5.31579;7.05263;9.78947;9.0;9.73684;15.7368;11.0;11.9474;11.1053;12.3158;15.4737;23.8947;25.3684;8.78947;6.68421;9.47368;10.5263;8.10526;7.89474;4.89474;5.94737
A;12.0;11.6316;11.3158;11.4737;9.15789;7.57895;15.8947;15.0;15.0;15.0;19.4737;16.6316;16.0;13.7895;13.6842;10.2105;9.15789;8.42105;8.89474;9.73684;7.63158;9.21053;12.9474
A;7.0;5.10526;3.31579;6.68421;9.57895;10.8421;11.0;16.6842;23.0;18.2632;13.5263;13.8421;13.2105;11.5263;10.3158;9.36842;10.7368;8.31579;5.0;7.10526;7.78947;5.89474;8.15789
A;10.8947;11.7368;12.3684;10.0526;5.05263;7.36842;14.2632;9.31579;16.0;8.42105;11.5789;14.5263;16.5789;17.7368;14.5789;11.1053;13.4737;10.7368;7.89474;8.31579;6.0;6.94737;7.94737
A;7.47368;6.84211;7.05263;9.47368;7.63158;12.8947;12.2105;10.1053;14.0;15.8947;16.8947;17.0;17.0;14.7895;14.6842;14.3684;10.5263;11.6842;10.2632;6.26316;8.36842;8.68421;7.21053
A;10.3158;10.1053;6.26316;5.73684;9.15789;6.63158;9.57895;11.8947;12.0;6.47368;15.6316;20.8421;19.3684;16.4737;16.8947;17.3158;11.4211;12.9474;14.0;12.2632;9.73684;9.0;6.78947
A;7.0;6.26316;5.31579;7.05263;9.57895;8.94737;13.7895;12.2105;16.0;15.0526;14.1053;14.8421;16.5789;18.4737;12.8421;10.6316;8.68421;8.57895;6.68421;6.36842;9.89474;8.0;7.73684
A;7.15789;7.10526;8.68421;8.0;8.21053;9.63158;12.4737;8.52632;18.0;21.7895;14.8421;19.8947;16.2632;14.2632;10.5789;10.2632;12.1579;12.4737;10.1053;8.84211;9.26316;7.05263;5.52632
A;8.52632;4.10526;9.15789;6.10526;2.42105;8.73684;8.21053;9.89474;16.0;11.2632;13.6842;20.7368;19.6316;17.5263;14.2632;11.7368;9.84211;10.5789;11.0526;6.21053;3.21053;6.05263;4.0
A;7.42105;8.36842;7.10526;4.57895;8.15789;6.73684;15.2632;9.31579;15.0;17.8421;12.6316;12.0;14.3684;20.8947;19.5789;10.4211;11.2105;11.3158;8.0;8.0;8.73684;8.73684;6.78947
A;9.57895;8.26316;8.26316;9.94737;7.63158;10.3158;12.2105;13.9474;13.0;17.8947;15.8947;15.3158;19.3158;25.3684;16.1053;11.6316;8.89474;6.94737;9.05263;8.26316;4.47368;7.78947;9.26316
A;7.94737;5.63158;5.31579;10.8947;6.68421;6.68421;4.31579;11.5789;13.0;16.4737;24.8947;23.2105;17.9474;14.7895;15.7368;13.3684;10.6316;5.52632;6.57895;9.15789;9.36842;9.0;6.05263
A;9.0;7.89474;6.94737;8.73684;7.15789;5.26316;12.1053;13.3158;19.0;10.4737;18.9474;16.6316;8.89474;11.4211;9.57895;9.89474;9.84211;7.94737;7.94737;8.15789;9.57895;13.0526;9.68421
A;7.73684;7.73684;8.36842;9.0;9.78947;6.63158;5.10526;11.6316;12.0;13.8947;9.52632;11.5263;12.7895;15.9474;14.2632;11.7368;12.7368;9.26316;5.47368;8.52632;9.78947;6.94737;9.0
A;11.8947;9.57895;4.94737;5.47368;9.15789;7.47368;9.68421;11.8947;15.0;5.52632;13.0526;16.5263;19.3684;21.4737;15.1579;10.1053;11.3158;8.26316;4.94737;7.68421;10.0;9.05263;7.0
A;11.0;9.0;9.0;10.0;7.0;12.0;13.0;12.0;19.0;12.0;7.0;23.0;19.0;13.0;12.0;22.0;7.0;15.0;7.0;5.0;9.0;8.0;13.0
A;10.9474;6.57895;10.3684;8.47368;8.26316;13.3158;14.1579;7.31579;13.0;10.1579;17.1579;20.5263;20.2105;18.5263;11.1579;11.1579;7.78947;6.63158;8.52632;8.0;8.0;6.73684;6.10526
A;10.2632;12.7368;14.3158;12.3684;6.47368;12.0;11.7895;10.4737;19.0;17.1053;17.0;17.0;13.8421;15.9474;11.5263;10.8947;9.68421;9.05263;9.05263;8.42105;10.8421;12.1053;8.78947
A;6.10526;7.15789;6.84211;13.5263;13.1053;7.10526;12.5789;9.26316;14.0;11.1579;14.5789;12.4737;21.4737;21.7895;16.8947;9.31579;8.31579;8.94737;7.05263;7.68421;8.15789;6.57895;11.3158
A;9.42105;12.1579;10.5789;7.52632;9.36842;7.47368;8.78947;8.05263;20.0;9.26316;14.5263;18.5263;14.9474;12.0526;13.7368;9.15789;7.26316;9.47368;10.0;10.5789;10.3684;8.63158;9.47368
A;7.57895;7.36842;11.7895;8.10526;8.36842;10.6842;14.5789;16.8947;17.0;14.1579;18.4737;9.73684;10.3684;14.6842;17.3684;11.6842;8.0;11.1579;13.5263;12.5789;13.1053;12.1579;6.26316
A;13.3158;10.5789;10.0526;5.84211;11.1053;7.10526;14.9474;9.36842;17.0;5.84211;3.63158;10.4211;16.5263;10.7368;10.6316;12.0;14.1053;13.6842;10.0;9.42105;7.10526;9.42105;11.7368
A;4.10526;7.0;7.0;9.10526;12.6842;5.73684;14.5789;11.4737;20.0;16.0;18.0;15.0;9.0;21.0;10.0;11.0;10.0;9.0;5.0;8.0;10.0;12.0;9.0
A;7.63158;4.10526;7.57895;10.7368;10.6316;12.8421;12.3158;14.9474;14.0;14.9474;15.8947;23.5789;19.4737;16.5263;12.5789;9.73684;6.68421;6.57895;6.57895;5.0;7.94737;11.1053;7.26316
A;9.68421;7.36842;9.73684;7.31579;7.57895;6.31579;7.78947;9.89474;19.0;4.47368;12.8947;13.4211;20.7895;17.6316;11.0;12.4737;14.5789;9.26316;4.0;4.0;10.9474;9.52632;7.73684
A;6.47368;9.0;9.0;14.1579;5.73684;9.73684;7.42105;9.84211;22.0;15.3684;13.2105;13.0;12.2105;14.2105;17.0526;11.6842;8.57895;9.52632;10.0;9.15789;7.26316;7.57895;10.7368
A;8.0;8.0;8.0;3.57895;5.94737;10.3684;7.42105;6.05263;11.0;7.21053;7.89474;12.2105;9.84211;11.2105;12.0;12.6316;12.4211;10.9474;10.0;9.57895;9.0;9.31579;9.73684
A;6.31579;8.0;8.68421;6.78947;5.21053;8.36842;11.6842;9.15789;14.0;5.47368;14.1053;16.1053;19.8947;13.8421;15.8421;10.4737;10.4737;7.47368;9.57895;7.52632;8.15789;10.0;5.57895
A;8.42105;9.26316;7.94737;7.73684;8.0;7.15789;8.78947;9.94737;19.0;11.4211;12.7895;15.5263;17.5789;8.42105;9.10526;9.73684;10.1579;9.42105;9.89474;12.4211;10.4211;7.26316;8.94737
A;9.0;13.0;10.0;11.0;12.0;7.0;5.0;10.0;12.0;10.1053;16.2632;14.4737;10.0526;11.2105;8.57895;9.52632;12.1579;8.78947;7.84211;11.4211;11.6316;10.0526;7.47368
A;6.47368;8.36842;7.31579;8.47368;8.21053;12.2105;14.7895;12.1579;14.0;12.8421;10.6316;16.1579;16.1579;13.2632;14.0;11.4211;5.73684;5.89474;7.47368;6.42105;7.26316;11.4211;6.36842
A;5.84211;6.26316;5.63158;7.94737;12.1579;11.3158;9.21053;6.15789;18.0;11.3684;19.9474;19.3158;18.2105;13.5789;12.6842;14.8947;13.1053;12.0526;9.68421;7.26316;8.26316;6.36842;5.0
A;9.47368;6.94737;4.68421;9.42105;8.63158;9.68421;15.3684;10.3158;15.0;13.1053;13.8947;15.6842;15.2105;14.2632;18.1053;18.1053;11.2105;11.7368;12.2105;6.31579;4.36842;5.31579;6.52632
A;11.3158;9.84211;8.0;9.47368;6.84211;8.52632;9.89474;10.0;15.0;14.0526;8.63158;16.4211;18.0;12.1053;12.7368;14.6316;10.9474;9.05263;8.10526;7.68421;8.89474;7.63158;10.0526
A;10.1579;9.0;10.2632;10.8947;6.89474;12.7368;6.52632;11.0;11.0;12.8947;13.0;15.5263;15.2105;15.7368;13.9474;11.7368;10.4211;7.89474;4.57895;8.47368;14.5263;10.1053;6.0
A;7.31579;4.63158;4.0;5.05263;7.57895;6.47368;9.21053;11.0526;12.0;15.7895;18.6842;13.9474;17.7368;13.1053;11.6842;12.0;10.2632;8.47368;8.0;7.57895;6.26316;5.94737;7.21053
