A;7.10526;9.68421;8.31579;10.3684;13.9474;10.8947;12.1579;10.5263;11.6842;13.5789;9.89474;9.57895;12.7368;9.47368;8.21053;9.78947;13.1579;6.36842;13.0;11.7895;7.89474;7.31579;8.78947;7.73684;6.05263;9.15789;12.5263;5.47368;7.57895;7.84211;7.0;7.68421;7.26316;8.57895;6.47368;5.10526;6.89474;8.0;12.0;10.0;5.0;9.0;7.0;10.0;4.0;6.0;5.0;7.0;1.0;3.0;9.0;7.0;5.0;10.0;0.0;3.0;12.0;5.36842;9.47368;6.63158;7.57895;8.0;8.0;6.10526;7.31579;9.0;8.05263;9.10526;9.78947;7.26316;10.2632;10.7895;10.0;9.57895;6.05263;7.0;11.5789;3.78947;2.78947;7.0;6.21053;6.21053;9.52632;7.0;7.94737;10.5789;8.52632
A;14.7368;15.0;11.6316;13.3684;14.0;12.6316;12.6316;11.8421;13.1053;14.5263;11.8947;9.73684;11.3158;10.9474;8.21053;9.0;9.21053;10.9474;10.0;10.6842;5.0;5.31579;6.78947;5.47368;4.94737;8.47368;10.1579;7.57895;6.52632;5.26316;7.15789;7.63158;9.21053;9.21053;7.31579;13.2632;8.31579;8.0;7.94737;7.31579;10.1579;11.0;10.7368;9.36842;7.26316;6.42105;7.94737;6.36842;5.73684;7.63158;5.94737;7.21053;12.7368;5.57895;2.21053;7.68421;7.0;9.94737;9.0;8.84211;8.0;8.26316;11.5263;12.9474;8.10526;11.0;9.94737;8.42105;9.89474;6.21053;6.94737;4.84211;9.05263;10.8947;6.26316;8.0;7.05263;7.0;7.84211;4.84211;2.52632;6.10526;8.0;6.84211;8.63158;9.10526;7.42105
A;11.8421;7.52632;10.3684;8.63158;10.9474;14.7368;13.4737;12.0;8.31579;9.26316;9.36842;4.47368;7.63158;9.26316;9.15789;6.47368;9.0;9.10526;11.0;7.0;12.0;5.0;6.0;7.0;7.0;9.0;14.0;10.0;18.0;8.0;8.0;9.0;9.0;6.0;5.0;6.0;12.0;7.0;11.0;5.0;8.0;12.0;5.0;6.0;10.0;5.0;2.0;10.0;8.0;7.0;6.0;8.0;11.0;9.0;4.0;9.0;11.0;9.05263;9.89474;9.15789;10.2105;9.68421;5.68421;5.73684;7.84211;6.63158;7.15789;7.68421;7.89474;6.94737;6.0;7.57895;7.15789;7.89474;5.15789;8.0;10.8421;5.63158;5.0;8.15789;6.78947;9.42105;11.6316;7.36842;6.10526;8.94737;9.57895
A;12.1053;9.31579;12.3684;14.5789;12.7895;10.6316;14.4211;18.7368;11.5789;4.94737;5.57895;5.0;5.94737;8.78947;11.2105;12.3158;13.1579;6.57895;17.0;10.7368;6.21053;8.31579;8.73684;4.52632;7.57895;10.6316;11.6842;9.73684;10.7895;10.7895;8.89474;7.94737;9.94737;7.05263;9.36842;8.21053;17.4737;5.0;4.21053;7.78947;6.31579;8.0;7.73684;7.0;6.63158;6.42105;6.05263;8.15789;7.52632;5.0;5.68421;9.68421;6.26316;10.8947;7.52632;8.89474;12.0;5.36842;10.3684;8.47368;10.3684;5.84211;4.68421;10.6842;7.05263;5.15789;7.52632;8.26316;8.89474;7.0;7.0;7.21053;7.36842;4.0;4.21053;8.0;5.21053;9.10526;10.0;9.15789;6.26316;7.31579;7.26316;6.0;6.94737;10.1053;7.94737
A;9.31579;14.0526;6.63158;11.4737;16.4737;14.0526;12.7368;11.8947;7.10526;7.10526;9.0;12.7895;8.15789;8.68421;6.05263;13.4211;7.84211;9.84211;10.0;6.89474;5.10526;5.68421;5.26316;10.0;9.36842;8.73684;7.47368;6.36842;7.94737;8.15789;8.36842;4.57895;5.21053;6.0;7.68421;8.0;10.8421;8.0;9.0;8.57895;5.94737;11.6316;11.3684;4.31579;4.26316;4.68421;7.0;5.94737;4.42105;5.26316;6.68421;4.05263;7.73684;3.10526;7.36842;7.05263;8.0;9.89474;11.7895;14.5263;6.31579;6.21053;11.7895;10.2105;7.42105;7.52632;6.10526;3.57895;4.47368;7.0;6.73684;6.42105;7.52632;5.63158;11.0526;12.0;5.36842;10.3684;11.8421;8.84211;6.52632;13.5263;11.9474;11.3158;11.9474;10.0526;9.0
A;12.6842;11.2105;13.5263;10.0526;11.9474;10.2632;7.73684;9.89474;10.4211;9.47368;10.0;9.26316;8.94737;9.68421;5.78947;5.0;5.42105;8.73684;4.0;11.0;11.0;9.0;14.0;9.0;9.0;8.0;8.0;4.0;5.0;10.0;11.0;9.0;5.0;5.0;13.0;16.0;13.0;5.0;7.73684;3.31579;6.94737;10.7368;7.05263;10.0;10.0;8.73684;9.36842;9.36842;9.31579;12.8947;10.5789;8.26316;7.21053;7.84211;7.10526;7.0;11.0;12.8947;11.2105;12.6842;11.4211;8.78947;5.94737;11.3158;10.9474;6.94737;9.78947;14.0;11.7895;9.26316;11.4737;10.2105;10.5263;8.21053;10.0;10.0;7.21053;10.8947;9.68421;7.78947;6.73684;5.68421;6.84211;9.57895;7.10526;5.52632;7.73684
A;9.84211;9.10526;9.84211;9.21053;14.1579;11.8947;15.0526;12.7895;7.94737;9.84211;12.1579;11.0;10.0526;8.26316;8.15789;5.47368;8.0;8.0;8.0;6.10526;7.78947;9.68421;8.42105;9.47368;5.89474;8.42105;10.4211;9.47368;6.15789;5.10526;8.0;8.94737;10.7368;9.78947;8.68421;7.42105;10.7368;6.0;10.0;6.0;14.0;9.0;7.0;12.0;6.0;5.0;4.0;5.0;7.0;10.0;7.0;4.0;7.0;9.0;5.0;5.0;11.0;10.0;8.0;10.0;7.0;7.0;5.0;4.0;7.0;9.0;9.0;12.0;9.0;10.0;7.0;11.0;5.0;17.0;8.0;11.0;9.84211;7.31579;9.36842;6.42105;7.21053;6.89474;9.15789;6.42105;7.47368;8.52632;11.8947
A;7.10526;9.63158;15.1579;15.1579;12.7895;15.6316;15.1579;10.7368;10.4211;10.4211;7.84211;8.89474;7.94737;4.78947;7.94737;6.47368;7.78947;8.94737;10.0;4.0;11.0;8.0;12.0;7.0;10.0;4.0;12.0;12.0;8.0;6.0;16.0;11.0;7.0;9.0;10.0;10.0;7.0;7.0;6.05263;9.57895;11.6842;11.2105;12.4737;10.2632;9.63158;8.84211;6.42105;7.84211;8.89474;7.10526;9.94737;10.1579;5.63158;7.52632;5.42105;9.21053;13.0;5.0;5.31579;8.78947;11.1053;6.63158;11.1579;6.47368;8.57895;6.57895;6.57895;8.0;7.36842;9.05263;8.52632;7.21053;5.31579;9.47368;7.15789;11.0;8.0;11.0;6.0;5.0;5.0;5.0;12.0;8.0;8.0;8.0;11.0
A;9.05263;10.7368;15.5789;9.26316;12.4211;9.57895;11.5263;8.15789;7.47368;9.57895;9.26316;8.63158;6.26316;14.5789;9.31579;6.15789;7.78947;13.6842;7.0;5.36842;11.3684;6.63158;9.57895;7.47368;8.84211;12.4211;6.31579;5.42105;6.47368;7.15789;9.26316;10.0;10.0;13.9474;7.42105;6.89474;8.89474;3.0;7.0;18.0;5.0;6.0;15.0;9.0;7.0;4.0;7.0;9.0;5.0;11.0;8.0;7.0;7.0;9.0;10.0;8.0;9.0;9.94737;11.7895;12.0;11.2105;11.7368;9.94737;7.73684;7.57895;8.0;6.57895;9.63158;11.9474;5.31579;5.47368;4.42105;5.68421;4.21053;6.10526;8.0;9.89474;9.10526;9.0;5.84211;6.47368;7.68421;6.73684;8.31579;12.6316;15.4737;10.9474
A;10.2105;14.0;13.6842;13.2632;16.6842;13.3158;12.8947;8.47368;5.47368;9.68421;9.52632;9.52632;10.3158;5.57895;4.78947;8.36842;9.0;14.6842;11.0;6.10526;7.89474;8.10526;11.8947;4.52632;6.94737;10.1053;9.05263;9.73684;14.4737;8.78947;6.26316;9.05263;9.26316;10.5789;9.31579;7.21053;12.6842;8.0;9.94737;8.47368;5.10526;10.1579;6.21053;6.84211;11.5263;7.73684;5.52632;6.05263;6.42105;8.52632;5.89474;8.42105;8.42105;5.47368;5.89474;5.05263;13.0;5.42105;8.57895;9.0;11.3684;11.2632;9.63158;10.8947;10.8421;6.31579;4.89474;7.84211;8.26316;8.57895;10.6842;7.63158;9.68421;8.0;8.0;8.0;7.05263;3.42105;7.21053;6.42105;11.1579;13.6842;12.1053;10.4211;11.0526;10.5789;10.2632
A;10.2632;10.8947;12.6842;18.5263;11.1579;11.4211;12.3684;9.10526;13.3158;13.7895;10.1053;10.0526;8.15789;13.9474;10.1579;7.78947;11.5789;8.0;8.0;9.0;8.0;4.0;9.0;9.0;7.0;4.0;7.0;6.0;9.0;13.0;13.0;7.0;8.0;7.0;11.0;10.0;10.0;9.0;10.6842;5.21053;7.47368;9.57895;9.31579;13.3158;11.0526;7.68421;7.15789;4.0;9.78947;9.57895;8.36842;8.26316;9.57895;10.0;12.6842;7.31579;19.0;7.0;7.42105;10.2105;6.21053;7.0;7.0;8.10526;10.8421;11.0526;10.5263;11.5789;12.0;9.26316;5.78947;5.78947;8.52632;11.6842;7.26316;12.0;8.21053;9.78947;7.47368;3.84211;6.68421;10.7368;6.94737;4.0;8.21053;8.21053;6.10526
A;8.10526;10.1053;11.4737;13.5789;11.2105;8.05263;7.84211;10.1579;7.10526;7.63158;9.42105;10.2632;10.3158;10.7368;11.7895;6.10526;6.78947;7.94737;11.0;6.26316;8.68421;6.47368;11.5263;15.2105;9.84211;7.0;7.57895;6.94737;7.42105;8.15789;8.10526;9.05263;6.47368;6.89474;12.8947;7.63158;12.6316;6.0;9.0;8.78947;7.63158;9.10526;3.57895;8.63158;8.52632;3.89474;5.26316;7.36842;7.89474;10.6316;9.63158;10.4737;7.05263;9.36842;7.31579;7.0;10.0;7.15789;11.4737;11.1579;9.42105;10.4737;7.57895;5.36842;3.84211;6.68421;9.52632;7.73684;8.57895;12.0526;8.94737;6.63158;8.68421;6.68421;4.15789;7.0;7.84211;5.31579;7.84211;7.84211;9.42105;5.94737;9.84211;10.8947;9.42105;10.4737;9.42105
A;10.7368;7.05263;16.0;16.2105;14.6316;9.26316;10.5263;9.68421;13.8947;12.8421;9.42105;7.10526;5.31579;7.21053;5.63158;6.68421;7.0;7.0;7.0;10.9474;9.89474;9.0;8.57895;7.26316;7.36842;7.10526;8.57895;9.89474;7.26316;5.31579;7.63158;10.0526;4.36842;5.94737;10.3684;7.42105;6.05263;9.0;11.0526;11.1579;5.10526;10.3684;9.05263;10.1053;6.73684;7.15789;7.42105;9.52632;8.26316;5.73684;4.31579;6.94737;6.42105;9.36842;6.42105;7.89474;9.0;12.6842;6.78947;6.10526;11.5789;10.0;8.73684;5.63158;5.42105;9.31579;9.31579;7.73684;11.5263;7.52632;6.47368;5.42105;9.21053;10.0;15.6842;13.0;17.5789;9.68421;7.31579;9.0;9.26316;9.05263;8.47368;8.89474;9.31579;9.84211;7.57895
A;6.10526;8.52632;13.4737;14.9474;13.6316;18.7895;15.8421;16.0526;12.9474;10.8421;5.68421;6.52632;5.94737;11.6316;10.0526;12.3684;8.52632;5.15789;9.0;3.31579;7.47368;8.0;8.78947;6.78947;3.94737;7.42105;9.42105;11.1053;8.73684;7.36842;12.3684;12.6842;10.4211;6.21053;7.15789;8.42105;11.5789;4.0;10.0;9.57895;6.63158;8.73684;5.57895;10.3158;10.6316;10.4211;10.5263;12.6316;12.1053;7.47368;5.31579;8.68421;12.3684;7.10526;7.78947;9.89474;11.0;14.7895;4.26316;3.84211;8.73684;9.26316;5.57895;8.42105;9.84211;7.42105;7.42105;9.42105;8.89474;7.31579;8.26316;9.0;8.68421;7.31579;9.84211;7.0;9.89474;7.57895;4.0;5.68421;10.9474;8.0;6.89474;5.84211;7.0;9.10526;13.3158
A;13.1053;15.1053;15.3684;11.3684;7.94737;6.89474;10.2632;8.57895;8.0;8.52632;7.26316;9.78947;11.3158;8.78947;9.57895;10.0;10.0;8.10526;9.0;13.7895;9.68421;7.94737;13.0;11.4211;8.89474;11.5263;9.42105;9.52632;12.1579;10.9474;7.36842;7.68421;8.73684;10.5789;8.47368;8.0;7.05263;7.0;8.89474;6.68421;4.78947;8.78947;8.26316;9.94737;12.0;9.05263;7.36842;12.1053;9.94737;7.0;6.31579;8.94737;9.21053;7.31579;6.10526;6.94737;14.0;7.0;13.0;9.0;6.0;6.0;8.0;7.0;7.0;6.0;4.0;9.0;9.0;3.0;5.0;10.0;14.0;8.0;6.0;11.0;12.8947;9.42105;5.63158;8.15789;6.05263;6.36842;5.73684;8.47368;7.31579;3.05263;4.10526
A;13.0;12.7895;11.3158;12.7895;12.5263;12.4211;7.52632;7.10526;10.0;9.47368;7.26316;9.15789;5.52632;8.89474;11.0;10.1579;4.63158;9.68421;8.0;9.05263;9.78947;7.52632;6.05263;10.7895;11.7368;10.4737;10.4737;7.0;7.0;8.15789;7.73684;9.05263;7.78947;6.21053;5.15789;9.47368;8.10526;4.0;10.6316;5.63158;6.68421;5.42105;8.68421;10.6842;6.57895;6.31579;8.52632;6.63158;5.68421;6.52632;4.63158;6.78947;8.57895;7.31579;9.52632;13.7368;9.0;8.0;9.0;13.0;9.0;9.0;10.0;15.0;5.0;5.0;6.0;7.0;13.0;14.0;6.0;9.0;10.0;7.0;5.0;10.0;6.21053;6.0;4.31579;7.15789;8.73684;4.89474;6.78947;9.0;7.42105;8.36842;7.63158
A;9.94737;8.78947;7.63158;11.2105;13.3158;15.7368;11.5263;10.2632;9.15789;9.68421;10.1053;9.26316;8.63158;12.4211;6.10526;9.05263;9.10526;9.94737;11.0;12.0;15.0;11.0;5.0;11.0;7.0;7.0;15.0;7.0;5.0;11.0;10.0;7.0;15.0;6.0;14.0;6.0;8.0;10.0;14.0;12.0;5.0;9.0;13.0;8.0;12.0;7.0;9.0;11.0;10.0;10.0;6.0;7.0;5.0;10.0;8.0;8.0;12.0;11.0526;6.52632;11.0526;8.05263;9.94737;6.89474;6.89474;13.2105;12.7895;8.05263;8.26316;9.26316;8.31579;9.0;8.15789;5.94737;10.3684;5.26316;10.0;10.0526;10.8947;10.9474;14.5263;9.78947;12.6316;11.4211;7.84211;13.7368;15.3158;9.68421
A;11.1579;5.63158;5.84211;6.0;11.8947;13.3158;16.1579;11.6316;9.63158;11.0526;7.05263;6.31579;11.0526;9.0;9.42105;10.6842;8.89474;8.36842;15.0;7.89474;5.89474;5.15789;7.68421;12.4211;7.68421;7.0;8.26316;6.68421;6.68421;7.68421;6.63158;7.0;9.21053;8.42105;8.0;10.6842;11.0;9.0;8.05263;6.21053;7.68421;8.78947;8.26316;8.68421;10.2632;6.94737;6.10526;6.57895;6.68421;7.52632;8.15789;12.3684;6.05263;10.0;10.1053;11.1053;13.0;5.05263;6.84211;13.0526;7.78947;6.21053;5.89474;9.63158;7.73684;7.89474;7.89474;9.47368;6.94737;7.42105;9.0;8.21053;11.3684;9.31579;4.26316;5.0;4.52632;13.4737;8.68421;6.78947;7.05263;8.42105;9.78947;12.9474;4.10526;2.52632;6.47368
A;7.05263;8.78947;8.15789;11.1579;8.31579;12.4737;12.4737;11.5789;9.89474;8.0;9.68421;12.7368;13.6842;12.4737;9.52632;4.78947;9.31579;11.6842;6.0;6.0;8.68421;10.6842;10.2105;10.7368;7.57895;7.26316;5.68421;6.63158;8.52632;10.9474;12.0526;7.31579;6.94737;5.47368;10.8421;9.78947;7.84211;5.0;13.5263;7.73684;7.0;10.1579;11.0;11.0;9.73684;7.84211;5.42105;5.89474;8.42105;8.26316;7.63158;9.78947;11.5789;10.6316;13.3684;8.26316;13.0;8.89474;7.31579;9.21053;6.05263;9.47368;8.94737;9.52632;6.15789;7.36842;10.5263;9.26316;6.73684;3.94737;7.42105;7.42105;9.52632;7.31579;9.84211;7.0;10.1053;11.6842;8.21053;5.47368;10.7368;9.05263;7.36842;7.57895;5.10526;5.63158;8.0
A;10.0526;11.2105;13.6316;17.6316;18.6842;15.0;14.6316;14.0;13.0526;9.89474;8.0;14.9474;9.42105;9.42105;13.3684;8.94737;8.89474;9.0;5.0;5.0;9.47368;9.15789;11.3684;11.2632;7.57895;7.89474;8.42105;10.1053;10.5789;9.84211;10.2632;8.68421;8.0;7.15789;5.57895;13.4737;8.89474;7.0;8.89474;9.0;8.15789;6.42105;9.68421;6.21053;5.26316;6.57895;8.57895;9.05263;6.31579;6.21053;8.73684;8.36842;13.1053;6.63158;9.78947;8.15789;11.0;6.0;6.0;11.0;8.0;9.0;6.0;5.0;6.0;8.0;5.0;10.0;13.0;5.0;10.0;10.0;5.0;7.0;10.0;11.0;6.84211;4.31579;7.31579;9.0;8.21053;8.21053;11.8947;9.57895;9.0;6.36842;6.31579
A;12.0;12.8947;7.94737;11.7368;11.5263;14.4211;15.3684;10.9474;8.0;8.47368;8.15789;8.10526;9.68421;9.0;9.0;8.68421;7.63158;12.8947;11.0;7.89474;6.63158;11.2105;7.0;7.0;6.36842;7.21053;9.73684;8.0;5.89474;6.89474;7.10526;8.73684;7.05263;7.57895;8.0;8.89474;9.94737;8.0;8.0;8.0;8.47368;10.7895;9.21053;6.36842;5.36842;5.57895;8.78947;9.31579;4.26316;4.26316;9.78947;9.78947;7.42105;6.15789;6.89474;7.0;11.0;8.0;11.0;9.0;9.0;1.0;10.0;8.0;7.0;8.0;3.0;15.0;10.0;12.0;6.0;9.0;6.0;5.0;14.0;11.0;5.21053;9.52632;12.8947;8.26316;12.7368;10.7368;6.89474;6.68421;9.47368;9.47368;8.42105
A;13.8947;10.4211;15.0526;13.6316;13.0;10.9474;14.4211;14.1053;10.4211;9.47368;10.0;7.42105;4.26316;7.26316;7.15789;4.0;4.31579;7.0;7.0;6.05263;9.57895;7.47368;7.78947;8.0;8.68421;9.0;8.42105;11.1579;8.78947;5.94737;11.1053;11.4211;8.26316;8.15789;5.47368;8.52632;12.7368;8.0;13.7895;9.68421;7.47368;9.57895;7.47368;5.68421;6.47368;12.3684;13.2105;11.1053;10.6842;7.10526;4.63158;9.89474;8.84211;9.68421;6.42105;12.6316;14.0;8.78947;5.21053;7.0;6.78947;7.05263;9.68421;10.1053;9.47368;5.52632;6.57895;7.42105;9.52632;8.26316;5.52632;12.1053;12.3158;9.31579;4.26316;13.0;11.0;8.0;7.0;10.0;5.0;7.0;11.0;11.0;12.0;14.0;9.0
A;6.52632;15.3684;10.3158;12.6316;13.1579;11.1579;17.2632;12.2105;9.84211;10.3684;6.26316;9.42105;11.3158;9.52632;11.3684;5.26316;3.10526;7.73684;11.0;7.21053;12.3684;7.94737;9.36842;10.7368;8.94737;9.26316;12.3158;14.0;11.6316;9.42105;10.3684;10.3684;10.5789;12.6842;5.26316;11.5789;8.0;8.0;11.7895;9.31579;6.47368;9.15789;7.05263;3.26316;3.26316;6.89474;8.47368;7.05263;6.42105;7.73684;9.0;8.21053;6.0;6.63158;10.5263;14.7895;11.0;11.0;7.0;5.0;7.0;7.0;9.0;15.0;7.0;5.0;9.0;6.0;11.0;8.0;8.0;4.0;10.0;14.0;4.0;7.0;2.26316;7.52632;11.2105;6.78947;7.57895;13.2632;13.0526;8.84211;7.15789;3.47368;6.47368
A;11.8947;9.78947;8.63158;11.7895;12.0526;14.0526;10.5263;9.68421;9.63158;8.57895;8.84211;10.5263;8.57895;9.21053;7.63158;4.47368;11.1579;9.15789;11.0;4.0;4.0;4.0;12.0;8.0;9.0;11.0;12.0;12.0;5.0;13.0;10.0;2.0;11.0;7.0;6.0;10.0;15.0;12.0;10.1053;10.8947;5.94737;11.3158;9.31579;10.0526;10.3684;6.52632;6.63158;9.47368;10.0;9.26316;8.94737;9.94737;7.21053;8.0;8.10526;8.89474;7.0;7.0;7.0;10.0;9.0;6.0;12.0;8.0;6.0;9.0;8.0;11.0;10.0;11.0;9.0;4.0;8.0;3.0;2.0;9.0;8.05263;8.57895;6.10526;10.9474;7.52632;8.05263;6.36842;8.26316;8.57895;7.0;5.84211
