A;557.0;512.263;487.789;515.158;514.105;503.579;529.316;518.579;551.263;528.316;554.632;516.316;545.474;544.316;567.0;539.526;533.526;564.158;575.526;576.263;571.895;561.158;559.474;586.211;615.105;617.947;598.105;565.579;561.421;608.789;602.474;649.526;621.737;653.0;569.632;621.368;575.789;596.0;599.579;556.947;580.947;579.947;535.737;501.632;499.526;501.842;483.211;497.474;520.0;493.316;436.053;479.0;479.0;443.947;446.474;418.368;424.842;437.579;432.789;411.316;405.632;409.0
A;532.263;532.947;522.842;515.737;528.579;535.684;521.474;518.053;529.737;512.947;516.947;542.684;546.053;585.0;513.0;529.105;570.263;590.158;575.632;584.263;604.737;616.421;631.737;632.579;643.947;645.632;625.632;637.632;642.947;643.684;608.316;628.316;647.105;631.0;598.789;599.684;594.105;646.684;623.421;588.789;580.263;542.789;522.895;537.105;529.842;515.632;520.368;509.684;518.316;508.368;488.684;486.368;493.0;469.316;486.789;455.316;464.0;473.158;435.316;422.053;427.895;444.211
A;502.316;527.053;522.684;518.684;494.632;515.158;522.947;514.316;504.158;545.947;536.737;535.895;525.368;532.526;539.0;503.895;540.632;563.947;566.895;545.316;523.421;563.053;569.158;559.947;544.684;553.474;561.474;583.263;596.211;598.579;636.895;621.632;603.842;672.0;605.368;600.316;641.368;574.0;583.211;603.0;605.474;619.368;573.105;588.895;597.842;601.421;551.632;530.579;530.053;491.105;492.947;475.053;460.0;460.842;458.632;473.158;504.947;430.211;414.842;444.053;435.211;419.579
A;504.105;503.895;492.632;470.947;534.053;533.0;508.895;528.053;545.526;546.053;531.579;501.053;520.158;541.947;537.0;564.895;526.579;523.474;532.105;550.263;543.632;569.053;590.526;589.263;587.684;579.421;613.316;618.842;628.421;625.526;680.263;649.842;666.789;629.0;561.0;614.158;610.316;629.684;629.947;608.579;611.895;612.947;554.158;536.789;580.526;560.316;515.474;511.158;467.211;486.158;452.632;484.947;458.0;473.158;447.158;481.053;466.684;469.105;459.0;461.842;436.895;442.368
A;530.474;539.684;532.105;540.789;562.474;563.421;561.737;557.368;546.316;552.211;522.0;618.316;570.316;555.684;550.0;570.842;586.316;609.053;591.684;575.684;591.842;631.316;634.526;632.421;621.526;629.211;662.474;639.737;620.737;646.947;641.737;637.842;661.947;661.0;577.632;632.053;654.158;578.842;580.842;585.579;565.684;532.421;524.421;511.632;492.789;504.632;513.474;499.316;475.0;477.211;487.737;475.842;455.0;437.947;453.105;479.421;458.737;440.947;450.0;435.158;431.684;427.474
A;577.421;515.947;551.737;564.158;545.0;510.789;515.368;546.947;568.947;597.579;554.684;569.632;540.105;570.105;550.0;557.158;558.105;546.579;572.474;588.789;602.895;571.316;565.632;564.211;592.632;586.632;568.947;588.579;607.842;601.526;635.211;698.368;659.526;626.0;619.632;662.684;626.632;643.474;682.684;662.053;654.684;601.421;601.053;583.684;574.789;575.211;588.053;559.632;532.0;527.158;543.105;506.158;464.0;473.105;460.789;488.421;464.211;468.421;467.895;446.0;448.105;448.632
A;548.789;537.526;545.053;524.211;522.632;514.737;527.158;510.526;531.0;541.526;540.211;540.842;568.737;606.105;537.0;531.158;583.684;545.895;547.158;575.053;580.842;600.263;620.053;585.684;590.421;608.211;616.842;633.789;613.895;589.421;617.0;617.632;667.211;666.0;639.474;604.0;642.947;624.158;589.737;623.789;641.474;590.789;561.316;552.789;548.789;556.158;524.579;491.895;493.895;474.947;497.684;509.421;463.0;471.526;449.632;420.053;442.632;413.895;422.895;438.684;426.368;421.842
A;588.789;580.158;578.895;568.789;564.053;561.421;569.579;566.842;571.158;576.211;593.579;574.421;601.316;623.947;603.0;585.0;604.579;597.737;582.579;627.632;640.895;641.526;674.842;683.263;655.316;657.105;672.789;675.632;706.526;671.789;647.0;675.316;646.684;695.0;646.684;693.211;629.947;633.579;674.105;632.947;603.579;598.684;578.053;565.737;540.263;519.368;565.789;568.579;514.263;506.053;512.684;476.263;481.0;479.105;462.0;477.684;454.158;472.789;480.632;464.211;460.789;449.737
A;591.211;616.158;596.579;569.579;588.842;592.632;578.0;591.947;596.053;589.526;578.684;585.789;590.105;593.421;637.0;606.684;616.632;590.211;627.632;661.105;663.526;632.579;629.316;679.526;681.895;662.105;692.895;693.842;674.526;672.842;663.842;680.053;688.737;684.0;698.211;644.421;605.158;621.105;627.0;613.316;600.684;572.684;574.474;597.211;581.947;540.842;532.632;545.0;498.579;486.105;509.158;518.737;514.0;528.211;455.632;486.579;457.684;487.053;451.053;455.158;458.842;478.947
A;529.368;520.632;534.526;537.789;523.474;511.632;521.632;527.947;516.263;543.579;571.368;550.526;532.632;539.895;574.0;548.421;568.474;580.263;593.842;588.158;619.895;632.211;603.368;595.579;600.316;607.895;628.105;648.0;677.526;654.368;660.526;632.421;686.316;674.0;612.211;649.789;628.0;616.632;644.526;653.474;620.789;618.684;597.0;579.105;558.632;549.368;523.526;504.684;512.053;500.684;489.947;488.053;471.0;484.263;487.684;429.895;432.421;435.263;437.053;454.421;428.105;420.947
A;566.632;551.421;544.158;570.316;567.474;567.947;573.842;550.789;552.368;551.632;529.421;575.526;577.0;608.526;564.0;564.579;571.737;549.368;581.368;598.737;620.526;617.632;597.421;628.526;621.158;634.368;632.895;626.158;679.842;648.263;679.632;660.263;669.316;669.0;615.053;645.368;602.895;671.316;647.632;616.684;600.842;651.789;615.579;595.579;568.053;553.316;552.211;564.0;529.526;526.579;525.316;528.789;459.0;470.0;471.0;505.0;436.0;442.0;447.0;467.0;464.0;420.0
A;486.316;502.105;515.053;521.474;522.947;523.895;524.316;525.684;528.526;524.947;537.053;540.842;541.684;555.842;553.0;561.526;562.895;579.0;555.158;530.316;560.263;575.737;567.474;582.526;592.0;596.316;606.789;579.0;575.895;631.579;599.526;600.895;632.842;612.0;613.895;593.421;553.105;584.684;569.211;556.579;549.316;558.737;539.053;513.0;511.316;497.947;480.263;478.263;462.895;451.684;435.263;447.316;471.0;467.211;416.895;439.632;418.158;427.947;419.632;415.526;423.947;424.789
A;544.842;526.737;535.526;545.632;528.421;512.105;527.947;528.158;595.0;565.316;524.263;572.053;527.421;573.105;572.0;617.474;594.947;618.105;593.789;599.263;590.316;595.368;625.158;630.947;627.632;623.632;634.526;663.263;637.789;652.421;605.684;663.895;629.632;641.0;659.0;604.526;667.895;677.842;651.947;619.053;603.579;581.316;568.053;569.0;552.158;544.474;541.632;474.053;468.474;489.632;491.842;481.895;480.0;482.0;478.0;435.0;471.0;451.0;463.0;506.0;449.0;467.0
A;539.0;599.632;567.421;529.211;510.789;525.0;554.579;535.579;516.0;543.579;554.947;581.0;577.421;549.789;600.0;561.158;621.632;624.789;585.316;625.842;639.211;642.053;636.895;634.158;632.737;638.526;639.0;626.684;643.842;636.789;686.053;629.526;603.105;659.0;608.789;660.579;626.579;609.526;608.474;595.316;571.947;573.0;586.789;545.579;486.421;500.316;525.895;490.474;486.684;475.316;461.526;465.895;464.0;450.737;463.421;451.526;411.895;402.737;409.158;415.158;432.053;437.737
A;534.474;556.263;536.368;546.842;559.474;534.842;532.737;558.158;577.737;583.105;535.947;549.842;565.526;569.842;567.0;545.211;563.684;595.474;595.474;604.316;618.947;648.632;642.158;631.737;656.368;673.105;644.368;634.263;673.737;639.211;671.421;678.263;670.684;647.0;653.632;652.211;648.632;624.316;603.263;593.895;579.368;577.211;564.158;549.474;531.474;503.053;516.316;545.474;504.632;462.316;461.053;438.579;485.0;443.316;458.0;412.0;451.158;432.316;453.842;446.895;451.368;449.263
A;551.421;549.737;565.737;523.0;507.263;527.789;545.211;528.368;555.211;554.789;554.526;579.579;558.053;585.316;581.0;563.0;558.421;602.632;599.158;631.368;632.368;611.211;602.579;615.632;636.947;645.053;622.947;623.263;680.474;652.474;661.158;670.0;605.474;668.0;680.316;624.632;612.947;631.737;651.737;592.0;582.842;591.526;579.0;558.158;543.737;550.474;545.105;503.053;502.421;484.895;467.632;505.158;472.0;466.316;438.263;442.579;430.579;454.263;451.684;458.632;451.526;435.737
A;542.263;505.737;523.737;550.947;523.895;516.789;556.158;565.947;556.158;563.368;533.053;551.842;553.211;571.211;557.0;582.158;535.737;573.947;573.526;603.263;590.842;612.684;584.474;589.895;604.105;620.737;663.263;650.632;626.947;677.474;633.053;622.0;650.421;679.0;678.684;737.737;681.368;703.053;662.0;636.421;647.316;609.632;625.474;638.105;609.316;613.526;588.632;582.526;566.474;519.737;530.789;483.737;506.0;528.579;503.421;507.474;505.579;483.737;465.842;456.421;449.895;450.316
A;600.474;578.263;587.368;577.263;563.842;558.053;571.474;563.263;552.211;616.316;567.368;574.947;584.474;594.474;608.0;598.526;608.737;559.474;617.895;619.789;577.737;618.474;619.0;617.105;632.737;631.789;652.474;657.842;632.789;683.842;659.211;673.316;692.947;692.0;615.263;638.737;620.947;614.632;644.211;603.0;579.0;585.947;614.684;611.368;576.421;560.105;549.684;537.947;516.474;549.0;527.842;485.947;521.0;494.0;479.0;479.0;449.0;483.0;489.0;499.0;449.0;475.0
A;551.842;525.947;503.368;508.211;499.0;499.526;490.105;487.158;494.316;515.474;515.474;536.737;521.316;548.368;495.0;547.105;539.263;533.789;560.632;580.526;567.895;588.421;613.105;594.263;596.632;588.632;558.053;595.947;607.316;607.947;652.316;665.263;625.211;629.0;659.316;611.789;639.684;621.526;614.263;616.053;594.895;564.632;539.368;538.895;537.105;496.263;488.684;524.579;445.842;452.632;472.842;479.684;474.0;450.0;406.0;451.0;416.0;426.0;447.0;423.0;470.0;432.0
A;539.0;530.0;531.0;546.0;508.0;484.0;499.0;514.0;536.0;558.0;505.0;525.0;525.0;567.0;551.0;541.842;572.684;559.632;587.842;557.053;552.316;579.263;598.632;569.842;552.474;579.526;629.0;610.316;631.053;653.684;661.053;653.053;653.895;619.0;645.526;609.632;680.474;660.684;630.684;613.0;631.789;657.684;633.842;595.947;568.895;557.947;524.211;504.842;527.474;500.316;484.158;519.0;432.0;464.263;502.579;479.474;466.421;455.632;416.895;421.632;450.474;463.684
A;527.737;524.158;509.895;512.421;528.368;501.0;504.421;515.579;514.368;503.211;500.579;517.0;545.053;528.105;527.0;534.579;516.211;526.632;553.474;593.895;567.684;557.579;555.632;567.842;588.211;608.737;615.737;595.211;608.684;634.263;633.316;601.105;586.632;616.0;626.421;606.421;609.895;581.789;588.737;585.789;587.053;564.526;559.158;572.895;556.895;520.579;500.684;505.263;510.526;478.789;495.105;462.737;476.0;460.0;442.0;473.0;407.0;441.0;465.0;439.0;437.0;419.0
A;553.105;553.316;566.053;599.316;561.842;543.421;583.421;539.421;542.421;550.947;581.737;568.263;578.316;596.105;574.0;549.368;599.0;548.579;560.895;597.211;596.368;606.158;617.316;599.0;611.789;656.105;659.684;633.789;625.737;659.737;683.263;673.684;670.526;662.0;643.316;676.789;614.895;660.368;664.053;631.421;644.474;696.684;669.632;614.895;560.263;541.316;563.474;563.158;548.947;526.632;543.579;507.158;539.0;522.053;520.053;491.053;470.421;477.263;480.316;460.526;455.263;424.579
A;535.474;548.526;547.211;495.211;525.632;566.158;561.789;532.316;538.421;553.368;543.368;568.632;565.053;567.789;609.0;560.684;575.895;567.053;606.842;597.368;620.789;616.053;605.579;619.684;631.526;649.526;674.632;662.947;644.526;656.421;638.895;627.526;714.421;668.0;672.737;682.842;668.842;674.684;664.474;651.789;605.053;612.421;617.053;594.316;565.263;535.842;538.684;543.526;555.0;536.053;514.474;508.895;489.0;518.263;498.895;453.789;480.316;454.263;461.842;434.053;465.421;454.632
A;514.947;531.684;534.421;502.0;501.789;527.579;507.579;510.316;521.0;518.053;550.947;533.895;532.579;565.211;526.0;551.947;580.158;529.421;561.632;545.316;560.895;537.421;560.368;586.316;577.895;588.368;606.263;602.737;622.421;604.526;665.368;591.211;595.211;633.0;628.737;606.316;609.632;607.105;582.632;588.947;594.526;558.105;570.947;572.0;536.368;534.684;520.368;488.368;483.368;473.053;488.0;466.316;451.0;476.579;471.737;433.947;434.105;430.842;403.0;389.737;421.421;434.474
A;564.158;546.842;570.211;542.684;542.158;567.263;563.263;538.842;520.526;571.947;560.474;581.474;585.684;599.526;591.0;558.789;564.158;608.789;594.895;593.421;608.684;619.421;609.263;612.632;618.789;641.211;652.737;626.526;655.474;625.684;679.526;681.947;590.789;641.0;660.895;656.632;632.421;628.789;620.895;622.105;606.316;612.211;598.737;568.421;546.105;548.0;565.053;514.263;488.895;495.684;495.053;504.158;507.0;476.684;457.105;459.211;465.526;475.842;476.263;463.0;457.158;458.0
A;539.421;534.789;525.368;526.632;521.579;557.895;560.895;554.579;562.105;564.105;539.895;522.211;565.632;579.526;547.0;555.0;553.316;537.263;536.421;570.895;590.684;595.368;566.316;579.263;593.474;617.053;618.526;664.316;646.0;616.789;637.421;617.842;620.684;644.0;659.579;701.474;659.526;643.947;643.421;629.316;643.579;611.368;603.316;574.368;588.211;585.474;554.421;530.0;519.474;505.368;530.737;485.684;488.0;506.263;491.842;480.105;468.737;466.632;461.684;437.579;441.158;444.737
A;533.895;520.737;526.0;538.0;502.158;535.316;571.474;546.842;522.789;545.526;556.579;556.158;543.474;560.947;535.0;568.316;598.947;514.316;562.316;561.526;583.947;593.105;584.684;615.895;627.474;607.263;599.684;610.368;619.211;666.579;636.053;616.368;642.474;659.0;630.211;633.368;622.316;604.211;636.053;615.632;645.316;610.158;598.842;583.579;563.211;543.0;563.211;535.526;522.368;512.895;516.368;531.211;496.0;478.0;461.0;454.0;499.0;439.0;454.0;460.0;466.0;453.0
A;518.737;512.316;502.211;511.895;523.789;528.526;540.0;507.579;516.158;528.789;530.368;503.211;495.316;563.211;537.0;528.579;567.105;505.842;532.368;517.105;527.737;547.211;556.684;554.158;548.368;551.474;553.789;579.105;607.0;605.684;609.053;578.684;616.684;601.0;607.211;642.579;616.211;666.947;617.474;604.0;644.684;603.842;586.053;544.474;538.737;548.0;537.053;519.474;527.632;509.947;480.053;501.632;502.0;443.789;442.842;472.526;489.158;436.789;435.421;428.526;395.684;411.947
A;560.0;543.316;526.579;541.947;562.895;559.579;546.316;553.579;580.105;591.211;558.053;556.947;606.947;580.053;563.0;545.0;564.158;575.895;598.421;628.684;578.263;565.421;570.263;583.947;629.211;635.421;628.053;648.263;639.0;656.105;638.421;670.684;679.737;708.0;687.789;645.789;633.789;667.474;653.263;636.526;642.263;651.947;630.211;600.737;580.895;584.895;562.737;527.684;549.0;529.211;498.947;515.895;474.0;506.0;478.0;469.0;478.0;433.0;478.0;470.0;443.0;476.0
A;500.947;488.579;478.789;508.158;510.368;491.421;515.316;531.632;507.0;507.0;519.421;557.632;518.684;564.789;525.0;554.368;534.526;545.474;536.947;526.632;584.211;564.632;555.526;563.737;565.632;588.579;610.368;601.211;586.053;605.737;616.474;619.632;623.053;588.0;578.526;580.684;604.579;598.737;561.368;520.263;508.895;509.421;514.263;514.263;500.158;469.579;448.105;475.0;479.105;438.684;426.474;470.474;425.0;465.737;420.579;427.632;433.947;412.158;432.737;410.0;402.316;408.842
A;493.789;496.526;525.421;532.368;520.053;500.053;523.316;519.105;511.0;511.0;503.895;505.368;521.211;547.632;509.0;487.737;501.211;504.421;514.316;525.895;545.368;563.737;559.737;555.263;538.421;556.684;571.0;588.789;566.789;587.579;590.947;632.947;595.368;625.0;622.947;652.421;603.105;593.211;600.842;618.421;615.368;575.579;527.579;544.421;557.211;532.579;542.0;571.684;544.842;493.895;503.895;506.947;451.0;456.211;475.684;456.0;448.211;412.158;398.053;409.0;407.316;418.263
A;545.105;531.632;528.474;548.053;565.421;541.211;547.211;561.105;576.263;579.632;567.526;560.789;590.421;558.947;596.0;578.947;568.158;597.316;633.0;606.368;572.789;592.053;609.579;621.579;623.0;623.947;645.632;651.0;654.053;689.526;656.211;672.526;707.789;650.0;651.474;701.789;604.789;640.158;644.368;659.0;630.158;605.947;606.211;629.895;617.947;585.316;558.053;563.947;519.474;515.263;499.105;497.947;497.0;484.684;457.158;481.789;458.579;456.158;461.421;471.842;453.263;428.632
A;593.789;562.632;553.579;566.842;557.211;551.421;570.895;551.526;560.211;587.684;578.211;568.947;552.789;591.737;593.0;589.211;607.789;605.789;579.737;606.895;633.368;648.211;646.053;624.158;645.947;655.421;625.263;649.263;654.368;659.737;656.105;659.368;639.474;684.0;609.0;636.0;658.0;640.0;677.0;659.0;658.0;643.0;604.0;570.0;533.0;554.0;542.0;554.0;546.0;545.0;519.0;514.0;475.0;508.158;450.947;469.263;453.474;433.263;430.053;451.211;424.789;438.053
A;556.579;518.263;492.053;515.211;538.684;561.895;573.474;552.737;548.0;552.316;539.368;577.737;553.211;540.632;588.0;530.211;581.579;566.947;555.105;585.421;579.895;584.0;602.579;625.737;634.263;615.526;615.789;654.632;656.632;627.684;646.947;638.947;662.263;631.0;632.895;646.421;616.0;576.842;567.263;569.053;604.105;610.105;550.0;517.789;524.421;529.474;542.737;522.684;537.947;504.947;504.737;460.526;470.0;462.421;436.947;449.158;418.053;448.789;451.368;443.474;443.158;424.0
A;555.316;519.105;536.684;536.053;564.158;568.368;553.895;529.474;554.0;589.579;545.105;541.947;558.316;556.211;581.0;601.895;548.0;575.421;617.947;577.684;595.053;591.053;618.842;634.789;643.211;661.474;663.789;669.263;688.737;653.737;666.579;650.421;668.842;627.0;656.211;678.0;676.263;671.0;677.842;655.947;635.895;603.053;612.368;620.789;630.053;616.579;572.789;551.842;536.579;583.526;535.737;528.053;533.0;486.737;502.421;512.263;452.263;445.421;449.632;449.053;470.947;471.211
A;552.105;564.789;584.684;589.211;577.632;574.789;579.842;565.895;553.263;565.947;540.368;610.947;597.789;579.737;593.0;546.579;589.632;632.053;609.0;616.474;615.158;596.211;614.789;644.474;660.105;646.947;623.895;644.421;664.368;658.895;659.684;628.947;652.842;632.0;606.579;653.105;653.211;647.947;630.579;592.053;583.737;565.421;582.0;613.053;581.579;528.947;541.421;536.579;492.895;515.842;519.316;477.316;479.0;490.368;450.737;467.053;471.0;426.053;425.737;423.526;435.368;447.474
A;555.632;564.842;546.526;547.316;558.053;543.368;510.0;504.579;521.947;513.526;558.895;564.895;560.684;574.474;565.0;547.0;530.895;548.579;560.579;581.105;584.579;563.737;601.211;629.842;644.053;635.158;641.263;616.842;630.737;666.263;657.842;638.895;652.158;667.0;681.947;645.316;649.579;662.0;659.368;610.316;611.0;599.632;598.684;604.474;594.421;553.579;529.316;502.474;496.947;487.895;504.789;479.526;486.0;455.684;432.526;457.789;474.842;471.368;461.474;440.316;461.263;456.632
A;525.158;510.368;515.737;524.895;517.0;518.895;531.0;528.053;529.316;530.895;513.0;573.316;574.684;571.789;568.0;549.053;532.789;524.263;534.842;535.053;581.895;580.0;567.158;606.421;609.263;579.053;597.789;631.579;648.632;619.053;638.0;639.895;654.158;621.0;603.947;615.526;617.0;639.895;630.526;588.737;596.0;587.421;558.368;562.632;560.211;529.684;519.579;521.579;537.579;477.421;486.263;494.895;457.0;509.105;486.579;435.632;454.789;450.579;438.158;433.474;449.895;467.579
A;565.737;555.474;568.737;565.789;562.421;576.158;572.053;557.0;557.0;551.211;547.211;588.105;567.158;612.263;635.0;632.158;655.263;674.842;621.158;623.684;634.789;631.316;636.684;651.421;653.316;652.895;656.947;644.632;645.632;684.158;694.105;682.211;664.947;628.0;643.158;618.947;619.368;616.842;574.737;567.526;567.211;591.632;558.368;531.842;537.737;508.842;495.895;487.526;489.0;483.158;455.895;488.789;485.0;437.632;426.947;501.789;468.632;472.947;463.947;469.632;482.789;480.158
A;558.737;557.368;533.526;530.789;571.947;593.0;613.632;565.421;557.105;598.895;584.158;598.053;591.263;573.895;595.0;595.0;593.211;586.263;593.684;626.947;661.947;616.158;618.316;636.105;652.211;670.421;673.632;691.0;685.105;701.842;684.789;660.579;693.316;735.0;674.263;643.947;657.684;683.368;670.474;670.684;641.421;623.526;621.579;608.947;599.526;576.368;569.368;559.053;530.105;502.105;527.526;478.895;493.0;523.316;487.421;521.737;509.263;476.0;477.632;461.526;473.895;477.789
A;504.0;491.0;529.0;555.0;549.0;585.0;581.0;530.0;528.0;524.0;521.0;534.0;533.0;561.0;555.0;506.158;565.211;587.316;608.368;604.947;563.158;579.947;601.211;597.053;601.789;642.632;638.632;607.211;608.579;610.421;578.0;643.579;621.684;630.0;607.263;592.579;594.368;569.737;582.895;592.053;553.211;544.474;549.211;531.211;526.263;539.368;524.211;479.737;464.684;510.0;478.211;479.842;477.0;446.684;444.105;422.947;443.474;450.737;401.053;405.789;437.053;458.526
A;531.526;491.526;512.053;505.316;495.632;516.474;537.526;529.526;521.632;577.474;552.632;567.789;560.737;600.474;591.0;603.316;580.737;587.263;612.684;621.211;641.842;622.579;648.263;642.684;619.474;630.421;619.211;619.842;648.158;614.474;659.632;630.684;628.947;646.0;659.263;592.0;632.842;619.895;616.211;584.158;584.158;567.526;542.684;549.316;539.0;515.579;518.105;490.368;493.211;472.211;440.842;480.0;444.0;453.474;420.895;445.632;447.842;423.421;428.0;427.684;447.737;462.895
A;567.421;542.579;545.0;524.789;535.211;538.368;567.263;571.684;545.947;553.737;549.526;552.053;569.105;561.526;556.0;562.632;586.263;586.474;553.632;584.789;604.474;616.474;650.947;642.526;631.158;657.684;669.895;654.421;638.684;676.789;678.526;686.737;643.684;674.0;672.789;654.789;680.684;640.263;620.526;640.421;637.474;620.632;632.684;621.632;586.316;576.421;555.053;544.737;539.474;532.947;550.789;505.632;489.0;492.0;473.0;496.0;513.0;485.0;466.0;483.0;416.0;474.0
A;530.053;528.053;517.316;525.579;521.895;541.316;564.474;535.263;521.053;548.684;556.895;552.947;571.474;550.421;558.0;526.737;566.158;569.316;610.842;568.947;547.947;556.474;582.842;612.211;612.211;619.895;643.368;620.632;593.632;589.737;606.158;638.053;630.211;634.0;563.895;612.789;602.158;584.0;587.368;587.263;596.105;577.684;564.211;539.579;523.579;542.789;545.947;553.895;540.737;553.368;481.789;443.789;404.0;459.895;477.316;463.0;416.579;424.895;418.316;413.895;402.842;417.158
A;530.947;506.105;506.684;531.526;560.0;562.105;510.053;551.947;563.474;572.421;511.105;501.421;533.421;614.684;540.0;555.211;557.737;550.632;572.316;592.842;613.368;583.421;584.895;590.158;597.0;612.368;615.737;620.474;605.316;600.579;659.947;599.421;626.053;611.0;609.105;660.0;607.053;610.211;600.0;592.947;572.421;544.211;542.526;561.474;550.947;519.789;510.0;495.684;487.789;469.947;454.053;414.526;460.0;429.684;485.263;449.895;442.789;432.684;433.105;436.263;459.579;454.421
