model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;0.874265;0.717087;0.157177;0.875;0.71875;0.15625;0.283799;Ca ka
svm;SMX;2;zero;0.874265;0.685653;0.188612;0.875;0.6875;0.1875;0.281131;"Ca ka; Ti ka"
svm;SMX;3;zero;0.874265;0.702344;0.171921;0.875;0.71875;0.15625;0.314708;"Ca ka; Ti ka; Fe ka"
svm;SMX;4;zero;0.874265;0.649432;0.224832;0.875;0.6875;0.1875;0.329218;"Ca ka; Ti ka; Fe ka; Si"
svm;SMX;5;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.361779;"Ca ka; Ti ka; Fe ka; Si; Mn"
svm;SMX;6;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.366417;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb"
svm;SMX;7;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.368329;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb"
svm;SMX;8;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.398333;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb"
svm;SMX;9;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.402287;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al"
svm;SMX;10;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.398594;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P"
svm;SMX;11;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.396849;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S"
svm;SMX;12;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.397546;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu"
svm;SMX;13;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.398518;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr"
svm;SMX;14;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.400589;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K"
svm;SMX;15;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.402951;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe"
svm;SMX;16;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.403093;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe; background1"
svm;SMX;17;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.403859;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe; background1; Rh L + Ar"
svm;SMX;18;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.403074;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe; background1; Rh L + Ar; background2"
svm;SMX;19;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.403392;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe; background1; Rh L + Ar; background2; background3"
svm;SMX;20;zero;0.874265;0.350838;0.523427;0.875;0.515625;0.359375;0.403207;"Ca ka; Ti ka; Fe ka; Si; Mn; Fe kb; Ti kb; Ca kb; Al; P; S; Cu; Cr; K; sum Fe; background1; Rh L + Ar; background2; background3; Fe ka + Ti ka"
svm;SHAP;1;zero;0.874265;0.717087;0.157177;0.875;0.71875;0.15625;0.283799;Ca ka
svm;SHAP;2;zero;0.874265;0.649432;0.224832;0.875;0.6875;0.1875;0.324223;"Ca ka; Fe ka"
