energy;Reg_coef;Abs_Reg_coef;Zone
5.9;-0.04893111657181798;0.04893111657181798;Mn
5.92;-0.04664993060024304;0.04664993060024304;Mn
1.74;-0.045865347637910864;0.045865347637910864;Si
5.94;-0.04339615652053619;0.04339615652053619;Mn
5.86;-0.042811378345261844;0.042811378345261844;Mn
5.88;-0.042297577425485094;0.042297577425485094;Mn
1.7;-0.039384986782252746;0.039384986782252746;Si
1.76;-0.03897114160040338;0.03897114160040338;Si
1.78;-0.03851812158730207;0.03851812158730207;Si
5.84;-0.036763977352847255;0.036763977352847255;Mn
1.72;-0.03627643865031927;0.03627643865031927;Si
3.7;-0.03391660641060843;0.03391660641060843;Ca ka
5.96;-0.03347274199697021;0.03347274199697021;Mn
3.72;-0.03339085411590427;0.03339085411590427;Ca ka
1.8;-0.03233427875324845;0.03233427875324845;Si
3.68;-0.03162884196265267;0.03162884196265267;Ca ka
1.82;-0.029482746952907903;0.029482746952907903;Si
5.98;-0.02935782793697969;0.02935782793697969;Mn
3.66;-0.028508721310460436;0.028508721310460436;Ca ka
3.64;-0.027154703821145747;0.027154703821145747;Ca ka
1.68;-0.025478202023131936;0.025478202023131936;Si
3.74;-0.023476700206325085;0.023476700206325085;Ca ka
4.46;0.02262939010629806;0.02262939010629806;Ti ka
3.62;-0.02234679582733013;0.02234679582733013;Ca ka
5.82;-0.0220887442323909;0.0220887442323909;Mn
1.84;-0.021039401245470477;0.021039401245470477;Si
3.76;-0.020955558265478753;0.020955558265478753;Ca ka
4.44;0.02006553506931122;0.02006553506931122;Ti ka
1.66;-0.019857159395647566;0.019857159395647566;Si
6;-0.019054523204079004;0.019054523204079004;Mn
4.48;0.017845045942854493;0.017845045942854493;Ti ka
1.64;-0.01694310136209453;0.01694310136209453;Si
6.42;0.01613334206889956;0.01613334206889956;Fe ka
4.58;-0.015996403394588;0.015996403394588;Ti ka
4.64;-0.014830720047606528;0.014830720047606528;Ti ka
6.4;0.013913473995966121;0.013913473995966121;Fe ka
6.44;0.01370458981454969;0.01370458981454969;Fe ka
4.6;-0.01363152592568257;0.01363152592568257;Ti ka
