LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;0.8175675675675675;0.8450704225352113;0.7922077922077922;"[[61 16]
 [11 60]]";0.7094594594594594;0.7464788732394366;0.6753246753246753;"[[52 25]
 [18 53]]";0.734375;0.8064516129032258;0.6666666666666666;"[[22 11]
 [ 6 25]]";24.793490697846675;18.68555716427719;24.793490697846675;18.68555716427719
2;0.8581081081081081;0.9154929577464789;0.8051948051948052;"[[62 15]
 [ 6 65]]";0.7905405405405406;0.8591549295774648;0.7272727272727273;"[[56 21]
 [10 61]]";0.859375;0.967741935483871;0.7575757575757576;"[[25  8]
 [ 1 30]]";47.40088835153577;21.033003042104536;22.607397653689095;2.3474458778273473
3;0.8513513513513513;0.9154929577464789;0.7922077922077922;"[[61 16]
 [ 6 65]]";0.7905405405405406;0.8450704225352113;0.7402597402597403;"[[57 20]
 [11 60]]";0.828125;0.967741935483871;0.696969696969697;"[[23 10]
 [ 1 30]]";73.26737544895693;21.88941679582091;25.866487097421157;0.8564137537163745
4;0.8783783783783784;0.8873239436619719;0.8701298701298701;"[[67 10]
 [ 8 63]]";0.7702702702702703;0.7887323943661971;0.7532467532467533;"[[58 19]
 [15 56]]";0.84375;0.9032258064516129;0.7878787878787878;"[[26  7]
 [ 3 28]]";79.0928650373605;24.45257422455794;5.8254895884035705;2.5631574287370285
