energy;VIP_Score;Zone
3.7;6.954379656068791;Ca ka
3.68;6.754641637326563;Ca ka
3.72;6.593372136432692;Ca ka
3.66;5.891831418515035;Ca ka
3.74;5.533937760385607;Ca ka
3.64;4.739625988522891;Ca ka
6.44;4.632251569787674;Fe ka
6.46;4.5649646785477636;Fe ka
6.42;4.51330907701059;Fe ka
6.48;4.340900281606234;Fe ka
6.4;4.261961281545675;Fe ka
3.76;4.219043604692442;Ca ka
6.5;3.844070714280173;Fe ka
6.38;3.756193381978526;Fe ka
6.36;3.4482506273998705;Fe ka
3.62;3.41079007809756;Ca ka
6.52;3.209947924047186;Fe ka
6.34;2.9551301177423492;Fe ka
3.78;2.7784372780436115;Ca ka
6.54;2.5088843554206295;Fe ka
6.32;2.461852460371283;Fe ka
3.6;2.1075043384936722;Ca ka
6.3;2.026517651686898;Fe ka
5.9;1.9859529693298825;Mn
5.92;1.9007637302471525;Mn
6.56;1.8448425955502403;Fe ka
1.74;1.8230475029537327;Si
5.86;1.7740401848469431;Mn
5.94;1.755732149242269;Mn
5.88;1.752584014956972;Mn
7.12;1.6976949079019712;Fe kb
7.08;1.688297700674732;Fe kb
7.1;1.6426630970451037;Fe kb
3.8;1.6318953194116517;Ca ka
4.02;1.5934097184407356;Ca kb
1.76;1.5732048884776437;Si
1.78;1.5679288095226462;Si
7.14;1.5661178549339803;Fe kb
1.7;1.5653388688809013;Si
4;1.564092791997977;Ca kb
4.5;1.5627791993710731;Ti ka
4.54;1.5590529596093363;Ti ka
4.52;1.5452129784472985;Ti ka
7.06;1.5278561663506252;Fe kb
7.04;1.5090780413328015;Fe kb
6.28;1.5066653877535388;Fe ka
4.56;1.5043929813230477;Ti ka
4.48;1.5023581032036366;Ti ka
1.72;1.4725702313051163;Si
7.02;1.4716445231687527;Fe kb
5.84;1.4384263006450486;Mn
4.04;1.4322823594327432;Ca kb
4.58;1.4115050206340751;Ti ka
4.46;1.4027154467418517;Ti ka
7.16;1.3798080370726575;Fe kb
5.96;1.3492478488986202;Mn
6.58;1.3265709834150907;Fe ka
1.8;1.3103733636832493;Si
3.98;1.2499992934775732;Ca kb
6.26;1.243307375488418;Fe ka
7.18;1.1983671205030015;Fe kb
1.82;1.1959416312532434;Si
4.06;1.1882525175433027;Ca kb
7;1.180540302286642;Fe kb
5.98;1.152798030409365;Mn
4.44;1.1422313344547674;Ti ka
4.6;1.1264458848556549;Ti ka
3.58;1.047014962393316;Ca ka
6.98;1.0402485171920144;Fe kb
1.68;1.0309856308829823;Si
1.48;1.0227038261574004;Al
1.46;0.9653257984068735;Al
7.2;0.9369785553152044;Fe kb
3.3;0.9356565524460123;K
3.96;0.934445358625602;Ca kb
5.82;0.9311047071220058;Mn
1.84;0.864374113874996;Si
3.32;0.8526982544043292;K
4.08;0.8480988308827487;Ca kb
3.28;0.8479081812982723;K
3.34;0.8292356285078492;K
3.36;0.8257489228626782;K
1.5;0.8247582266359063;Al
4.62;0.8232524626916875;Ti ka
6.96;0.8185504791479481;Fe kb
1.66;0.8128769637998446;Si
4.42;0.7922207822227638;Ti ka
3.82;0.7857171385435926;Ca ka
6.6;0.7514380020888265;Fe ka
12.84;0.732894787854585;sum Fe
4.64;0.7286799233120342;Ti ka
6;0.7248280663503348;Mn
6.94;0.7205830020251052;Fe kb
1.44;0.7032162946812044;Al
6.24;0.7026329878625537;Fe ka
1.52;0.6702940211857918;Al
12.8;0.6578719700566916;sum Fe
1.54;0.6552691872380682;Al
7.22;0.6520818379347291;Fe kb
1.64;0.645025178873286;Si
4.4;0.6166559057480544;Ti ka
3.94;0.5959118421086814;Ca kb
3.26;0.5801678854379686;K
2.02;0.5591289983381698;P
1.86;0.5440755235825842;P
4.92;0.5431106563717323;Ti kb
12.82;0.5404654063808408;sum Fe
6.9;0.5328404636926978;Fe kb
5.02;0.5300903967977472;Ti kb
4.96;0.5210262964415644;Ti kb
4.94;0.518441680867686;Ti kb
12.86;0.5172579450787045;sum Fe
3.56;0.5150491537676232;Ca ka
4.98;0.5138935782558318;Ti kb
4.9;0.5133495344231956;Ti kb
3.38;0.5118547379826979;K
5.8;0.5034376181539963;Mn
6.92;0.5030226663444893;Fe kb
7.24;0.47902651974970356;Fe kb
4.1;0.4708723835253338;Ca kb
12.76;0.46708856963979994;sum Fe
2;0.4663954041010609;P
4.88;0.4613386934024137;Ti kb
12.78;0.44145441392466056;sum Fe
6.22;0.43691234121351785;Fe ka
5;0.43606190240640497;Ti kb
12.9;0.43543848557416426;sum Fe
1.42;0.4352519375607559;Al
4.86;0.4334678674347654;Ti kb
6.62;0.43108145417618254;Fe ka
3.4;0.42573199859315225;K
1.94;0.42105156174689345;P
5.22;0.41996959047817833;Cr
12.74;0.415019034663107;sum Fe
2.28;0.41341778452973277;S
1.98;0.41266828377260406;P
4.38;0.4033459114005435;Ti ka
3.92;0.3980674664547955;Ca kb
5.48;0.3974684347552399;Cr
1.96;0.39349037339227827;P
12.92;0.39330162886544107;sum Fe
1.92;0.3926783851287003;P
3.24;0.3875158015309656;K
6.02;0.3867533342076852;Mn
12.88;0.3865959314127302;sum Fe
1.56;0.3831770144278526;Al
9.38;0.38053123573853315;background2
2.32;0.37858246874707857;S
2.62;0.37615681228357134;Rh L + Ar
2.04;0.3692875109735386;P
5.46;0.3684164401562586;Cr
2.26;0.3618247569134321;S
4.7;0.3566361754662044;Ti ka
3.06;0.3532654031353555;Rh L + Ar
4.84;0.3531603744657737;Ti kb
6.88;0.34013622002756067;Fe kb
12.4;0.33984662764614837;background3
5.4;0.3327124923304903;Cr
3.84;0.3281715769265415;Ca kb
5.36;0.32799056051635284;Cr
6.14;0.32789284102814925;Fe ka
5.44;0.3276907167432829;Cr
12.16;0.32702786688169666;background3
1.4;0.32599384496258943;Al
3.2;0.324766495438946;Rh L + Ar
5.42;0.3234366712936639;Cr
5.78;0.3207899144594993;Mn
12.72;0.31998854035627267;sum Fe
9.84;0.318214885466981;background2
9.34;0.3167409594980685;background2
4.82;0.3148518054414421;Ti kb
5.3;0.3147726980683473;Cr
8.04;0.31446343454204134;Cu
1.9;0.31222376743988334;P
6.66;0.31172740130182897;Fe ka
1.62;0.30416501113514804;Al
11.64;0.3011763171422593;background3
