A;11.0;14.0;20.0;22.0;13.0;23.0;19.0;7.0;11.0;10.0;7.0;10.0;9.0
A;10.0;9.0;2.0;11.0;9.0;5.0;4.0;8.0;8.0;5.0;8.0;3.0;10.0
A;18.0;15.0;22.0;33.0;33.0;21.0;24.0;18.0;15.0;9.0;11.0;6.0;5.0
A;7.0;14.0;17.0;14.0;11.0;23.0;13.0;10.0;16.0;12.0;7.0;9.0;9.0
A;10.0;10.0;12.0;9.0;7.0;9.0;8.0;8.0;10.0;5.0;8.0;8.0;8.0
A;11.0;5.0;9.0;11.0;9.0;13.0;11.0;8.0;11.0;7.0;9.0;13.0;8.0
A;8.0;7.0;9.0;7.0;10.0;6.0;9.0;8.0;6.0;11.0;8.0;11.0;4.0
A;17.0;22.0;23.0;30.0;30.0;24.0;22.0;20.0;8.0;6.0;8.0;9.0;12.0
A;9.0;18.0;21.0;28.0;17.0;19.0;15.0;11.0;16.0;10.0;11.0;14.0;7.0
A;8.0;16.0;15.0;14.0;9.0;10.0;15.0;12.0;11.0;8.0;9.0;10.0;6.0
A;14.0;12.0;15.0;20.0;22.0;18.0;22.0;11.0;10.0;6.0;6.0;9.0;5.0
A;6.0;7.0;7.0;11.0;9.0;4.0;8.0;11.0;8.0;9.0;10.0;11.0;10.0
A;12.0;8.0;10.0;17.0;12.0;11.0;19.0;13.0;10.0;10.0;5.0;9.0;7.0
A;9.0;8.0;12.0;7.0;11.0;7.0;9.0;6.0;5.0;11.0;8.0;9.0;11.0
A;9.0;10.0;6.0;11.0;8.0;13.0;8.0;8.0;4.0;3.0;4.0;8.0;8.0
A;5.0;11.0;10.0;12.0;4.0;11.0;6.0;6.0;5.0;10.0;6.0;7.0;8.0
A;10.0;10.0;12.0;7.0;5.0;8.0;11.0;9.0;6.0;8.0;8.0;5.0;6.0
A;7.0;5.0;5.0;6.0;9.0;17.0;6.0;13.0;7.0;10.0;9.0;10.0;5.0
A;9.0;18.0;14.0;24.0;23.0;15.0;18.0;11.0;14.0;6.0;15.0;10.0;6.0
A;7.0;7.0;25.0;22.0;17.0;9.0;18.0;19.0;10.0;7.0;13.0;8.0;9.0
A;12.0;18.0;12.0;22.0;20.0;14.0;19.0;17.0;7.0;20.0;8.0;4.0;10.0
A;10.0;9.0;6.0;14.0;11.0;7.0;7.0;9.0;4.0;3.0;8.0;10.0;6.0
A;5.0;4.0;9.0;6.0;8.0;3.0;11.0;9.0;12.0;2.0;11.0;5.0;8.0
A;9.0;17.0;10.0;16.0;18.0;8.0;13.0;12.0;5.0;8.0;8.0;12.0;6.0
A;11.0;19.0;21.0;14.0;19.0;23.0;16.0;16.0;11.0;8.0;4.0;2.0;7.0
A;12.0;18.0;11.0;19.0;31.0;23.0;10.0;7.0;8.0;10.0;9.0;6.0;5.0
A;7.0;8.0;9.0;9.0;7.0;6.0;13.0;5.0;9.0;7.0;9.0;10.0;5.0
A;14.0;11.0;28.0;29.0;27.0;23.0;17.0;12.0;19.0;7.0;9.0;7.0;9.0
A;8.0;9.0;8.0;12.0;7.0;9.0;7.0;13.0;8.0;3.0;6.0;10.0;10.0
A;9.0;19.0;7.0;12.0;8.0;7.0;3.0;6.0;12.0;8.0;7.0;8.0;8.0
A;8.0;8.0;11.0;8.0;7.0;7.0;9.0;6.0;8.0;7.0;8.0;11.0;13.0
A;13.0;12.0;23.0;22.0;26.0;21.0;21.0;22.0;13.0;13.0;9.0;5.0;7.0
A;14.0;10.0;18.0;14.0;20.0;17.0;17.0;8.0;9.0;13.0;9.0;2.0;6.0
A;13.0;9.0;16.0;18.0;15.0;26.0;19.0;21.0;9.0;17.0;3.0;7.0;10.0
A;9.0;5.0;4.0;8.0;6.0;10.0;7.0;5.0;11.0;9.0;6.0;6.0;8.0
A;22.0;15.0;24.0;26.0;35.0;29.0;20.0;8.0;12.0;6.0;7.0;9.0;10.0
A;11.0;6.0;5.0;8.0;1.0;5.0;8.0;12.0;7.0;6.0;14.0;9.0;6.0
A;12.0;15.0;24.0;30.0;31.0;28.0;24.0;17.0;10.0;8.0;9.0;6.0;6.0
A;7.0;6.0;17.0;17.0;10.0;19.0;26.0;16.0;8.0;9.0;17.0;7.0;8.0
A;11.0;14.0;12.0;10.0;8.0;13.0;15.0;11.0;7.0;10.0;5.0;5.0;8.0
A;5.0;8.0;25.0;30.0;20.0;27.0;24.0;15.0;7.0;7.0;11.0;7.0;9.0
A;6.0;5.0;4.0;7.0;6.0;10.0;12.0;11.0;7.0;15.0;2.0;6.0;12.0
A;8.0;16.0;15.0;14.0;16.0;22.0;13.0;9.0;11.0;9.0;9.0;6.0;6.0
A;7.0;6.0;8.0;9.0;9.0;9.0;4.0;4.0;8.0;9.0;9.0;10.0;8.0
A;10.0;7.0;7.0;14.0;6.0;9.0;8.0;12.0;10.0;5.0;7.0;6.0;11.0
A;16.0;3.0;4.0;10.0;8.0;8.0;6.0;4.0;9.0;8.0;4.0;7.0;7.0
A;13.0;7.0;16.0;23.0;16.0;14.0;17.0;13.0;12.0;11.0;7.0;5.0;10.0
A;8.0;18.0;20.0;17.0;24.0;18.0;16.0;18.0;12.0;6.0;9.0;10.0;6.0
A;9.0;11.0;10.0;19.0;23.0;15.0;17.0;10.0;11.0;6.0;6.0;13.0;9.0
A;14.0;8.0;8.0;6.0;9.0;7.0;10.0;4.0;10.0;13.0;7.0;9.0;7.0
A;9.0;10.0;19.0;19.0;29.0;19.0;14.0;14.0;13.0;7.0;5.0;5.0;10.0
A;15.0;22.0;27.0;22.0;17.0;19.0;14.0;15.0;19.0;11.0;6.0;9.0;8.0
A;9.0;10.0;8.0;8.0;6.0;10.0;3.0;9.0;7.0;5.0;5.0;9.0;9.0
A;10.0;14.0;11.0;14.0;19.0;29.0;16.0;16.0;8.0;11.0;6.0;7.0;11.0
A;9.0;9.0;7.0;12.0;8.0;3.0;6.0;10.0;7.0;7.0;7.0;9.0;7.0
A;10.0;14.0;19.0;18.0;14.0;12.0;12.0;14.0;6.0;11.0;9.0;12.0;8.0
A;18.0;9.0;19.0;21.0;22.0;20.0;28.0;20.0;5.0;9.0;4.0;9.0;6.0
A;6.0;8.0;12.0;10.0;13.0;13.0;15.0;7.0;7.0;4.0;11.0;7.0;9.0
A;9.0;13.0;7.0;4.0;12.0;12.0;12.0;10.0;4.0;7.0;6.0;11.0;5.0
A;12.0;5.0;12.0;10.0;10.0;8.0;12.0;9.0;9.0;9.0;9.0;9.0;8.0
A;20.0;12.0;21.0;22.0;23.0;23.0;11.0;13.0;14.0;11.0;9.0;8.0;8.0
A;11.0;16.0;14.0;13.0;12.0;8.0;15.0;8.0;13.0;11.0;4.0;11.0;10.0
A;13.0;20.0;18.0;16.0;22.0;22.0;22.0;13.0;7.0;7.0;7.0;14.0;11.0
A;12.0;4.0;9.0;9.0;8.0;12.0;7.0;10.0;6.0;5.0;5.0;5.0;7.0
A;8.0;14.0;13.0;10.0;17.0;16.0;13.0;13.0;11.0;10.0;7.0;12.0;12.0
A;7.0;10.0;10.0;13.0;22.0;18.0;23.0;11.0;10.0;10.0;7.0;5.0;9.0
A;9.0;5.0;6.0;7.0;6.0;8.0;6.0;6.0;7.0;8.0;10.0;6.0;10.0
A;8.0;9.0;6.0;10.0;12.0;10.0;16.0;10.0;12.0;4.0;9.0;4.0;13.0
A;10.0;9.0;10.0;5.0;3.0;7.0;7.0;8.0;8.0;6.0;9.0;7.0;4.0
A;11.0;9.0;6.0;8.0;8.0;8.0;5.0;10.0;6.0;8.0;12.0;7.0;11.0
A;11.0;4.0;12.0;12.0;10.0;7.0;19.0;3.0;6.0;5.0;10.0;7.0;5.0
A;1.0;9.0;7.0;3.0;8.0;8.0;12.0;5.0;5.0;13.0;10.0;9.0;8.0
A;7.0;8.0;7.0;7.0;6.0;7.0;6.0;7.0;4.0;6.0;9.0;8.0;7.0
A;8.0;4.0;9.0;8.0;10.0;7.0;13.0;5.0;8.0;4.0;9.0;10.0;7.0
A;11.0;10.0;15.0;14.0;18.0;23.0;12.0;11.0;16.0;9.0;7.0;4.0;6.0
A;9.0;11.0;15.0;24.0;24.0;16.0;17.0;23.0;8.0;9.0;15.0;10.0;10.0
A;12.0;14.0;15.0;25.0;30.0;26.0;21.0;5.0;20.0;18.0;6.0;13.0;7.0
A;8.0;3.0;2.0;7.0;8.0;3.0;7.0;8.0;9.0;12.0;11.0;12.0;7.0
A;4.0;10.0;8.0;11.0;9.0;11.0;11.0;10.0;13.0;7.0;6.0;9.0;8.0
A;4.0;10.0;2.0;5.0;10.0;8.0;4.0;5.0;6.0;13.0;11.0;6.0;6.0
A;8.0;9.0;14.0;19.0;26.0;17.0;12.0;10.0;10.0;8.0;10.0;7.0;10.0
A;4.0;15.0;22.0;17.0;17.0;13.0;19.0;15.0;5.0;7.0;8.0;7.0;14.0
A;7.0;7.0;10.0;9.0;5.0;6.0;4.0;7.0;5.0;2.0;9.0;11.0;5.0
A;10.0;14.0;21.0;26.0;33.0;27.0;30.0;19.0;15.0;8.0;7.0;4.0;8.0
A;11.0;3.0;9.0;5.0;12.0;10.0;8.0;8.0;7.0;7.0;10.0;9.0;7.0
A;16.0;5.0;12.0;13.0;10.0;13.0;5.0;9.0;4.0;7.0;11.0;5.0;3.0
A;10.0;10.0;9.0;12.0;14.0;6.0;9.0;3.0;6.0;7.0;5.0;9.0;10.0
A;14.0;7.0;20.0;29.0;20.0;22.0;18.0;11.0;7.0;2.0;7.0;7.0;8.0
A;14.0;15.0;19.0;27.0;33.0;28.0;19.0;13.0;12.0;15.0;11.0;8.0;10.0
A;6.0;6.0;10.0;3.0;6.0;12.0;7.0;8.0;10.0;6.0;9.0;8.0;9.0
A;11.0;14.0;21.0;22.0;19.0;17.0;18.0;11.0;13.0;15.0;11.0;8.0;8.0
A;8.0;11.0;8.0;6.0;6.0;10.0;8.0;9.0;4.0;1.0;5.0;3.0;11.0
A;8.0;9.0;13.0;10.0;19.0;12.0;3.0;11.0;8.0;4.0;8.0;6.0;9.0
A;8.0;14.0;10.0;3.0;12.0;10.0;11.0;14.0;4.0;14.0;9.0;9.0;13.0
A;11.0;12.0;13.0;10.0;17.0;21.0;13.0;16.0;6.0;2.0;5.0;7.0;8.0
A;17.0;19.0;23.0;27.0;28.0;41.0;29.0;20.0;12.0;13.0;4.0;5.0;5.0
A;14.0;16.0;16.0;16.0;23.0;16.0;15.0;17.0;9.0;11.0;7.0;7.0;7.0
A;16.0;13.0;15.0;15.0;28.0;30.0;18.0;18.0;9.0;8.0;7.0;13.0;8.0
A;13.0;15.0;13.0;15.0;24.0;19.0;17.0;17.0;12.0;8.0;7.0;9.0;5.0
A;11.0;15.0;17.0;26.0;20.0;23.0;15.0;16.0;10.0;10.0;15.0;7.0;7.0
A;10.0;12.0;12.0;15.0;16.0;17.0;19.0;10.0;13.0;8.0;12.0;11.0;7.0
A;5.0;13.0;5.0;9.0;7.0;9.0;7.0;8.0;6.0;5.0;4.0;4.0;9.0
A;5.0;7.0;5.0;7.0;10.0;10.0;5.0;7.0;9.0;4.0;8.0;9.0;4.0
A;7.0;13.0;13.0;18.0;17.0;18.0;13.0;17.0;11.0;10.0;12.0;7.0;5.0
A;15.0;10.0;8.0;16.0;20.0;16.0;11.0;18.0;7.0;7.0;9.0;3.0;11.0
A;7.0;4.0;13.0;10.0;12.0;7.0;3.0;9.0;6.0;10.0;9.0;8.0;8.0
A;11.0;17.0;17.0;23.0;22.0;19.0;15.0;7.0;7.0;12.0;6.0;7.0;9.0
A;12.0;19.0;19.0;27.0;29.0;25.0;31.0;26.0;10.0;7.0;7.0;10.0;7.0
A;14.0;17.0;16.0;24.0;22.0;16.0;18.0;11.0;6.0;10.0;4.0;9.0;10.0
A;7.0;13.0;18.0;16.0;30.0;19.0;18.0;12.0;14.0;14.0;5.0;9.0;4.0
A;12.0;6.0;7.0;5.0;11.0;16.0;6.0;6.0;13.0;14.0;5.0;7.0;6.0
A;8.0;12.0;12.0;8.0;7.0;7.0;11.0;11.0;6.0;6.0;5.0;6.0;8.0
A;6.0;9.0;9.0;11.0;12.0;9.0;11.0;10.0;8.0;11.0;7.0;7.0;8.0
A;8.0;5.0;13.0;9.0;13.0;13.0;12.0;10.0;9.0;5.0;6.0;6.0;6.0
A;12.0;24.0;18.0;25.0;20.0;29.0;16.0;8.0;16.0;8.0;9.0;5.0;6.0
A;7.0;6.0;8.0;8.0;9.0;8.0;9.0;14.0;9.0;8.0;9.0;5.0;5.0
A;10.0;11.0;14.0;10.0;13.0;7.0;14.0;11.0;13.0;15.0;8.0;7.0;7.0
A;4.0;8.0;10.0;13.0;10.0;15.0;9.0;4.0;14.0;6.0;2.0;10.0;10.0
A;8.0;7.0;8.0;10.0;11.0;11.0;9.0;9.0;8.0;9.0;12.0;8.0;10.0
A;16.0;14.0;27.0;25.0;27.0;19.0;21.0;16.0;7.0;11.0;5.0;6.0;6.0
A;8.0;11.0;22.0;32.0;23.0;13.0;30.0;8.0;12.0;14.0;7.0;9.0;12.0
A;8.0;7.0;6.0;6.0;9.0;7.0;10.0;6.0;7.0;10.0;12.0;12.0;9.0
A;12.0;6.0;6.0;12.0;10.0;10.0;7.0;3.0;7.0;9.0;8.0;6.0;7.0
A;4.0;5.0;3.0;7.0;6.0;6.0;3.0;8.0;10.0;4.0;8.0;3.0;4.0
A;5.0;12.0;17.0;22.0;17.0;14.0;13.0;6.0;10.0;7.0;4.0;7.0;9.0
A;6.0;11.0;11.0;9.0;13.0;8.0;6.0;11.0;10.0;6.0;11.0;8.0;5.0
A;16.0;7.0;21.0;25.0;21.0;20.0;22.0;21.0;11.0;3.0;8.0;6.0;5.0
A;5.0;9.0;5.0;11.0;17.0;10.0;8.0;13.0;7.0;3.0;5.0;7.0;11.0
A;7.0;15.0;16.0;30.0;23.0;29.0;23.0;17.0;16.0;20.0;7.0;9.0;6.0
A;13.0;17.0;20.0;15.0;31.0;32.0;21.0;15.0;8.0;10.0;8.0;2.0;6.0
A;11.0;17.0;31.0;25.0;25.0;27.0;21.0;18.0;10.0;8.0;7.0;9.0;9.0
A;8.0;12.0;10.0;7.0;17.0;11.0;12.0;14.0;11.0;16.0;11.0;13.0;4.0
A;7.0;7.0;12.0;6.0;9.0;5.0;7.0;8.0;17.0;13.0;6.0;5.0;7.0
A;16.0;13.0;27.0;25.0;14.0;15.0;21.0;12.0;13.0;10.0;11.0;5.0;12.0
A;13.0;10.0;18.0;16.0;21.0;17.0;13.0;12.0;6.0;13.0;11.0;6.0;11.0
A;13.0;7.0;13.0;13.0;5.0;10.0;6.0;6.0;9.0;4.0;9.0;5.0;3.0
A;8.0;7.0;11.0;15.0;9.0;16.0;17.0;13.0;10.0;9.0;8.0;7.0;4.0
A;11.0;14.0;21.0;22.0;21.0;13.0;18.0;14.0;8.0;4.0;13.0;6.0;8.0
A;7.0;21.0;17.0;16.0;27.0;18.0;18.0;15.0;8.0;8.0;10.0;5.0;10.0
A;17.0;12.0;9.0;17.0;21.0;17.0;21.0;15.0;6.0;12.0;9.0;6.0;9.0
A;14.0;8.0;12.0;12.0;10.0;10.0;14.0;6.0;7.0;4.0;11.0;8.0;4.0
A;11.0;6.0;4.0;4.0;10.0;5.0;7.0;7.0;6.0;6.0;4.0;8.0;7.0
A;15.0;15.0;14.0;16.0;31.0;14.0;14.0;18.0;16.0;6.0;6.0;8.0;10.0
A;9.0;12.0;15.0;14.0;15.0;19.0;17.0;14.0;11.0;12.0;7.0;5.0;2.0
A;11.0;11.0;17.0;14.0;10.0;10.0;7.0;12.0;6.0;7.0;7.0;5.0;5.0
A;9.0;9.0;6.0;3.0;8.0;7.0;7.0;6.0;11.0;7.0;9.0;4.0;8.0
A;8.0;11.0;16.0;14.0;4.0;14.0;11.0;13.0;10.0;8.0;11.0;12.0;7.0
A;14.0;12.0;21.0;19.0;24.0;18.0;16.0;21.0;9.0;12.0;4.0;14.0;9.0
A;19.0;20.0;31.0;29.0;23.0;23.0;30.0;12.0;13.0;11.0;3.0;8.0;9.0
A;6.0;7.0;11.0;12.0;8.0;8.0;12.0;11.0;2.0;5.0;7.0;8.0;8.0
A;11.0;9.0;4.0;6.0;6.0;8.0;11.0;7.0;8.0;4.0;9.0;8.0;10.0
A;14.0;7.0;10.0;13.0;13.0;13.0;13.0;12.0;7.0;13.0;12.0;7.0;11.0
A;8.0;7.0;10.0;13.0;6.0;7.0;5.0;7.0;6.0;13.0;9.0;3.0;4.0
A;16.0;19.0;18.0;24.0;33.0;22.0;20.0;12.0;16.0;13.0;8.0;6.0;5.0
B;15.0;24.0;45.0;51.0;64.0;41.0;42.0;29.0;30.0;13.0;8.0;8.0;9.0
B;29.0;38.0;67.0;75.0;79.0;87.0;64.0;40.0;22.0;18.0;6.0;11.0;8.0
B;15.0;32.0;39.0;48.0;61.0;67.0;46.0;40.0;17.0;18.0;8.0;6.0;5.0
B;29.0;44.0;58.0;76.0;91.0;81.0;78.0;41.0;35.0;20.0;18.0;8.0;12.0
B;5.0;10.0;12.0;8.0;8.0;7.0;5.0;8.0;7.0;10.0;4.0;3.0;4.0
B;22.0;43.0;61.0;53.0;82.0;73.0;57.0;40.0;21.0;24.0;16.0;9.0;7.0
B;27.0;28.0;48.0;76.0;74.0;72.0;62.0;55.0;35.0;19.0;11.0;12.0;8.0
B;27.0;25.0;42.0;57.0;50.0;55.0;49.0;34.0;30.0;12.0;11.0;6.0;7.0
B;18.0;44.0;57.0;77.0;93.0;79.0;85.0;38.0;22.0;12.0;11.0;7.0;5.0
B;15.0;21.0;43.0;64.0;60.0;50.0;48.0;39.0;29.0;14.0;11.0;9.0;8.0
B;28.0;39.0;41.0;65.0;71.0;70.0;59.0;38.0;14.0;20.0;11.0;4.0;3.0
B;14.0;40.0;58.0;50.0;73.0;65.0;53.0;49.0;27.0;13.0;7.0;7.0;2.0
B;19.0;25.0;47.0;53.0;84.0;65.0;64.0;46.0;34.0;17.0;5.0;8.0;2.0
B;11.0;9.0;5.0;10.0;6.0;8.0;4.0;7.0;9.0;8.0;5.0;10.0;9.0
B;11.0;13.0;6.0;7.0;10.0;5.0;3.0;9.0;8.0;6.0;6.0;8.0;3.0
B;15.0;43.0;49.0;55.0;75.0;55.0;50.0;34.0;33.0;16.0;9.0;10.0;6.0
B;12.0;19.0;36.0;40.0;63.0;37.0;34.0;21.0;12.0;12.0;5.0;8.0;4.0
B;22.0;32.0;42.0;52.0;48.0;65.0;43.0;34.0;22.0;12.0;12.0;9.0;7.0
B;19.0;24.0;22.0;40.0;48.0;40.0;29.0;21.0;14.0;11.0;7.0;9.0;10.0
B;25.0;27.0;48.0;59.0;73.0;57.0;57.0;32.0;17.0;12.0;5.0;9.0;8.0
B;7.0;7.0;8.0;5.0;4.0;11.0;8.0;8.0;5.0;6.0;12.0;9.0;5.0
B;20.0;37.0;58.0;66.0;78.0;72.0;52.0;47.0;25.0;13.0;8.0;7.0;11.0
B;19.0;51.0;54.0;70.0;73.0;65.0;69.0;43.0;35.0;19.0;6.0;6.0;5.0
B;27.0;34.0;37.0;51.0;54.0;75.0;66.0;34.0;17.0;15.0;8.0;8.0;6.0
B;21.0;38.0;51.0;77.0;85.0;54.0;57.0;39.0;23.0;13.0;8.0;10.0;6.0
B;8.0;5.0;6.0;13.0;5.0;7.0;8.0;10.0;5.0;4.0;8.0;4.0;8.0
B;7.0;13.0;8.0;14.0;8.0;4.0;3.0;10.0;8.0;7.0;5.0;11.0;13.0
B;34.0;51.0;56.0;74.0;83.0;72.0;72.0;48.0;33.0;17.0;8.0;6.0;8.0
B;15.0;39.0;55.0;53.0;86.0;88.0;51.0;31.0;22.0;16.0;9.0;11.0;14.0
B;14.0;26.0;33.0;46.0;50.0;37.0;40.0;30.0;17.0;12.0;5.0;7.0;10.0
B;8.0;7.0;12.0;15.0;10.0;9.0;13.0;6.0;8.0;5.0;8.0;4.0;0.0
B;28.0;28.0;44.0;70.0;67.0;51.0;64.0;28.0;19.0;18.0;11.0;11.0;11.0
B;7.0;10.0;5.0;7.0;8.0;9.0;6.0;10.0;6.0;13.0;8.0;7.0;8.0
B;14.0;27.0;32.0;27.0;43.0;43.0;39.0;20.0;14.0;14.0;13.0;6.0;7.0
B;22.0;23.0;43.0;46.0;52.0;37.0;48.0;31.0;24.0;12.0;11.0;10.0;9.0
B;18.0;43.0;47.0;62.0;75.0;77.0;52.0;43.0;16.0;12.0;7.0;9.0;5.0
B;19.0;38.0;58.0;87.0;85.0;83.0;59.0;46.0;30.0;16.0;11.0;8.0;8.0
B;4.0;11.0;6.0;5.0;9.0;7.0;11.0;9.0;4.0;6.0;4.0;2.0;7.0
B;18.0;40.0;54.0;73.0;80.0;71.0;56.0;43.0;32.0;20.0;6.0;10.0;7.0
B;22.0;35.0;72.0;59.0;74.0;86.0;49.0;45.0;24.0;17.0;12.0;13.0;9.0
B;6.0;8.0;4.0;8.0;5.0;8.0;4.0;10.0;3.0;11.0;1.0;4.0;6.0
B;16.0;29.0;51.0;55.0;67.0;53.0;51.0;39.0;29.0;15.0;7.0;9.0;3.0
B;19.0;30.0;37.0;64.0;73.0;76.0;41.0;37.0;20.0;11.0;10.0;12.0;8.0
B;20.0;20.0;52.0;53.0;58.0;58.0;68.0;31.0;20.0;14.0;9.0;8.0;7.0
B;8.0;15.0;20.0;30.0;27.0;26.0;25.0;18.0;16.0;9.0;7.0;11.0;9.0
B;18.0;27.0;25.0;44.0;48.0;34.0;27.0;23.0;20.0;14.0;9.0;13.0;5.0
B;10.0;9.0;5.0;5.0;7.0;9.0;3.0;11.0;5.0;6.0;7.0;10.0;9.0
B;26.0;41.0;54.0;74.0;91.0;88.0;63.0;48.0;28.0;17.0;7.0;8.0;6.0
B;22.0;34.0;46.0;71.0;50.0;78.0;53.0;33.0;26.0;13.0;9.0;6.0;10.0
B;24.0;30.0;45.0;72.0;66.0;54.0;59.0;29.0;18.0;10.0;13.0;6.0;4.0
B;22.0;29.0;57.0;61.0;58.0;65.0;50.0;34.0;17.0;19.0;3.0;10.0;11.0
B;16.0;27.0;45.0;57.0;81.0;67.0;53.0;36.0;16.0;13.0;8.0;7.0;3.0
B;25.0;45.0;71.0;65.0;88.0;77.0;76.0;40.0;23.0;24.0;10.0;5.0;7.0
B;22.0;26.0;49.0;67.0;66.0;60.0;48.0;36.0;25.0;22.0;14.0;12.0;6.0
B;14.0;30.0;27.0;36.0;40.0;38.0;34.0;27.0;18.0;11.0;9.0;11.0;6.0
B;27.0;28.0;40.0;58.0;66.0;69.0;56.0;27.0;29.0;13.0;16.0;10.0;5.0
B;13.0;5.0;6.0;7.0;9.0;9.0;6.0;3.0;12.0;8.0;10.0;10.0;3.0
B;20.0;35.0;43.0;43.0;63.0;59.0;50.0;25.0;17.0;16.0;9.0;12.0;5.0
B;16.0;33.0;52.0;63.0;71.0;79.0;41.0;50.0;19.0;13.0;12.0;10.0;8.0
B;28.0;28.0;62.0;62.0;80.0;73.0;64.0;41.0;30.0;17.0;12.0;2.0;9.0
B;8.0;8.0;7.0;4.0;9.0;9.0;11.0;7.0;5.0;10.0;8.0;3.0;11.0
B;29.0;29.0;40.0;64.0;74.0;64.0;52.0;34.0;31.0;28.0;9.0;11.0;2.0
B;20.0;16.0;23.0;28.0;42.0;56.0;30.0;12.0;9.0;8.0;5.0;5.0;8.0
B;22.0;41.0;61.0;64.0;73.0;77.0;52.0;37.0;24.0;17.0;8.0;3.0;8.0
B;7.0;15.0;9.0;5.0;15.0;6.0;6.0;10.0;7.0;9.0;6.0;5.0;7.0
B;20.0;31.0;41.0;71.0;69.0;50.0;61.0;24.0;27.0;9.0;11.0;8.0;5.0
B;25.0;40.0;57.0;61.0;87.0;69.0;52.0;48.0;29.0;17.0;15.0;10.0;8.0
B;14.0;16.0;24.0;38.0;48.0;31.0;24.0;32.0;11.0;11.0;14.0;8.0;5.0
B;16.0;25.0;30.0;44.0;60.0;48.0;42.0;29.0;18.0;12.0;5.0;7.0;5.0
B;23.0;47.0;50.0;67.0;82.0;70.0;53.0;41.0;34.0;24.0;12.0;6.0;9.0
B;21.0;27.0;43.0;56.0;63.0;48.0;48.0;36.0;21.0;15.0;5.0;8.0;8.0
B;18.0;24.0;24.0;29.0;43.0;39.0;27.0;17.0;17.0;13.0;12.0;12.0;7.0
B;12.0;16.0;29.0;43.0;32.0;39.0;35.0;28.0;22.0;11.0;9.0;9.0;5.0
B;28.0;38.0;61.0;68.0;76.0;65.0;70.0;37.0;35.0;16.0;13.0;9.0;4.0
B;13.0;31.0;55.0;49.0;56.0;57.0;58.0;39.0;23.0;10.0;10.0;9.0;7.0
B;6.0;5.0;5.0;4.0;8.0;7.0;3.0;7.0;10.0;7.0;7.0;6.0;7.0
B;24.0;45.0;58.0;86.0;78.0;71.0;64.0;41.0;26.0;15.0;9.0;7.0;6.0
B;4.0;7.0;8.0;5.0;5.0;10.0;11.0;11.0;4.0;9.0;8.0;8.0;12.0
B;15.0;31.0;33.0;36.0;35.0;41.0;37.0;27.0;20.0;11.0;15.0;7.0;3.0
B;8.0;3.0;10.0;11.0;4.0;11.0;8.0;7.0;5.0;4.0;2.0;5.0;3.0
B;6.0;6.0;8.0;7.0;10.0;3.0;2.0;8.0;15.0;4.0;7.0;5.0;6.0
B;30.0;19.0;26.0;37.0;31.0;42.0;25.0;31.0;13.0;7.0;4.0;8.0;9.0
B;30.0;39.0;65.0;60.0;84.0;84.0;65.0;38.0;26.0;16.0;15.0;7.0;6.0
