Class;9.26;9.28;9.31;9.33;9.36;9.39;9.41;9.44;9.46;9.49;9.51;9.54;9.56;9.59;9.61;9.64;9.67;9.69;9.72;9.74;9.77;9.79;9.82;9.84;9.87;9.89;9.92;9.95;9.97;10
A;7.0;15.0;11.0;10.0;8.0;13.0;8.0;8.0;14.0;9.0;13.0;14.0;13.0;15.0;21.0;17.0;32.0;30.0;27.0;35.0;15.0;24.0;23.0;16.0;20.0;18.0;14.0;17.0;18.0;13.0
A;4.0;2.0;5.0;12.0;13.0;9.0;4.0;5.0;9.0;10.0;18.0;14.0;12.0;14.0;18.0;18.0;32.0;24.0;30.0;45.0;26.0;35.0;26.0;16.0;15.0;13.0;20.0;5.0;23.0;17.0
A;9.0;5.0;14.0;10.0;12.0;5.0;13.0;11.0;4.0;8.0;15.0;12.0;16.0;14.0;18.0;24.0;22.0;27.0;28.0;34.0;29.0;29.0;21.0;22.0;15.0;9.0;17.0;14.0;11.0;16.0
A;12.0;5.0;12.0;7.0;9.0;11.0;12.0;10.0;14.0;14.0;11.0;6.0;16.0;18.0;17.0;32.0;21.0;24.0;33.0;32.0;27.0;22.0;22.0;19.0;24.0;13.0;18.0;9.0;17.0;19.0
A;14.0;5.0;11.0;10.0;7.0;5.0;6.0;17.0;12.0;11.0;6.0;21.0;17.0;21.0;17.0;23.0;27.0;29.0;31.0;27.0;28.0;30.0;18.0;18.0;19.0;22.0;19.0;14.0;20.0;15.0
A;12.0;6.0;6.0;9.0;9.0;13.0;10.0;12.0;14.0;6.0;8.0;9.0;14.0;10.0;16.0;19.0;26.0;24.0;23.0;42.0;19.0;16.0;25.0;21.0;15.0;17.0;15.0;10.0;17.0;16.0
A;2.0;5.0;10.0;11.0;8.0;13.0;8.0;13.0;6.0;10.0;13.0;13.0;18.0;14.0;23.0;24.0;25.0;34.0;32.0;28.0;25.0;25.0;18.0;18.0;17.0;15.0;12.0;20.0;15.0;13.0
A;5.0;10.0;8.0;13.0;11.0;13.0;12.0;11.0;16.0;14.0;18.0;9.0;13.0;13.0;17.0;23.0;29.0;33.0;30.0;23.0;29.0;25.0;18.0;20.0;18.0;13.0;12.0;14.0;18.0;12.0
A;3.0;10.0;9.0;12.0;16.0;11.0;5.0;9.0;9.0;7.0;15.0;9.0;20.0;15.0;19.0;17.0;30.0;41.0;34.0;32.0;17.0;27.0;20.0;24.0;10.0;14.0;15.0;3.0;19.0;16.0
A;7.0;9.0;13.0;17.0;9.0;13.0;20.0;12.0;12.0;13.0;10.0;12.0;15.0;10.0;19.0;12.0;22.0;25.0;20.0;43.0;28.0;24.0;23.0;12.0;11.0;10.0;18.0;16.0;12.0;10.0
A;7.0;15.0;14.0;9.0;12.0;7.0;13.0;8.0;14.0;16.0;9.0;17.0;11.0;18.0;17.0;26.0;20.0;27.0;22.0;29.0;29.0;26.0;19.0;18.0;13.0;20.0;13.0;13.0;19.0;9.0
A;14.0;8.0;8.0;5.0;13.0;5.0;13.0;12.0;13.0;7.0;13.0;16.0;12.0;11.0;31.0;21.0;30.0;26.0;37.0;44.0;26.0;22.0;30.0;20.0;20.0;17.0;17.0;13.0;13.0;22.0
A;8.0;14.0;5.0;13.0;4.0;14.0;12.0;8.0;7.0;7.0;10.0;13.0;16.0;18.0;13.0;24.0;23.0;33.0;32.0;24.0;24.0;19.0;15.0;18.0;10.0;15.0;15.0;15.0;9.0;17.0
A;9.0;9.0;8.0;10.0;5.0;6.0;8.0;13.0;10.0;13.0;14.0;9.0;16.0;19.0;15.0;24.0;19.0;30.0;24.0;23.0;28.0;29.0;13.0;21.0;14.0;17.0;13.0;14.0;18.0;14.0
A;12.0;10.0;5.0;10.0;13.0;4.0;8.0;15.0;9.0;10.0;18.0;9.0;18.0;19.0;15.0;32.0;25.0;31.0;26.0;34.0;21.0;31.0;25.0;22.0;13.0;26.0;17.0;14.0;14.0;11.0
A;9.0;10.0;18.0;8.0;7.0;5.0;11.0;12.0;9.0;12.0;8.0;15.0;12.0;12.0;21.0;23.0;33.0;24.0;29.0;27.0;38.0;26.0;25.0;23.0;21.0;12.0;14.0;19.0;12.0;19.0
A;11.0;11.0;3.0;10.0;12.0;19.0;7.0;14.0;14.0;13.0;12.0;12.0;13.0;18.0;20.0;37.0;30.0;29.0;16.0;27.0;26.0;31.0;22.0;24.0;23.0;11.0;18.0;13.0;16.0;18.0
A;8.0;6.0;6.0;6.0;8.0;10.0;11.0;10.0;18.0;18.0;16.0;13.0;16.0;15.0;12.0;23.0;32.0;19.0;23.0;28.0;32.0;22.0;20.0;22.0;18.0;14.0;18.0;14.0;9.0;14.0
A;11.0;10.0;8.0;12.0;20.0;4.0;13.0;12.0;7.0;8.0;9.0;14.0;17.0;11.0;30.0;23.0;23.0;25.0;32.0;32.0;23.0;29.0;14.0;25.0;12.0;15.0;20.0;19.0;20.0;12.0
A;9.0;8.0;11.0;8.0;8.0;5.0;12.0;10.0;8.0;9.0;11.0;16.0;16.0;18.0;18.0;29.0;12.0;36.0;42.0;29.0;32.0;14.0;19.0;13.0;25.0;16.0;11.0;16.0;21.0;18.0
A;11.0;10.0;10.0;10.0;11.0;11.0;8.0;12.0;11.0;8.0;18.0;11.0;13.0;17.0;19.0;21.0;28.0;35.0;33.0;27.0;40.0;35.0;33.0;20.0;16.0;12.0;14.0;9.0;16.0;9.0
A;11.0;8.0;11.0;8.0;7.0;12.0;9.0;9.0;7.0;8.0;11.0;19.0;11.0;9.0;18.0;14.0;30.0;31.0;17.0;30.0;27.0;28.0;24.0;22.0;25.0;17.0;11.0;21.0;14.0;15.0
A;9.0;5.0;14.0;8.0;6.0;9.0;18.0;8.0;8.0;8.0;8.0;12.0;15.0;14.0;21.0;26.0;20.0;34.0;33.0;29.0;22.0;22.0;20.0;30.0;15.0;21.0;12.0;12.0;15.0;16.0
A;9.0;8.0;13.0;14.0;10.0;9.0;8.0;12.0;13.0;9.0;10.0;10.0;15.0;21.0;19.0;23.0;12.0;31.0;33.0;31.0;31.0;24.0;15.0;18.0;21.0;17.0;20.0;12.0;18.0;7.0
A;8.0;11.0;10.0;8.0;10.0;10.0;6.0;11.0;17.0;10.0;8.0;7.0;16.0;13.0;15.0;19.0;32.0;32.0;33.0;42.0;27.0;23.0;23.0;23.0;18.0;20.0;21.0;12.0;17.0;12.0
A;6.0;12.0;10.0;10.0;12.0;7.0;9.0;11.0;8.0;13.0;11.0;14.0;16.0;10.0;19.0;15.0;26.0;25.0;29.0;32.0;32.0;28.0;20.0;13.0;14.0;18.0;9.0;11.0;15.0;14.0
A;5.0;9.0;13.0;8.0;17.0;13.0;15.0;14.0;4.0;13.0;13.0;7.0;14.0;18.0;12.0;31.0;22.0;37.0;26.0;25.0;30.0;25.0;26.0;23.0;23.0;14.0;18.0;10.0;19.0;8.0
A;9.0;11.0;9.0;5.0;7.0;8.0;7.0;7.0;17.0;8.0;12.0;17.0;15.0;18.0;22.0;18.0;23.0;19.0;36.0;25.0;32.0;18.0;14.0;14.0;16.0;23.0;16.0;11.0;11.0;9.0
A;11.0;13.0;7.0;6.0;11.0;12.0;11.0;11.0;13.0;13.0;12.0;9.0;12.0;17.0;16.0;28.0;21.0;32.0;39.0;37.0;30.0;33.0;26.0;11.0;12.0;19.0;12.0;12.0;15.0;17.0
