Class;2.4;2.42;2.44;2.46;2.48;2.5;2.52;2.54;2.56;2.58;2.6;2.62;2.64;2.66;2.68;2.7;2.72;2.74;2.76;2.78;2.8;2.82;2.84;2.86;2.88;2.9;2.92;2.94;2.96;2.98;3;3.02;3.04
A;0.04;0.0386;0.0381;0.0392;0.0517;0.0575;0.0769;0.0989;0.1125;0.1461;0.1514;0.1517;0.1575;0.1306;0.1147;0.0994;0.0925;0.0853;0.0914;0.0986;0.0961;0.1;0.0903;0.0819;0.0772;0.0814;0.0842;0.0767;0.0761;0.0683;0.0622;0.0572;0.0592
A;0.0338;0.0397;0.0387;0.0385;0.0421;0.0456;0.0582;0.0808;0.0962;0.1074;0.1123;0.1126;0.119;0.1033;0.1049;0.0877;0.0808;0.0785;0.0815;0.0918;0.089;0.0931;0.0874;0.0779;0.0838;0.0818;0.0723;0.0695;0.0731;0.0662;0.0595;0.0536;0.0538
A;0.0369;0.04;0.0336;0.0397;0.0456;0.0606;0.0781;0.1067;0.1197;0.1464;0.1647;0.1508;0.1539;0.1297;0.1039;0.0878;0.0908;0.0875;0.09;0.0939;0.105;0.1008;0.0819;0.0822;0.0781;0.0669;0.0747;0.0764;0.0639;0.0694;0.0622;0.0483;0.0511
A;0.0333;0.0417;0.0369;0.0447;0.0619;0.0661;0.0931;0.1253;0.1564;0.1831;0.1842;0.1844;0.1661;0.1367;0.1156;0.1006;0.0958;0.0825;0.0872;0.1028;0.0906;0.1031;0.0903;0.0833;0.0878;0.0731;0.0714;0.0725;0.0697;0.0664;0.0586;0.0608;0.0578
A;0.047;0.0345;0.0432;0.0372;0.0425;0.059;0.076;0.0975;0.1223;0.1373;0.1578;0.1505;0.1353;0.1145;0.1065;0.0933;0.0858;0.0703;0.0765;0.0897;0.095;0.0815;0.0925;0.0865;0.0828;0.0742;0.0815;0.0755;0.0717;0.0663;0.055;0.056;0.0558
A;0.0425;0.0365;0.0365;0.0377;0.0475;0.0545;0.0628;0.087;0.1125;0.1305;0.1467;0.1432;0.131;0.125;0.1032;0.0877;0.0892;0.083;0.0838;0.0892;0.0885;0.0925;0.0933;0.0778;0.0862;0.079;0.0745;0.0675;0.067;0.0615;0.0553;0.047;0.0522
A;0.0361;0.0381;0.0386;0.0406;0.0497;0.0681;0.105;0.1403;0.1522;0.1925;0.1878;0.2014;0.1594;0.1369;0.1167;0.0964;0.0983;0.0808;0.0908;0.0925;0.0956;0.1003;0.0903;0.0789;0.0811;0.0733;0.0806;0.0736;0.0703;0.0606;0.0533;0.0544;0.0464
A;0.0313;0.0377;0.041;0.036;0.044;0.06;0.0683;0.0935;0.1078;0.1235;0.1358;0.1333;0.1328;0.1205;0.0905;0.0795;0.0813;0.079;0.0828;0.084;0.0833;0.0855;0.0805;0.0705;0.0707;0.0808;0.0798;0.0717;0.065;0.0578;0.0537;0.0488;0.0505
A;0.0327;0.0324;0.0392;0.0449;0.0405;0.0462;0.0638;0.0692;0.0916;0.0946;0.1095;0.1089;0.1041;0.1027;0.0957;0.0824;0.0824;0.0776;0.0808;0.0868;0.0965;0.0865;0.0749;0.0792;0.0735;0.0765;0.0784;0.0724;0.067;0.0619;0.0611;0.0554;0.0565
