A;0.2609;0.2766;0.3014;0.3043;0.3457;0.3754;0.4006;0.4234;0.4583;0.5029;0.5609;0.5651;0.6114;0.6443;0.6414;0.6366;0.6251;0.5991;0.5877;0.5514;0.492;0.4283;0.3791;0.35;0.3094;0.2823;0.2331;0.2091;0.1963;0.1903;0.1729;0.1751;0.1669;0.1589;0.1686;0.1789;0.1686;0.1569;0.1726;0.1706;0.1654;0.1629;0.1694;0.1674;0.1537;0.1663
A;0.2565;0.2665;0.2595;0.2835;0.3022;0.3327;0.3616;0.3943;0.4432;0.4659;0.4889;0.5343;0.55;0.5884;0.5984;0.5808;0.5992;0.5727;0.5349;0.5122;0.4514;0.4089;0.3757;0.3265;0.3016;0.2484;0.2249;0.2043;0.1846;0.1762;0.1732;0.1635;0.1519;0.1619;0.1411;0.1622;0.1495;0.1608;0.1708;0.1549;0.1608;0.1551;0.15;0.1451;0.1532;0.1508
A;0.2536;0.2705;0.2774;0.2905;0.3041;0.349;0.3638;0.4208;0.4397;0.4677;0.5279;0.5546;0.5851;0.6072;0.6072;0.6397;0.6023;0.6079;0.571;0.53;0.4864;0.441;0.3874;0.3462;0.2908;0.2595;0.2428;0.2054;0.1882;0.1979;0.1682;0.1685;0.1608;0.1536;0.1618;0.1467;0.1536;0.1559;0.1464;0.1631;0.1518;0.1456;0.1672;0.1559;0.1556;0.1605
A;0.2179;0.2369;0.2392;0.2521;0.2687;0.3005;0.3282;0.3605;0.4085;0.4031;0.4633;0.4959;0.499;0.5279;0.5513;0.5356;0.5218;0.5097;0.4918;0.4774;0.44;0.3928;0.3362;0.2949;0.2749;0.2318;0.2182;0.1908;0.1754;0.1603;0.1559;0.1415;0.1395;0.149;0.1438;0.1464;0.1397;0.1364;0.1405;0.1408;0.1431;0.1295;0.1356;0.1505;0.1364;0.1364
A;0.2769;0.266;0.2957;0.2903;0.3243;0.3594;0.3657;0.4223;0.4446;0.4731;0.536;0.558;0.586;0.6029;0.6266;0.6226;0.6351;0.6071;0.5849;0.5597;0.5074;0.4483;0.3909;0.3617;0.3146;0.258;0.2274;0.2214;0.194;0.1771;0.1743;0.174;0.1569;0.158;0.1717;0.1683;0.1589;0.1674;0.1597;0.1691;0.1591;0.1614;0.1703;0.1891;0.174;0.172
B;0.2262;0.2341;0.2503;0.2641;0.2638;0.289;0.3554;0.3654;0.3733;0.4238;0.4641;0.4944;0.5256;0.5172;0.5228;0.5769;0.5672;0.521;0.5054;0.4633;0.4282;0.3877;0.3426;0.2992;0.2662;0.2469;0.2121;0.2079;0.1787;0.1654;0.1533;0.1572;0.1387;0.1441;0.1536;0.1487;0.1459;0.1338;0.1485;0.1441;0.1462;0.1479;0.1515;0.141;0.1513;0.1318
B;0.2522;0.2657;0.2851;0.2859;0.3238;0.3419;0.3622;0.4049;0.4541;0.4681;0.5143;0.5641;0.5657;0.6084;0.6319;0.6305;0.6281;0.6111;0.5559;0.5411;0.4776;0.4327;0.3657;0.3476;0.2957;0.2635;0.2373;0.2038;0.1814;0.1738;0.1605;0.1619;0.1689;0.1505;0.1549;0.1565;0.1578;0.1376;0.1546;0.1492;0.1495;0.1551;0.1508;0.1514;0.1541;0.1605
B;0.2478;0.2615;0.2758;0.2905;0.3182;0.3465;0.3805;0.3927;0.4582;0.4735;0.5333;0.538;0.568;0.5883;0.5877;0.602;0.635;0.589;0.5765;0.5308;0.4685;0.4288;0.3688;0.3367;0.29;0.248;0.2367;0.202;0.194;0.185;0.1545;0.1735;0.1595;0.1403;0.158;0.145;0.1518;0.161;0.1575;0.1583;0.1535;0.1553;0.1538;0.1593;0.1555;0.1605
B;0.2468;0.245;0.267;0.278;0.2998;0.3287;0.3465;0.3802;0.432;0.4457;0.4612;0.52;0.562;0.5587;0.5845;0.6112;0.5827;0.575;0.5323;0.5042;0.4693;0.417;0.3952;0.3145;0.269;0.265;0.2208;0.196;0.1883;0.1787;0.168;0.148;0.157;0.163;0.1538;0.1475;0.1412;0.1435;0.1447;0.158;0.1415;0.142;0.1407;0.1508;0.1452;0.1477
B;0.2137;0.2368;0.2434;0.2656;0.2739;0.3049;0.3507;0.3632;0.3917;0.431;0.4473;0.4954;0.4941;0.5356;0.5398;0.5607;0.5424;0.5307;0.5137;0.4832;0.4346;0.4054;0.3395;0.3151;0.2629;0.228;0.2146;0.1846;0.1693;0.1585;0.1559;0.1424;0.1507;0.1478;0.1356;0.1337;0.1366;0.1388;0.1388;0.1459;0.1527;0.148;0.142;0.1407;0.1351;0.1515
B;0.2722;0.2673;0.2681;0.2886;0.3243;0.3486;0.3789;0.4038;0.4465;0.4778;0.5392;0.537;0.5627;0.6095;0.6105;0.5957;0.633;0.6135;0.59;0.513;0.5046;0.4549;0.3781;0.3411;0.3076;0.283;0.2149;0.2014;0.2057;0.1686;0.1743;0.1624;0.1597;0.1635;0.1559;0.1608;0.1678;0.1497;0.1559;0.1581;0.1546;0.1581;0.1719;0.1703;0.1676;0.1573
B;0.2624;0.2522;0.2657;0.2927;0.3214;0.3416;0.3643;0.3746;0.4392;0.4768;0.5111;0.5538;0.5681;0.5857;0.6116;0.603;0.6024;0.5857;0.5551;0.5316;0.4773;0.4214;0.3751;0.3511;0.287;0.2527;0.217;0.2138;0.1738;0.1786;0.1678;0.1846;0.1586;0.1659;0.16;0.1543;0.15;0.1662;0.1627;0.1462;0.1703;0.1586;0.1681;0.1559;0.1622;0.1578
B;0.2617;0.2781;0.2828;0.3128;0.3394;0.3478;0.3947;0.4117;0.4478;0.485;0.5144;0.5831;0.5911;0.6014;0.6356;0.6242;0.625;0.5856;0.5636;0.5325;0.4903;0.4489;0.3817;0.3514;0.2892;0.2656;0.2372;0.2033;0.1906;0.2028;0.1725;0.1664;0.1608;0.1694;0.16;0.1614;0.1689;0.1611;0.1683;0.1733;0.1639;0.1719;0.1589;0.1683;0.1653;0.1622
B;0.2133;0.2214;0.2291;0.2444;0.2658;0.2856;0.3258;0.3507;0.3614;0.4086;0.4344;0.4621;0.4926;0.52;0.5279;0.5133;0.514;0.5047;0.4977;0.4686;0.4119;0.3798;0.323;0.3072;0.2649;0.2263;0.1953;0.1749;0.163;0.1486;0.1414;0.1414;0.1288;0.1344;0.1465;0.1428;0.1314;0.1277;0.1365;0.1281;0.137;0.1353;0.1177;0.1214;0.1302;0.1379
B;0.2441;0.2495;0.2497;0.2792;0.293;0.3281;0.3608;0.3881;0.41;0.4538;0.4822;0.5219;0.5422;0.5581;0.5865;0.5803;0.5405;0.5419;0.5314;0.4997;0.4665;0.393;0.3503;0.3184;0.2649;0.2541;0.2132;0.2078;0.1841;0.1595;0.1678;0.1573;0.1495;0.1478;0.15;0.1576;0.1524;0.15;0.1476;0.1532;0.1486;0.1538;0.1473;0.163;0.1476;0.1522
B;0.2659;0.2738;0.2992;0.3005;0.3297;0.3611;0.3876;0.4319;0.4522;0.4849;0.5381;0.5878;0.5851;0.6246;0.63;0.6535;0.6473;0.5914;0.5951;0.5446;0.5316;0.483;0.4046;0.3868;0.3238;0.2632;0.2495;0.203;0.2016;0.1762;0.1857;0.1805;0.1627;0.1732;0.1708;0.167;0.1649;0.1559;0.167;0.1632;0.1603;0.1614;0.1654;0.1689;0.1622;0.1773
B;0.2361;0.2444;0.2649;0.2856;0.3012;0.3263;0.3488;0.3798;0.411;0.4598;0.4807;0.5049;0.5549;0.5554;0.591;0.5727;0.5634;0.5583;0.5293;0.4939;0.429;0.4161;0.3661;0.3227;0.2673;0.2405;0.2132;0.1949;0.1785;0.1668;0.1605;0.1568;0.152;0.1488;0.1466;0.149;0.158;0.1385;0.1529;0.1495;0.1485;0.1495;0.1459;0.1424;0.1473;0.1559
B;0.2427;0.2635;0.2724;0.2876;0.3186;0.3289;0.3692;0.4057;0.4351;0.4565;0.5019;0.5462;0.5776;0.6122;0.5957;0.607;0.607;0.5914;0.5435;0.5157;0.493;0.4305;0.3751;0.3476;0.2919;0.2659;0.2319;0.2046;0.1889;0.1903;0.1643;0.1627;0.1643;0.1576;0.1551;0.15;0.1478;0.1559;0.147;0.1478;0.1522;0.1562;0.1511;0.1668;0.1673;0.1559
B;0.2595;0.25;0.2703;0.3054;0.3411;0.3643;0.3786;0.4281;0.4578;0.4924;0.5397;0.5473;0.6097;0.6273;0.647;0.6478;0.6411;0.6146;0.6162;0.5541;0.5051;0.4416;0.3897;0.3524;0.3032;0.2678;0.2497;0.2208;0.193;0.1811;0.1697;0.1584;0.1584;0.1692;0.1638;0.1584;0.1659;0.1578;0.1616;0.1573;0.1538;0.1503;0.1586;0.1605;0.1511;0.1595
B;0.2549;0.2711;0.2743;0.2822;0.3227;0.3405;0.3662;0.4059;0.4314;0.4649;0.5054;0.5322;0.5659;0.5724;0.6035;0.5965;0.6211;0.5614;0.5481;0.4935;0.4365;0.4268;0.3851;0.3351;0.293;0.2495;0.2176;0.187;0.1846;0.1789;0.1608;0.1605;0.1686;0.1586;0.1651;0.153;0.1557;0.1586;0.153;0.1457;0.1514;0.1478;0.1638;0.1543;0.1551;0.1546
B;0.2505;0.2405;0.2754;0.2862;0.3046;0.3346;0.3684;0.3981;0.4181;0.457;0.4903;0.5451;0.5522;0.573;0.5714;0.5873;0.5735;0.54;0.527;0.4965;0.447;0.4143;0.3773;0.3308;0.2792;0.2522;0.2335;0.2046;0.1892;0.1705;0.1722;0.1678;0.1519;0.1519;0.1462;0.1495;0.153;0.1473;0.1486;0.1527;0.157;0.1495;0.1495;0.1581;0.1578;0.1605
B;0.2288;0.2449;0.2527;0.2735;0.2783;0.3013;0.3337;0.3659;0.4059;0.4147;0.4484;0.4706;0.5208;0.5177;0.5472;0.5506;0.5533;0.5389;0.4972;0.4584;0.4247;0.3828;0.3227;0.2886;0.2459;0.2276;0.2086;0.1864;0.1713;0.1542;0.1478;0.1486;0.1481;0.1512;0.1454;0.1398;0.1315;0.1488;0.1359;0.1478;0.1391;0.142;0.1505;0.1454;0.1525;0.1425
B;0.24;0.2503;0.2642;0.2592;0.2947;0.3234;0.3437;0.3787;0.4129;0.4732;0.4853;0.5021;0.5479;0.5711;0.5855;0.5966;0.5874;0.5689;0.5461;0.5076;0.4597;0.4229;0.3679;0.3171;0.2845;0.25;0.2174;0.2029;0.1726;0.1668;0.1645;0.1595;0.1442;0.1421;0.1316;0.1439;0.1482;0.1311;0.1405;0.1442;0.1363;0.1576;0.1334;0.1339;0.1579;0.1489
B;0.2717;0.28;0.2863;0.3097;0.3349;0.3746;0.4023;0.44;0.4757;0.4986;0.5454;0.5503;0.608;0.6203;0.6346;0.6683;0.6543;0.6069;0.6066;0.5777;0.5131;0.4449;0.3923;0.3406;0.3183;0.278;0.2403;0.2363;0.212;0.1963;0.1729;0.1757;0.1729;0.1837;0.1894;0.1751;0.1749;0.1746;0.164;0.1609;0.1703;0.168;0.1631;0.1691;0.1703;0.1663
B;0.2622;0.2643;0.2873;0.2751;0.2986;0.3238;0.3657;0.3989;0.4262;0.5065;0.4884;0.5462;0.5924;0.6062;0.6176;0.6232;0.6005;0.5935;0.5719;0.5216;0.4732;0.457;0.3962;0.3576;0.2943;0.2551;0.2441;0.2122;0.1995;0.1789;0.1668;0.1757;0.1673;0.1549;0.1595;0.1478;0.1562;0.1511;0.1481;0.1597;0.1538;0.1611;0.1622;0.1627;0.1592;0.153
B;0.2087;0.1989;0.2121;0.2213;0.2628;0.2568;0.2838;0.3194;0.3368;0.3755;0.4085;0.4309;0.4455;0.4766;0.4898;0.4834;0.4891;0.4664;0.44;0.4132;0.3853;0.3472;0.326;0.2615;0.2377;0.206;0.1915;0.164;0.1506;0.1419;0.1274;0.136;0.126;0.1166;0.1187;0.1289;0.113;0.1253;0.1245;0.1228;0.1245;0.1279;0.1236;0.1268;0.1217;0.1287
B;0.2734;0.2853;0.3031;0.355;0.3444;0.3837;0.4034;0.4434;0.4809;0.5256;0.5487;0.5822;0.6119;0.6403;0.6394;0.6538;0.6397;0.5984;0.6038;0.5597;0.5131;0.4631;0.4075;0.3453;0.3162;0.2662;0.2519;0.2272;0.2069;0.1838;0.1913;0.1787;0.1822;0.1591;0.1856;0.1716;0.1737;0.1753;0.1684;0.1847;0.1787;0.1806;0.1759;0.1781;0.1759;0.1816
Multivariate_threshold|Rh ka Rayleigh <= -0.093097;0.23985273679393085;0.24746201592056857;0.2594131094343113;0.2737861925223613;0.296275345808876;0.31910211699370794;0.35186415027320084;0.38212957272730186;0.4136122035296151;0.4476191351538641;0.48189284958778267;0.5138409526105583;0.5407857646237834;0.5599968000079081;0.5764542864969682;0.5781823568418696;0.5751640960223677;0.553227883332649;0.5280739998949252;0.4954290270761064;0.4523969797812539;0.409688316842753;0.36162216711071243;0.319311068646588;0.2775411326512043;0.2460655704702588;0.21825406473564302;0.19582895203140274;0.1793428640505334;0.16813760187481142;0.15947426649122606;0.15599998932475043;0.1500886794012;0.14932981701974976;0.14934536452051284;0.1492440426536384;0.14588932701122762;0.14606090278570216;0.1480622964566555;0.14853923816879744;0.14826125217144856;0.1485481359226805;0.1479536859530651;0.148899940604787;0.14985461793535795;0.1503697969914825
Multivariate_threshold|Rh ka Rayleigh <= -0.020730;0.2477815690693996;0.25536420188686165;0.26830986394679235;0.28327607418265627;0.306490533093373;0.3309310534880661;0.3625825106176191;0.3943387892069858;0.4276443810208506;0.46180570965582907;0.4977322568234502;0.5290966751398716;0.5578916867122072;0.5778239735920007;0.5935328553589744;0.5965994390928959;0.593597532277207;0.5695042984343844;0.5449493893093357;0.5107048160182195;0.4670283097496057;0.4213854695364056;0.37193051419704126;0.3299519318454214;0.2863750778538552;0.2532459599952654;0.22400964982854382;0.20132767286769362;0.18450904096348597;0.17330786925257383;0.16435692211424507;0.1606337682372613;0.1548305758259011;0.1537935802321022;0.154934971831164;0.1536319700248118;0.15115542005465996;0.1507466575632284;0.15266275677169316;0.15331092987601747;0.15249545015083368;0.1530170925747615;0.15325828027736535;0.15426574631637083;0.15443297664941713;0.15526240468393715
Multivariate_threshold|Rh ka Rayleigh > 0.127042;0.26397198655131754;0.27150020847258227;0.2864767471380111;0.3026541037078285;0.3273496130998558;0.35508535686553666;0.38446905363791584;0.419269611939203;0.45629763081481756;0.49077423312123;0.5300758109436446;0.5602483640842919;0.5928214229460803;0.6142264819086513;0.6284067371946467;0.6342065217102804;0.6312380092381759;0.60274020839573;0.5794083853249995;0.5418974799245644;0.4969050094038818;0.4452706746814191;0.3929798234872051;0.3516802282163902;0.3044137064783771;0.26790808173699115;0.23576236728670924;0.212555881872885;0.19505820609905483;0.1838653869841701;0.17432714600228136;0.17009579398152805;0.16451337401163846;0.16290843944939346;0.1663487680593195;0.16259197492230873;0.16190861067714066;0.16031481633242817;0.16205674702419243;0.16305456905904336;0.16114154463304864;0.1621425566269706;0.16409008926244767;0.16522254696231026;0.1637818361519613;0.16525295037389504
Multivariate_threshold|Rh ka Rayleigh <= 0.059533;0.25657547127056696;0.26412855055116863;0.2781772928912301;0.29380134301442157;0.3178202415328372;0.3440505781622155;0.37447029047611174;0.40788008405911746;0.44320752982261424;0.4775401008505878;0.5152998119583818;0.5460168630401756;0.5768639389531584;0.597596168989144;0.6124747700180916;0.6170259047462895;0.614042136227027;0.5875565408854082;0.5636659567635472;0.5276472596638286;0.48325598115751006;0.4343588322266916;0.3833635465760122;0.34175375928425555;0.29617284472085464;0.2612097611018365;0.2303931941713927;0.2074263279515539;0.19023887014236687;0.1790422351836832;0.16977229660307802;0.16577311248906576;0.1600898336785237;0.15874435933485162;0.16113442949719092;0.1584986392678111;0.15699606664639956;0.15594364847192838;0.15776514722280163;0.1586032338054676;0.1571916174598958;0.15797363174399662;0.15914162880639018;0.16021698466002005;0.1595108541192011;0.16068881705606433
Multivariate_threshold|Rh ka Rayleigh <= 0.127042;0.26397198655131754;0.27150020847258227;0.2864767471380111;0.3026541037078285;0.3273496130998558;0.35508535686553666;0.38446905363791584;0.419269611939203;0.45629763081481756;0.49077423312123;0.5300758109436446;0.5602483640842919;0.5928214229460803;0.6142264819086513;0.6284067371946467;0.6342065217102804;0.6312380092381759;0.60274020839573;0.5794083853249995;0.5418974799245644;0.4969050094038818;0.4452706746814191;0.3929798234872051;0.3516802282163902;0.3044137064783771;0.26790808173699115;0.23576236728670924;0.212555881872885;0.19505820609905483;0.1838653869841701;0.17432714600228136;0.17009579398152805;0.16451337401163846;0.16290843944939346;0.1663487680593195;0.16259197492230873;0.16190861067714066;0.16031481633242817;0.16205674702419243;0.16305456905904336;0.16114154463304864;0.1621425566269706;0.16409008926244767;0.16522254696231026;0.1637818361519613;0.16525295037389504
Multivariate_threshold|Rh ka Rayleigh > 0.059533;0.25657547127056696;0.26412855055116863;0.2781772928912301;0.29380134301442157;0.3178202415328372;0.3440505781622155;0.37447029047611174;0.40788008405911746;0.44320752982261424;0.4775401008505878;0.5152998119583818;0.5460168630401756;0.5768639389531584;0.597596168989144;0.6124747700180916;0.6170259047462895;0.614042136227027;0.5875565408854082;0.5636659567635472;0.5276472596638286;0.48325598115751006;0.4343588322266916;0.3833635465760122;0.34175375928425555;0.29617284472085464;0.2612097611018365;0.2303931941713927;0.2074263279515539;0.19023887014236687;0.1790422351836832;0.16977229660307802;0.16577311248906576;0.1600898336785237;0.15874435933485162;0.16113442949719092;0.1584986392678111;0.15699606664639956;0.15594364847192838;0.15776514722280163;0.1586032338054676;0.1571916174598958;0.15797363174399662;0.15914162880639018;0.16021698466002005;0.1595108541192011;0.16068881705606433
Multivariate_threshold|Rh ka Rayleigh > -0.020730;0.2477815690693996;0.25536420188686165;0.26830986394679235;0.28327607418265627;0.306490533093373;0.3309310534880661;0.3625825106176191;0.3943387892069858;0.4276443810208506;0.46180570965582907;0.4977322568234502;0.5290966751398716;0.5578916867122072;0.5778239735920007;0.5935328553589744;0.5965994390928959;0.593597532277207;0.5695042984343844;0.5449493893093357;0.5107048160182195;0.4670283097496057;0.4213854695364056;0.37193051419704126;0.3299519318454214;0.2863750778538552;0.2532459599952654;0.22400964982854382;0.20132767286769362;0.18450904096348597;0.17330786925257383;0.16435692211424507;0.1606337682372613;0.1548305758259011;0.1537935802321022;0.154934971831164;0.1536319700248118;0.15115542005465996;0.1507466575632284;0.15266275677169316;0.15331092987601747;0.15249545015083368;0.1530170925747615;0.15325828027736535;0.15426574631637083;0.15443297664941713;0.15526240468393715
Multivariate_threshold|Rh ka Rayleigh > -0.093097;0.23985273679393085;0.24746201592056857;0.2594131094343113;0.2737861925223613;0.296275345808876;0.31910211699370794;0.35186415027320084;0.38212957272730186;0.4136122035296151;0.4476191351538641;0.48189284958778267;0.5138409526105583;0.5407857646237834;0.5599968000079081;0.5764542864969682;0.5781823568418696;0.5751640960223677;0.553227883332649;0.5280739998949252;0.4954290270761064;0.4523969797812539;0.409688316842753;0.36162216711071243;0.319311068646588;0.2775411326512043;0.2460655704702588;0.21825406473564302;0.19582895203140274;0.1793428640505334;0.16813760187481142;0.15947426649122606;0.15599998932475043;0.1500886794012;0.14932981701974976;0.14934536452051284;0.1492440426536384;0.14588932701122762;0.14606090278570216;0.1480622964566555;0.14853923816879744;0.14826125217144856;0.1485481359226805;0.1479536859530651;0.148899940604787;0.14985461793535795;0.1503697969914825
