Class;1.86;1.88;1.9;1.92;1.94;1.96;1.98;2;2.02;2.04;2.06;2.08;2.1;2.12;2.14;2.16
A;1.42;1.15;0.98;1.43;2.42;3.73;5.61;6.99;6.88;5.87;4.0;2.66;1.56;1.11;0.96;0.83
A;1.54;1.23;1.07;1.39;2.24;3.59;5.0;6.11;6.33;5.34;3.66;2.24;1.45;1.04;0.87;0.75
A;1.47;0.99;0.97;1.2;1.6;2.63;3.89;4.38;4.55;3.65;2.58;1.74;1.08;0.81;0.77;0.66
A;1.44;1.04;1.11;1.48;2.41;4.02;6.06;7.52;7.65;6.13;4.32;2.59;1.69;1.2;0.87;0.84
A;1.5;1.16;0.98;1.31;2.15;3.43;4.77;5.93;5.68;4.95;3.39;2.0;1.33;0.91;0.78;0.76
A;1.49;1.17;1.01;1.27;1.91;3.09;4.36;5.37;5.33;4.25;3.1;1.96;1.24;0.9;0.8;0.75
A;1.46;1.12;0.92;1.25;1.87;2.87;3.92;4.72;4.83;4.08;2.85;1.76;1.25;0.93;0.81;0.74
A;1.39;1.03;1.09;1.24;1.62;2.64;3.85;4.56;4.77;3.88;2.83;1.8;1.18;0.86;0.75;0.71
A;1.28;1.04;1.04;1.25;1.82;2.87;4.22;5.38;5.21;4.37;3.1;1.85;1.22;0.94;0.83;0.68
A;1.35;0.96;0.89;1.0;1.48;2.37;3.06;3.98;3.73;3.22;2.27;1.48;0.94;0.71;0.64;0.68
A;1.49;1.16;1.05;1.5;2.22;3.73;5.06;6.4;6.59;5.55;3.82;2.41;1.44;1.02;0.92;0.85
A;1.31;1.0;0.95;1.4;2.07;3.38;4.8;5.89;6.18;5.03;3.49;2.23;1.38;0.97;0.83;0.79
A;1.53;1.21;1.11;1.28;1.81;3.37;4.5;5.83;6.09;4.92;3.31;2.19;1.31;0.98;0.9;0.85
A;1.46;1.06;0.95;1.19;1.75;2.59;3.89;4.75;4.63;3.98;2.85;1.82;1.14;0.81;0.81;0.68
A;1.46;1.1;1.04;1.17;1.8;2.76;3.92;4.77;4.98;3.96;2.8;1.86;1.17;0.86;0.78;0.81
A;1.48;1.13;1.09;1.47;2.23;3.65;5.67;6.83;6.76;5.73;3.79;2.4;1.6;1.09;0.9;0.85
A;1.38;1.08;0.92;1.32;2.12;3.11;4.73;5.92;5.81;4.88;3.49;2.08;1.41;1.01;0.96;0.88
A;1.6;1.21;1.13;1.38;1.97;3.2;4.76;5.59;5.83;4.74;3.35;2.04;1.39;0.82;0.84;0.72
A;1.32;1.1;0.91;1.03;1.61;2.69;3.61;4.4;4.54;3.74;2.54;1.59;1.09;0.85;0.73;0.7
A;1.29;1.03;0.96;1.16;1.78;2.59;3.87;4.57;4.55;3.83;2.64;1.72;1.13;0.83;0.74;0.57
A;1.47;1.19;1.0;1.31;1.8;2.79;4.02;5.0;5.03;4.18;2.99;1.89;1.19;0.88;0.71;0.73
A;1.46;1.14;1.08;1.51;2.36;4.21;5.98;7.53;7.55;6.19;4.28;2.71;1.51;1.15;0.88;0.87
A;1.36;1.18;1.13;1.48;2.49;4.09;5.87;6.95;7.29;5.93;4.05;2.56;1.56;1.12;0.95;0.81
A;1.38;1.1;1.15;1.46;2.43;4.03;6.02;7.36;7.58;6.0;4.21;2.74;1.62;1.13;0.89;0.92
A;1.44;1.09;1.0;1.29;2.02;3.04;4.29;5.21;5.52;4.65;3.11;1.92;1.33;0.96;0.79;0.69
A;1.24;1.06;1.0;1.09;1.61;2.45;3.58;4.07;4.24;3.55;2.53;1.63;0.97;0.8;0.75;0.69
A;1.47;1.09;0.99;1.2;1.95;2.77;4.08;5.01;5.09;4.16;2.95;1.97;1.29;0.95;0.8;0.7
A;1.35;1.03;1.03;1.26;2.03;3.2;4.91;6.15;5.94;5.02;3.48;2.22;1.31;0.91;0.83;0.79
A;1.55;1.27;1.27;1.84;2.91;5.21;7.43;9.39;9.8;7.88;5.48;3.31;2.01;1.37;1.2;0.93
A;1.37;1.15;0.99;1.23;1.71;2.91;4.14;4.94;5.12;4.25;3.03;1.91;1.28;0.98;0.87;0.71
A;1.54;1.05;1.03;1.22;1.79;2.63;3.67;4.57;4.29;3.69;2.7;1.64;1.1;0.84;0.75;0.64
A;1.48;1.2;1.14;1.4;2.29;3.73;5.65;6.68;6.9;5.64;3.94;2.36;1.63;1.2;0.94;0.89
A;1.25;0.99;0.93;1.19;1.62;2.75;3.93;4.66;4.6;3.89;2.71;1.67;1.13;0.84;0.71;0.65
A;1.45;1.2;1.11;1.26;2.2;3.07;4.74;5.66;5.62;4.76;3.39;1.98;1.37;1.0;0.8;0.79
A;1.56;1.19;1.06;1.35;1.9;2.89;4.16;5.13;5.21;4.12;2.98;2.01;1.23;1.01;0.82;0.79
A;1.37;1.08;1.04;1.52;2.73;4.65;6.7;8.48;8.42;6.97;4.69;2.99;1.71;1.24;1.08;1.0
A;1.52;1.15;1.05;1.23;1.92;3.2;4.33;5.51;5.57;4.74;3.21;1.92;1.27;0.95;0.86;0.78
A;1.49;1.22;1.09;1.28;1.98;2.86;3.91;4.53;4.74;3.91;2.65;1.67;1.13;0.86;0.81;0.74
