energy;Permutation_importance;Zone
3.34;0.009151208066381793;K ka
13.42;0.005852664353977365;Rb ka + Br kb
13.4;0.005836119060007196;Rb ka + Br kb
3.24;0.005245672612424883;K ka
3.7;0.004843030792106644;K kb + Ca ka
19.18;0.0042510364487097245;Rh ka Compton
2.58;0.004181922476267618;Cl
13.34;0.00415420436768023;Rb ka + Br kb
3.28;0.003710907214289595;K ka
3.3;0.0033345496202118368;K ka
3.26;0.0032268236554507087;K ka
2.62;0.0031407968388192493;Cl
13.36;0.0031278109481257185;Rb ka + Br kb
3.58;0.0030527975888956027;K kb + Ca ka
13.32;0.0030237646081904134;Rb ka + Br kb
19.06;0.002940702559200075;Rh ka Compton
3.72;0.0029335914920161346;K kb + Ca ka
19.56;0.0029123901329730097;Rh ka Compton
18.96;0.0029083549232986434;Rh ka Compton
3.68;0.002879101178270487;K kb + Ca ka
13.44;0.0028770147451026586;Rb ka + Br kb
2.5;0.0026638275023516027;Cl
3.2;0.002635767211081234;K ka
13.48;0.00261317106427301;Rb ka + Br kb
20.28;0.0025862421383322657;Rh ka Rayleigh
3.18;0.0025607131593745084;K ka
13.5;0.0025449585339881;Rb ka + Br kb
3.22;0.0025431785171931083;K ka
2.52;0.002447466681634433;Cl
3.64;0.0024421873239568745;K kb + Ca ka
19.16;0.002391594418891247;Rh ka Compton
19.32;0.0023865707692219754;Rh ka Compton
15;0.0023847852407543673;background3
19;0.002383035694743214;Rh ka Compton
20.04;0.0023612457799989427;Rh ka Rayleigh
11.92;0.0022491163388474707;Br ka
19.66;0.0022276472584962857;Rh ka Compton
8.06;0.002177877004299093;Cu
8.62;0.002148622262876503;Zn
3.62;0.002131400069805576;K kb + Ca ka
21;0.0020745143897730853;Rh kb Compton
19.02;0.002057725346583034;Rh ka Compton
6.4;0.002052081067075964;Fe
3.52;0.0020346422819533987;K kb + Ca ka
21.34;0.0020043408664282628;Rh kb Compton
13.28;0.001999693726482738;Rb ka + Br kb
