model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;Permutation;7;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.050911;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3"
mlp;Permutation;8;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.050745;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka"
mlp;Permutation;9;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.051186;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu"
mlp;Permutation;10;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.050055;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn"
mlp;Permutation;11;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056258;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton"
mlp;Permutation;12;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056336;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe"
mlp;Permutation;13;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05664;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe; S"
mlp;Permutation;14;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05599;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe; S; background1"
mlp;Permutation;15;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.058248;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe; S; background1; background2"
mlp;Permutation;16;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.059213;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe; S; background1; background2; Rh kb Rayleigh"
mlp;Permutation;17;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05943;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh; background3; Br ka; Cu; Zn; Rh kb Compton; Fe; S; background1; background2; Rh kb Rayleigh; Mn"
