model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;SMX;1;zero;0.5625;0.5625;0.0;0.625;0.625;0.0;0.021207;K ka
mlp;SMX;2;zero;0.5625;0.5625;0.0;0.625;0.625;0.0;0.028262;"K ka; K kb + Ca ka"
mlp;SMX;3;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.054228;"K ka; K kb + Ca ka; Rb ka + Br kb"
mlp;SMX;4;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.053983;"K ka; K kb + Ca ka; Rb ka + Br kb; S"
mlp;SMX;5;zero;0.5625;0.607143;-0.044643;0.625;0.6875;-0.0625;0.05728;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl"
mlp;SMX;6;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.044151;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton"
mlp;SMX;7;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.042613;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn"
mlp;SMX;8;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.046799;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton"
mlp;SMX;9;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.051975;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh"
mlp;SMX;10;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.050403;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe"
mlp;SMX;11;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.049366;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn"
mlp;SMX;12;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056148;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3"
mlp;SMX;13;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.055751;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3; Cu"
mlp;SMX;14;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056285;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3; Cu; Br ka"
mlp;SMX;15;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056205;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3; Cu; Br ka; background1"
mlp;SMX;16;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.057226;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3; Cu; Br ka; background1; Rh kb Rayleigh"
mlp;SMX;17;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05943;"K ka; K kb + Ca ka; Rb ka + Br kb; S; Cl; Rh ka Compton; Zn; Rh kb Compton; Rh ka Rayleigh; Fe; Mn; background3; Cu; Br ka; background1; Rh kb Rayleigh; background2"
mlp;SHAP;1;zero;0.5625;0.5625;0.0;0.625;0.625;0.0;0.021207;K ka
mlp;SHAP;2;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.046267;"K ka; Rb ka + Br kb"
mlp;SHAP;3;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.038407;"K ka; Rb ka + Br kb; Rh ka Compton"
mlp;SHAP;4;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.039691;"K ka; Rb ka + Br kb; Rh ka Compton; Cl"
mlp;SHAP;5;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.04442;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka"
mlp;SHAP;6;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.046848;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton"
mlp;SHAP;7;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.051966;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh"
mlp;SHAP;8;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.051656;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn"
mlp;SHAP;9;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056526;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3"
mlp;SHAP;10;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056319;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka"
mlp;SHAP;11;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056489;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe"
mlp;SHAP;12;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.056336;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu"
mlp;SHAP;13;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.055627;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu; background1"
mlp;SHAP;14;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05599;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu; background1; S"
mlp;SHAP;15;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.058248;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu; background1; S; background2"
mlp;SHAP;16;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.059213;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu; background1; S; background2; Rh kb Rayleigh"
mlp;SHAP;17;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.05943;"K ka; Rb ka + Br kb; Rh ka Compton; Cl; K kb + Ca ka; Rh kb Compton; Rh ka Rayleigh; Zn; background3; Br ka; Fe; Cu; background1; S; background2; Rh kb Rayleigh; Mn"
mlp;Permutation;1;zero;0.5625;0.5625;0.0;0.625;0.625;0.0;0.021207;K ka
mlp;Permutation;2;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.046267;"K ka; Rb ka + Br kb"
mlp;Permutation;3;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.054228;"K ka; Rb ka + Br kb; K kb + Ca ka"
mlp;Permutation;4;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.043333;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton"
mlp;Permutation;5;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.04442;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl"
mlp;Permutation;6;zero;0.5625;0.480769;0.081731;0.625;0.625;0.0;0.046412;"K ka; Rb ka + Br kb; K kb + Ca ka; Rh ka Compton; Cl; Rh ka Rayleigh"
