Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
MLP;0.8055555555555556;0.8181818181818182;0.7857142857142857;"[[11  3]
 [ 4 18]]";0.625;0.9;0.16666666666666666;"[[1 5]
 [1 9]]"
