energy;Permutation_importance;Zone
6.42;0.012607968008672778;Fe ka
6.44;0.011642618782405008;Fe ka
6.46;0.01045552277220178;Fe ka
6.4;0.010273373990060976;Fe ka
6.48;0.007998727225294145;Fe ka
6.38;0.00685254633218616;Fe ka
6.5;0.005096012327708878;Fe ka
6.36;0.004941044494979666;Fe ka
6.34;0.0030032966258984094;Fe ka
6.52;0.0027275420358875814;Fe ka
6.32;0.001930959269368595;Fe ka
6.54;0.001381559830120199;Fe ka
6.3;0.0009304795527126488;Fe ka
4.52;0.0008297123675727058;Ti ka
4.5;0.0007836238636288734;Ti ka
7.1;0.0007604091991522394;Fe kb
4.54;0.0007447614644252817;Ti ka
7.08;0.0007089703466541787;Fe kb
6.56;0.0007086793419386058;Fe ka
4.48;0.0006678558883311165;Ti ka
7.06;0.0006599204542939499;Fe kb
7.12;0.0006328181331010994;Fe kb
3.68;0.0005869364476658756;Ca ka
3.7;0.0005740876599330157;Ca ka
4.56;0.0005681906951394138;Ti ka
6.28;0.0005326463674204667;Fe ka
7.14;0.000531634626336842;Fe kb
7.04;0.0005256854583160935;Fe kb
3.72;0.0005070455922657766;Ca ka
4.46;0.0004869178186248582;Ti ka
3.66;0.0004495390566900845;Ca ka
7.02;0.00040304759309585934;Fe kb
7;0.00035688402903123414;Fe kb
7.16;0.0003390336397764726;Fe kb
4.58;0.00032442715019339696;Ti ka
3.74;0.00032278199574493286;Ca ka
4.44;0.0003154202893719747;Ti ka
6.58;0.0003034623432866297;Fe ka
6.26;0.00026140121882198394;Fe ka
3.64;0.00025928516554957334;Ca ka
7.18;0.0002275798899648236;Fe kb
4.6;0.00021467881223873457;Ti ka
4.42;0.00019857111873830446;Ti ka
6.98;0.00019751537201830998;Fe kb
3.32;0.00017899941174159695;K
5.92;0.00017704306123193783;Mn
3.76;0.00017421489677818828;Ca ka
5.9;0.0001685335666757209;Mn
3.34;0.00015293289279837838;K
3.3;0.00014991019992823318;K
6.96;0.00014727664335226077;Fe kb
3.62;0.0001320065263965066;Ca ka
5.88;0.00011701557138563408;Mn
4.62;0.00011339691608124361;Ti ka
6.6;0.00011177468022233495;Fe ka
1.72;0.00011005407999433535;Si
1.48;0.00010521320156355893;Al
