Class;3.54;3.56;3.58;3.6;3.62;3.64;3.66;3.68;3.7;3.72;3.74;3.76;3.78;3.8;3.82;3.84
A;0.613539555;0.705570488;0.871587073;1.183770435;1.589789258;2.147388442;2.849349874;3.401535473;3.42318981;2.939576279;2.217765038;1.685429248;1.097153086;0.904068579;0.743465578;0.590080689
A;0.6;0.77;0.83;1.01;1.295;1.66;2.205;2.59;2.725;2.49;2.08;1.5;1.075;0.88;0.68;0.675
A;0.62;0.63;0.66;0.925;1.18;1.54;1.84;2.21;2.43;2.38;1.92;1.515;1.11;0.855;0.73;0.645
A;0.541993299;0.644578144;0.873145681;1.155134774;1.708173061;2.322696774;3.044391787;3.66555995;3.566855079;3.265273745;2.666146242;1.797605607;1.15543224;0.916265912;0.675271148;0.666166146
A;0.645;0.79;1.005;1.525;2.055;3.05;4.13;4.745;5.0;4.52;3.665;2.59;1.75;1.28;0.885;0.825
A;0.570844259;0.6842925;0.801352777;1.087672675;1.658506453;2.180725973;2.938887037;3.430503069;3.45931102;3.104533125;2.290598112;1.58465885;1.177723533;0.925635628;0.644666409;0.650056016
A;0.570206292;0.684906801;0.923638139;1.43642153;2.216899179;3.25929407;4.155656533;4.970214709;4.943251971;4.494741036;3.396845191;2.354841473;1.5261036;1.036807874;0.744195766;0.674313939
A;0.62;0.615;0.795;0.89;1.185;1.44;1.87;2.09;2.155;2.06;1.695;1.28;1.105;0.785;0.7;0.74
A;0.555;0.63;0.765;1.04;1.435;1.885;2.48;2.93;3.0;3.015;2.305;1.695;1.195;0.985;0.725;0.7
A;0.63567603;0.841385946;1.254918233;2.181278104;3.444986913;5.536408312;7.331125617;9.008346032;9.142262961;8.291721068;6.013011947;4.030593294;2.531477079;1.448205526;0.980447617;0.864973564
A;0.655;0.765;0.905;1.02;1.5;1.795;2.285;2.59;2.805;2.585;2.025;1.585;1.105;0.875;0.685;0.765
A;0.616293774;0.783212114;1.143771986;1.765445149;2.595879941;3.828610578;5.186334501;5.978168169;6.31566606;5.610720253;4.154869323;3.103277712;1.863429067;1.214552345;0.830194608;0.746845309
A;0.56;0.675;0.705;0.98;1.425;1.86;2.22;2.745;2.885;2.61;1.935;1.59;1.175;0.91;0.73;0.63
A;0.54;0.595;0.705;0.835;1.02;1.36;1.565;1.785;1.715;1.685;1.4;1.145;0.88;0.72;0.675;0.64
A;0.616851606;0.770135873;1.076690567;1.459981964;2.30491654;3.421853486;4.458200798;5.201121162;5.418323464;4.748642081;3.64462529;2.328777334;1.596949842;1.032987984;0.753736448;0.728159085
A;0.520878416;0.68599387;0.934643799;1.195964793;1.580731486;2.159669468;2.787568476;3.279399461;3.337438859;2.987272506;2.313907683;1.734952893;1.279500948;0.827567743;0.756801815;0.695070562
A;0.64;0.845;1.01;1.46;2.03;2.905;3.915;4.59;4.93;4.34;3.43;2.65;1.71;1.22;0.98;0.715
A;0.730292185;0.871307626;1.25271171;1.863821422;2.923180764;4.627998835;6.027170609;7.214663578;7.556468578;6.511610072;5.012835519;3.3117769;2.142139544;1.314190455;0.873160114;0.743068939
A;0.567993804;0.755587217;1.051144837;1.635060114;2.468608359;3.829320766;5.211377237;6.174149517;6.43966964;5.689183674;4.28246862;3.015332974;1.764277911;1.104163379;0.805175807;0.642340811
A;0.605;0.62;0.715;0.885;1.075;1.455;1.75;2.055;2.07;1.91;1.625;1.275;1.025;0.82;0.75;0.685
A;0.615;0.735;0.735;1.05;1.335;1.71;2.355;2.615;2.82;2.695;2.12;1.61;1.135;0.905;0.765;0.685
A;0.61;0.73;0.78;0.965;1.16;1.505;1.65;1.815;2.015;1.9;1.65;1.27;1.02;0.785;0.78;0.755
A;0.634437775;0.648906531;0.972084137;1.28243323;1.93546825;2.76653412;3.539510755;4.203298313;4.38385702;3.944992438;2.986410218;2.04374625;1.366932119;0.90946298;0.758214444;0.727399016
A;0.565;0.675;0.88;1.17;1.775;2.45;3.235;3.965;4.14;3.77;2.905;2.225;1.555;1.08;0.835;0.745
A;0.668324012;0.759659269;0.933420243;1.177222718;1.653861802;1.980089994;2.630485682;2.893875164;3.053597608;2.739797329;2.110887663;1.519655004;1.044779475;0.851116877;0.652242268;0.666634741
A;0.64;0.71;0.67;0.835;1.03;1.295;1.64;1.78;1.84;1.745;1.455;1.175;0.91;0.8;0.68;0.615
A;0.606022165;0.622256443;0.730127686;0.90093925;0.997989266;1.276711048;1.595035964;1.726293114;1.760444221;1.571703649;1.248029019;1.055592051;0.703130644;0.685204071;0.634777274;0.600616423
A;0.577646891;0.639060184;0.81648826;1.22375446;1.717806558;2.583153458;3.213487557;3.676909227;3.888006395;3.338644163;2.639987966;1.80335721;1.193276471;0.856551526;0.677153735;0.646398586
A;0.555;0.705;0.83;0.995;1.32;1.865;2.435;2.93;3.005;2.735;2.32;1.68;1.35;0.9;0.755;0.735
A;0.605;0.7;0.775;1.02;1.245;1.615;2.26;2.525;2.57;2.3;1.995;1.44;1.195;0.86;0.76;0.685
A;0.639535136;0.830292098;1.031934925;1.368096139;2.069380159;3.103088967;4.12240794;4.701966391;4.880016442;4.364009395;3.352055469;2.245615899;1.57520211;1.062865796;0.764887642;0.724932382
A;0.58;0.63;0.73;0.8;1.055;1.38;1.72;1.985;2.14;1.96;1.705;1.29;1.06;0.77;0.7;0.63
A;0.59781902;0.664846477;0.922085362;1.315203679;1.851422938;2.623168301;3.384034346;3.952872421;3.842340052;3.418446975;2.79525019;1.925692243;1.271723887;0.925708877;0.744547466;0.666653052
A;0.645160332;0.76593876;0.865039207;1.324597255;1.706687693;2.658225265;3.254637919;3.968363587;4.018837895;3.555606082;2.802364899;2.014833234;1.279488618;0.937111628;0.704634143;0.701059344
A;0.582134015;0.808487172;1.124746115;1.793041529;2.700372241;4.389256529;5.752750359;6.762530306;6.84324339;6.158692773;4.565152389;3.172731413;1.960040428;1.187579614;0.821036739;0.695355465
A;0.58;0.625;0.675;0.76;0.935;1.095;1.22;1.33;1.4;1.265;1.115;0.945;0.88;0.74;0.745;0.66
A;0.605;0.71;0.935;1.2;1.655;2.385;3.16;3.515;3.95;3.445;2.925;2.115;1.445;1.05;0.88;0.74
A;0.512956146;0.627413576;0.702448205;0.857996243;1.165438792;1.408501495;1.841098647;2.039429324;2.041172826;1.867859747;1.555011086;1.165360071;0.929446982;0.689916698;0.598812086;0.573733933
A;0.744774629;0.95164511;1.266594008;2.1965404;3.591984544;5.341137951;7.523350931;8.674251005;9.019295643;7.88452918;5.785657433;3.85537203;2.327892754;1.433862601;0.949863341;0.799302277
A;0.70861559;0.929785082;1.154505615;1.814161328;2.796467386;4.354864428;5.589128945;6.76557442;6.937633174;5.969930223;4.594466321;3.09927355;1.948439664;1.158073418;0.906218885;0.74667091
A;0.6;0.65;0.69;0.885;1.08;1.335;1.565;1.71;1.855;1.705;1.425;1.17;0.95;0.715;0.66;0.665
A;0.557452797;0.712338983;0.731989104;0.856645409;1.300092419;1.756094754;2.140782862;2.527340398;2.726698085;2.226234654;1.821935967;1.296590805;0.895876975;0.71242847;0.660753957;0.648273551
A;0.665;0.72;0.83;1.14;1.705;2.245;2.99;3.375;3.605;3.28;2.785;2.11;1.42;0.995;0.795;0.695
A;0.575;0.665;0.88;1.165;1.87;2.745;3.725;4.615;4.66;4.26;3.61;2.465;1.765;1.15;0.845;0.78
A;0.586260525;0.76017843;0.99140297;1.376908211;2.01669322;2.734184997;3.625109179;4.240129947;4.329649528;3.806013408;2.984994723;2.119198908;1.416269315;0.984324169;0.751280802;0.614922512
A;0.633884109;0.786376524;0.994019554;1.471681483;2.177215914;3.180485808;4.192778652;4.880236175;4.872687067;4.380209437;3.334765587;2.285709111;1.524906924;0.98103256;0.749602556;0.683452135
A;0.61;0.63;0.77;0.865;1.16;1.47;1.76;2.02;2.065;1.86;1.495;1.11;0.91;0.755;0.625;0.625
A;0.54;0.69;0.755;0.865;1.03;1.1;1.295;1.385;1.42;1.39;1.18;1.015;0.94;0.73;0.62;0.685
A;0.528768289;0.660455349;0.809589535;1.081386286;1.540431792;2.130936064;2.809941956;3.298119042;3.360979197;2.832650199;2.336673099;1.593458049;1.127798962;0.792934517;0.699258255;0.627954715
A;0.629854918;0.788677268;0.987186507;1.301206794;1.911159502;2.723346297;3.452383178;4.291599201;4.372868526;3.966784745;3.062673358;2.057396847;1.386051381;0.992631672;0.725495811;0.711075093
A;0.635;0.68;0.85;1.07;1.345;1.69;2.29;2.67;2.86;2.51;2.32;1.655;1.16;0.935;0.755;0.725
A;0.62;0.765;0.995;1.3;1.885;2.735;3.57;4.095;4.35;4.035;3.1;2.205;1.475;1.135;0.91;0.7
A;0.585503894;0.720225026;0.885399237;1.109878732;1.454650161;1.880364479;2.395960992;2.740682889;2.869641699;2.597090558;2.070749542;1.531920739;0.982359817;0.804704011;0.739785004;0.612445644
A;0.682052522;0.74604908;1.010539898;1.506699507;2.155910923;3.21380742;4.067886046;4.85206214;4.921277831;4.574655629;3.472745225;2.394847;1.486287582;1.15649613;0.758812142;0.74043883
A;0.705;0.755;0.825;1.045;1.335;1.755;2.08;2.39;2.53;2.35;1.995;1.49;1.145;0.885;0.745;0.73
A;0.685;0.67;0.86;1.08;1.255;1.94;2.36;2.645;2.835;2.46;2.12;1.675;1.185;0.905;0.78;0.72
A;0.535;0.635;0.76;0.935;1.23;1.665;2.01;2.41;2.42;2.455;2.01;1.53;1.15;0.855;0.71;0.62
A;0.594032921;0.703927687;1.054716909;1.451734881;2.144942119;3.254747673;4.103551559;4.919211659;4.940789999;4.318523006;3.398114564;2.304504219;1.446580822;1.013886562;0.726686999;0.567331064
A;0.705263088;0.799524995;1.020750555;1.443068171;2.255442574;3.239996307;4.233377188;5.098321653;5.261459764;4.759282289;3.577233817;2.444122945;1.562808436;1.109610096;0.73790413;0.712591914
A;0.67;0.76;0.91;1.21;1.7;2.24;3.055;3.665;3.97;3.535;2.845;2.08;1.555;1.03;0.84;0.69
A;0.59;0.79;0.97;1.25;1.93;2.565;3.495;4.035;4.42;3.98;3.165;2.16;1.485;1.095;0.875;0.75
A;0.665430187;0.812900412;1.088067437;1.636601932;2.649120711;4.008757005;5.163354885;5.979869185;6.350321824;5.607572975;4.163418223;2.900904197;1.854209258;1.136625584;0.832684525;0.722982656
A;0.561541917;0.693992654;0.719003208;0.956773694;1.203761851;1.530764146;1.942276785;2.174769737;2.276699745;1.949657731;1.591845323;1.273470585;0.899672372;0.754710684;0.636732455;0.601019305
A;0.647203397;0.790027009;0.994296004;1.113909593;1.619779264;2.261472079;2.818476443;3.154754418;3.109601203;2.762640778;2.175169823;1.466388861;1.160709658;0.781049238;0.632781135;0.668973103
A;0.595;0.675;0.795;0.945;1.24;1.575;2.11;2.28;2.38;2.225;1.795;1.325;0.985;0.75;0.74;0.675
A;0.560636739;0.646368764;0.880239657;1.237362538;1.730193396;2.581933335;3.399675512;3.938937811;4.112179695;3.717486652;2.765803176;1.972998078;1.278425617;0.980254311;0.699903172;0.676678388
A;0.77;0.81;0.925;1.315;2.045;2.85;3.935;4.49;4.9;4.275;3.385;2.33;1.63;1.095;0.89;0.675
A;0.62;0.745;0.97;1.455;2.265;3.25;4.23;5.125;5.15;4.67;3.605;2.6;1.73;1.15;0.835;0.74
A;0.682011992;0.831699452;1.110745742;1.681757909;2.615256343;3.977858397;5.210596605;6.359738354;6.540263409;5.677434733;4.11264242;2.962078741;1.805428371;1.192977174;0.849845071;0.716746156
A;0.625;0.65;0.77;0.91;1.065;1.26;1.585;1.735;1.805;1.58;1.465;1.18;0.955;0.85;0.685;0.725
A;0.575;0.675;0.685;0.8;0.9;1.23;1.425;1.57;1.615;1.45;1.295;1.09;0.79;0.735;0.685;0.665
A;0.58;0.635;0.785;0.83;1.0;1.265;1.405;1.68;1.79;1.53;1.355;1.055;0.86;0.64;0.705;0.685
A;0.58;0.735;0.785;0.905;1.135;1.395;1.765;1.925;2.07;1.94;1.515;1.2;0.99;0.805;0.7;0.63
A;0.61;0.67;0.775;1.02;1.28;1.66;2.01;2.395;2.58;2.295;1.91;1.555;1.17;0.96;0.78;0.72
