A;1.11;2.88;6.195;10.905;15.345;16.505;14.45;9.935;5.85;2.985;1.615;0.965
A;1.16;2.93;6.61;11.6;15.83;17.39;15.18;10.4;6.15;3.17;1.72;0.95
A;0.92;2.56;5.8;10.38;14.23;15.21;13.07;8.75;4.96;2.63;1.39;0.76
A;0.98;2.33;4.92;8.86;12.17;13.9;12.18;8.33;4.82;2.43;1.33;0.87
A;1.19;3.05;6.59;11.71;16.91;18.17;15.65;11.19;6.82;3.47;1.72;1.14
A;1.08;2.78;5.75;10.4;14.37;15.94;13.39;9.78;5.44;3.11;1.61;0.78
A;0.98;2.65;5.8;10.26;14.4;15.8;13.42;9.05;5.06;2.74;1.48;0.88
A;0.935;2.47;5.47;9.975;14.165;15.27;12.765;8.58;4.845;2.47;1.465;0.765
A;0.99;2.56;6.02;10.54;14.1;16.08;13.87;9.35;5.47;2.87;1.52;0.96
A;1.13;2.69;5.61;9.8;13.77;15.5;13.53;9.39;5.67;3.08;1.66;0.93
A;0.92;2.51;5.5;10.41;13.89;15.16;12.63;8.64;4.98;2.38;1.34;0.86
A;1.1;2.84;6.35;11.14;15.81;17.22;14.64;10.24;5.93;3.15;1.65;0.94
A;0.93;2.4;5.14;9.27;12.85;13.67;11.85;8.28;4.83;2.74;1.47;0.87
A;0.985;2.485;5.36;9.635;13.23;14.515;12.55;8.87;5.09;2.67;1.55;0.775
A;0.94;2.43;5.24;9.28;12.71;14.2;12.19;8.59;4.96;2.76;1.34;0.78
A;0.99;2.42;5.56;9.42;13.39;14.83;12.93;8.88;5.23;2.76;1.41;0.9
A;1.12;3.04;6.94;11.9;15.82;18.16;15.32;10.45;5.9;3.2;1.78;1.15
A;1.04;2.58;5.3;9.51;12.7;14.18;13.07;8.79;5.16;3.13;1.39;0.9
A;0.87;2.12;4.595;7.925;11.205;12.33;11.055;7.615;4.46;2.5;1.36;0.765
A;1.1;2.7;6.22;11.22;15.88;15.92;13.77;9.02;5.16;2.8;1.39;0.84
A;1.135;2.915;5.99;10.765;14.81;16.335;14.25;10.055;6.06;3.215;1.785;0.99
A;1.24;2.79;6.3;10.51;14.95;16.39;14.12;9.89;5.71;3.09;1.46;0.9
A;0.935;2.625;5.46;9.285;13.325;14.335;12.4;8.925;5.275;2.865;1.585;0.875
