energy;VIP_Score;Zone
2.99;5.530082900123017;Ag La
3.02;5.207960562040331;Ag La
3.05;4.81862242112175;Ag La
2.97;4.410281140670329;Ag La
3.07;4.409277039839614;Ag La
3.17;4.102814143491561;Ag Lb
3.22;3.925703370719488;Ag Lb
3.20;3.912474990877478;Ag Lb
3.15;3.870204813515926;Ag Lb
21.87;3.777503080596052;Ag ka
3.10;3.7187716478963435;Ag Lb
2.94;3.652577204148904;Ag La
21.90;3.4851658015658975;Ag ka
21.93;3.408545808072482;Ag ka
3.25;3.3824580019112895;Ag Lb
22.31;3.296852684951332;Ag ka
21.85;3.2871221595688427;Ag ka
22.28;3.2744237580050264;Ag ka
3.12;3.2443771008967834;Ag Lb
21.82;3.2087794913862098;Ag ka
22.33;3.1257892988277907;Ag ka
21.95;3.0522983589726636;Ag ka
22.26;3.03500523883505;Ag ka
22.23;2.9217897090879146;Ag ka
22.36;2.8759356754543126;Ag ka
21.98;2.8143172409925685;Ag ka
22.39;2.5638862783703193;Ag ka
3.28;2.5202979162732664;Ag Lb
22.00;2.455402611999042;Ag ka
21.80;2.4351148089612904;Ag ka
22.21;2.322848834760707;Ag ka
3.30;2.3136850863529994;Ag Lb
2.92;2.261344715323192;Ag La
22.03;2.197477809471257;Ag ka
22.41;2.1632534475813046;Ag ka
22.08;2.038404770500387;Ag ka
21.77;1.977306853355488;Ag ka
22.05;1.9638386572027924;Ag ka
22.16;1.7595640258894492;Ag ka
2.89;1.68801156684917;Ag La
22.18;1.6831563858474872;Ag ka
3.33;1.6803104377747136;Ag Lb
22.13;1.6617664395122522;Ag ka
22.44;1.6498289551976453;Ag ka
8.75;1.6159057586970722;Zn
22.10;1.5899293557527279;Ag ka
21.31;1.589633926751712;Ag compton
3.35;1.5028355886289506;Ag Lb
8.67;1.499031057922042;Zn
21.06;1.4904967836171223;Ag compton
21.08;1.4257651345938471;Ag compton
21.13;1.4245852869454403;Ag compton
20.95;1.4114628941238947;Ag compton
21.16;1.410598298437029;Ag compton
21.11;1.378298433033861;Ag compton
6.35;1.3678432297342282;Fe
6.42;1.364944190724799;Fe
22.46;1.3479704981505838;Ag ka
21.03;1.342651743024161;Ag compton
8.70;1.3357156587071077;Zn
21.26;1.3251269479195116;Ag compton
21.75;1.316706690109866;Ag ka
19.52;1.3157390966900775;Bremsstrahlung
21.23;1.3133472655133136;Ag compton
21.18;1.3021836901794583;Ag compton
8.73;1.2926836314908223;Zn
18.80;1.2900355520613267;Bremsstrahlung
21.00;1.2802612619134877;Ag compton
19.47;1.2802410135848048;Bremsstrahlung
18.45;1.258626519251634;Bremsstrahlung
21.34;1.2540730350028686;Ag compton
21.21;1.245840241374672;Ag compton
20.88;1.242911039175033;Ag compton
21.29;1.2420792876060798;Ag compton
20.93;1.2098975904557434;Ag compton
19.96;1.2078804592181986;Bremsstrahlung
3.38;1.1999570544478142;Ag Lb
21.36;1.191401134951163;Ag compton
21.41;1.1863480112203995;Ag compton
19.50;1.1764302245506695;Bremsstrahlung
18.52;1.1745473343663537;Bremsstrahlung
18.57;1.1737813952331795;Bremsstrahlung
18.40;1.1529015195345853;Bremsstrahlung
20.98;1.1371266657348356;Ag compton
19.24;1.1261416769440225;Bremsstrahlung
18.27;1.1246085173232692;Bremsstrahlung
19.37;1.1151558756114321;Bremsstrahlung
6.45;1.1144508941872195;Fe
18.50;1.103449791640242;Bremsstrahlung
20.90;1.102463923620506;Ag compton
19.21;1.099700285297093;Bremsstrahlung
21.39;1.0995902484455784;Ag compton
18.96;1.099410974775107;Bremsstrahlung
18.93;1.0935427603119128;Bremsstrahlung
17.99;1.0905759064360214;Bremsstrahlung
2.82;1.0896559001864083;Ag La
18.47;1.0887696382596386;Bremsstrahlung
22.49;1.0845965817968803;Ag ka
18.88;1.0752371129397698;Bremsstrahlung
20.70;1.071225166231167;Ag compton
19.39;1.0658549990193698;Bremsstrahlung
17.65;1.0614498741566676;Bremsstrahlung
19.67;1.05409773963092;Bremsstrahlung
16.91;1.0539228313582112;Bremsstrahlung
20.72;1.0488886319720516;Ag compton
19.55;1.04761025580395;Bremsstrahlung
19.44;1.044722670407453;Bremsstrahlung
19.65;1.0446292608641938;Bremsstrahlung
19.62;1.0433341754821952;Bremsstrahlung
19.60;1.0424757140125969;Bremsstrahlung
20.44;1.0423334025636346;Ag compton
19.32;1.0415382184219582;Bremsstrahlung
18.70;1.0402892957683552;Bremsstrahlung
19.34;1.0332116047090472;Bremsstrahlung
20.01;1.0321823592061043;Bremsstrahlung
20.03;1.0300894107543939;Bremsstrahlung
19.70;1.0287303073621983;Bremsstrahlung
20.85;1.0265667360488748;Ag compton
18.98;1.0250111024275403;Bremsstrahlung
21.62;1.0244861778318455;Ag ka
19.75;1.022784992048399;Bremsstrahlung
2.87;1.0225292002421238;Ag La
17.78;1.0131078795592858;Bremsstrahlung
20.29;1.0091238169199155;Ag compton
18.63;1.0083179172051402;Bremsstrahlung
18.24;1.0068434833100084;Bremsstrahlung
17.63;1.0062547398105404;Bremsstrahlung
19.42;1.0052638604454232;Bremsstrahlung
21.72;1.0045634657789675;Ag ka
21.54;1.0036194510022614;Ag ka
20.57;1.0033527348727833;Ag compton
18.55;1.0032695689940372;Bremsstrahlung
19.26;1.001785068609061;Bremsstrahlung
12.97;0.9997011881836981;Bremsstrahlung
21.64;0.9969015326554004;Ag ka
19.16;0.9952042938100814;Bremsstrahlung
18.60;0.9931009928622552;Bremsstrahlung
19.73;0.9917680942793096;Bremsstrahlung
18.75;0.990910534897308;Bremsstrahlung
21.57;0.9890111294449245;Ag ka
21.46;0.9886585902897266;Ag compton
17.81;0.988449894016207;Bremsstrahlung
2.84;0.9882328152668756;Ag La
19.88;0.987486048920872;Bremsstrahlung
20.83;0.9863487815520814;Ag compton
16.40;0.9860709359961274;Bremsstrahlung
18.91;0.9828009815129666;Bremsstrahlung
18.78;0.9818314599799252;Bremsstrahlung
19.03;0.9808504383901416;Bremsstrahlung
20.11;0.9804707019952745;Ag compton
19.80;0.9713588661131348;Bremsstrahlung
20.31;0.9708536464200797;Ag compton
22.56;0.9676212319034032;Ag ka
20.80;0.9655935714188689;Ag compton
18.19;0.9640500019616857;Bremsstrahlung
20.42;0.9637426089335415;Ag compton
20.24;0.9630966299972491;Ag compton
18.06;0.9609516957891383;Bremsstrahlung
17.45;0.9599544185797285;Bremsstrahlung
19.57;0.9596481913127315;Bremsstrahlung
19.19;0.9595146253067135;Bremsstrahlung
18.83;0.9551309793445428;Bremsstrahlung
18.09;0.9549489450823034;Bremsstrahlung
20.16;0.9542560412583637;Ag compton
19.83;0.9538074911046965;Bremsstrahlung
18.86;0.9531080679798699;Bremsstrahlung
20.75;0.9490399782182128;Ag compton
17.76;0.948465289745806;Bremsstrahlung
17.58;0.9479216040407356;Bremsstrahlung
18.34;0.9453793349167291;Bremsstrahlung
19.85;0.943934225531804;Bremsstrahlung
3.40;0.9427707055235993;Ag Lb
19.14;0.9420072539856212;Bremsstrahlung
18.11;0.9406304402059678;Bremsstrahlung
19.29;0.9399286584149882;Bremsstrahlung
20.06;0.9388304231150649;Ag compton
19.06;0.937698527482646;Bremsstrahlung
6.40;0.9346517863960836;Fe
22.51;0.9328907213253683;Ag ka
18.37;0.9324874498800717;Bremsstrahlung
14.66;0.9308821931518865;Bremsstrahlung
18.01;0.9261937023334855;Bremsstrahlung
12.31;0.9248493803413537;Bremsstrahlung
21.59;0.9227600963067313;Ag ka
19.98;0.9208633121700238;Bremsstrahlung
20.26;0.9189225660207049;Ag compton
21.49;0.9158079013591103;Ag ka
17.73;0.9157150897964236;Bremsstrahlung
