LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;0.6343283582089553;0.7559523809523809;0.43;"[[ 43  57]
 [ 41 127]]";0.4925373134328358;0.6607142857142857;0.21;"[[ 21  79]
 [ 57 111]]";0.6260869565217392;0.6944444444444444;0.5116279069767442;"[[22 21]
 [22 50]]";11.749629017021787;7.425721987197149;11.749629017021787;7.425721987197149
2;0.7313432835820896;0.8273809523809523;0.57;"[[ 57  43]
 [ 29 139]]";0.5671641791044776;0.7142857142857143;0.32;"[[ 32  68]
 [ 48 120]]";0.6956521739130435;0.7916666666666666;0.5348837209302325;"[[23 20]
 [15 57]]";29.46029117986946;9.243836398789703;17.710662162847676;1.8181144115925543
3;0.7798507462686567;0.8511904761904762;0.66;"[[ 66  34]
 [ 25 143]]";0.6417910447761194;0.7440476190476191;0.47;"[[ 47  53]
 [ 43 125]]";0.782608695652174;0.8194444444444444;0.7209302325581395;"[[31 12]
 [13 59]]";51.124817161268254;11.730577110101189;21.664525981398793;2.4867407113114854
4;0.8208955223880597;0.875;0.73;"[[ 73  27]
 [ 21 147]]";0.6194029850746269;0.7023809523809523;0.48;"[[ 48  52]
 [ 50 118]]";0.7652173913043478;0.8333333333333334;0.6511627906976745;"[[28 15]
 [12 60]]";61.67905389320015;16.883400957803854;10.554236731931894;5.152823847702665
