model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SMX;1;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.05748;Pb-212
pls;SMX;2;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.084738;"Pb-212; Pb-214"
pls;SMX;3;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.089163;"Pb-212; Pb-214; Tl-208"
pls;SMX;4;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.090991;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208"
pls;SMX;5;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.092874;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228"
pls;SMX;6;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.093954;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1"
pls;SMX;7;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094143;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; background 2"
pls;SMX;8;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094146;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; background 2; K-40"
pls;SMX;9;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094185;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; background 2; K-40; Bi-214"
pls;SHAP;1;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.05748;Pb-212
pls;SHAP;2;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.084738;"Pb-212; Pb-214"
pls;SHAP;3;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.086644;"Pb-212; Pb-214; Ac-228 + Tl-208"
pls;SHAP;4;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.088527;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228"
pls;SHAP;5;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.092874;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228; Tl-208"
pls;SHAP;6;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.093954;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228; Tl-208; background 1"
pls;SHAP;7;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.093958;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228; Tl-208; background 1; K-40"
pls;SHAP;8;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094007;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228; Tl-208; background 1; K-40; Bi-214"
pls;SHAP;9;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094185;"Pb-212; Pb-214; Ac-228 + Tl-208; Ac-228; Tl-208; background 1; K-40; Bi-214; background 2"
pls;Permutation;1;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.05748;Pb-212
pls;Permutation;2;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.084738;"Pb-212; Pb-214"
pls;Permutation;3;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.089163;"Pb-212; Pb-214; Tl-208"
pls;Permutation;4;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.090991;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208"
pls;Permutation;5;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.092874;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228"
pls;Permutation;6;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.093954;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1"
pls;Permutation;7;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094003;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214"
pls;Permutation;8;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094182;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214; background 2"
pls;Permutation;9;zero;0.635014;0.550476;0.084537;0.72;0.68;0.04;0.094185;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214; background 2; K-40"
