Class;3.44;3.46;3.48;3.5;3.52;3.54;3.56;3.58;3.6;3.62;3.64;3.66;3.68;3.7;3.72;3.74;3.76;3.78;3.8;3.82;3.84
A;0.0978;0.1047;0.1497;0.2211;0.2936;0.34;0.3669;0.3786;0.3517;0.3206;0.2667;0.2256;0.1881;0.1433;0.1042;0.0769;0.0539;0.0378;0.0314;0.0278;0.0253
A;0.0769;0.1069;0.1387;0.2097;0.279;0.3272;0.3579;0.3738;0.3392;0.2813;0.241;0.2054;0.161;0.1218;0.0941;0.0664;0.0444;0.0349;0.0251;0.0241;0.0254
A;0.0894;0.1003;0.1378;0.1919;0.2517;0.3208;0.3411;0.3328;0.3153;0.2719;0.2411;0.1983;0.1597;0.1317;0.0978;0.0722;0.0433;0.0367;0.0286;0.0322;0.0264
A;0.0906;0.0944;0.1375;0.185;0.2436;0.2978;0.335;0.3186;0.2961;0.2406;0.2114;0.1631;0.1247;0.1131;0.0867;0.0542;0.0422;0.0331;0.0264;0.0211;0.0175
A;0.0943;0.1045;0.1445;0.1915;0.2507;0.3172;0.342;0.3423;0.2955;0.2682;0.205;0.164;0.1305;0.0988;0.0737;0.0525;0.046;0.0313;0.0257;0.0262;0.02
A;0.0895;0.094;0.1343;0.191;0.254;0.3135;0.3292;0.329;0.2918;0.2377;0.184;0.1447;0.1083;0.0828;0.0615;0.0455;0.0435;0.032;0.0255;0.0203;0.0193
A;0.0769;0.0839;0.1181;0.1569;0.2117;0.2572;0.2811;0.2792;0.2261;0.2136;0.1694;0.1219;0.0953;0.0811;0.0547;0.0456;0.0317;0.0242;0.0269;0.0194;0.0208
A;0.0823;0.0892;0.1128;0.1747;0.2328;0.2672;0.306;0.282;0.2675;0.2285;0.2037;0.1767;0.1405;0.1003;0.0885;0.0537;0.0445;0.0293;0.0297;0.026;0.0288
A;0.0951;0.1092;0.1503;0.2211;0.2827;0.3422;0.3759;0.3727;0.3397;0.2895;0.2389;0.1819;0.157;0.1235;0.0795;0.0695;0.0389;0.0314;0.0278;0.0249;0.0208
A;0.0934;0.0989;0.128;0.1863;0.2449;0.3057;0.3211;0.3234;0.3014;0.2597;0.2174;0.1663;0.1374;0.1146;0.0846;0.064;0.0417;0.0369;0.0314;0.0231;0.0306
A;0.0668;0.0695;0.1089;0.14;0.1897;0.2316;0.2773;0.2789;0.2905;0.2889;0.2868;0.2638;0.2351;0.19;0.1478;0.0908;0.0673;0.0468;0.0343;0.0259;0.0243
A;0.0938;0.099;0.1379;0.1823;0.2605;0.3221;0.3362;0.3451;0.3141;0.2792;0.2246;0.191;0.1536;0.1205;0.081;0.0656;0.0492;0.0267;0.0274;0.0259;0.0233
A;0.0874;0.0926;0.13;0.1721;0.2379;0.2877;0.3226;0.3233;0.3064;0.2508;0.2295;0.1692;0.1621;0.1126;0.0908;0.0659;0.0397;0.031;0.0269;0.0233;0.0256
A;0.0694;0.0689;0.1071;0.1457;0.1814;0.23;0.2369;0.2691;0.2371;0.2209;0.1877;0.1743;0.1406;0.1117;0.0857;0.064;0.0446;0.0334;0.0283;0.0291;0.03
B;0.0928;0.1038;0.1528;0.1954;0.2705;0.3282;0.3662;0.3541;0.3208;0.27;0.2277;0.1803;0.1433;0.1144;0.0862;0.0572;0.0369;0.0321;0.0282;0.0236;0.0244
B;0.1059;0.1184;0.1611;0.2224;0.3049;0.3346;0.3724;0.3676;0.3438;0.27;0.2124;0.153;0.1211;0.0946;0.0716;0.0457;0.0395;0.0273;0.0257;0.0243;0.0238
