model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;SMX;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.03151;Ca ka
mlp;SMX;2;zero;1.0;0.991886;0.008114;1.0;0.99187;0.00813;0.079917;"Ca ka; Ti ka"
mlp;SMX;3;zero;1.0;0.882917;0.117083;1.0;0.886179;0.113821;0.146722;"Ca ka; Ti ka; Ti kb"
mlp;SMX;4;zero;1.0;0.805119;0.194881;1.0;0.821138;0.178862;0.185836;"Ca ka; Ti ka; Ti kb; Cu ka"
mlp;SMX;5;zero;1.0;0.602881;0.397119;1.0;0.682927;0.317073;0.270367;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering"
mlp;SMX;6;zero;1.0;0.624758;0.375242;1.0;0.691057;0.308943;0.299203;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb"
mlp;SMX;7;zero;1.0;0.681573;0.318427;1.0;0.723577;0.276423;0.280942;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb"
mlp;SMX;8;zero;1.0;0.749635;0.250365;1.0;0.747967;0.252033;0.312899;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka"
mlp;SMX;9;zero;1.0;0.766857;0.233143;1.0;0.764228;0.235772;0.314544;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1"
mlp;SMX;10;zero;1.0;0.7264;0.2736;1.0;0.723577;0.276423;0.336399;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb"
mlp;SMX;11;zero;1.0;0.709642;0.290358;1.0;0.707317;0.292683;0.340525;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb; Zn kb"
mlp;SMX;12;zero;1.0;0.693511;0.306489;1.0;0.691057;0.308943;0.351401;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb; Zn kb; Zn ka"
mlp;SMX;13;zero;1.0;0.65272;0.34728;1.0;0.650407;0.349593;0.356765;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb; Zn kb; Zn ka; Ar ka + Ag L"
mlp;SMX;14;zero;1.0;0.464806;0.535194;1.0;0.495935;0.504065;0.474565;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb; Zn kb; Zn ka; Ar ka + Ag L; background3"
mlp;SMX;15;zero;1.0;0.211286;0.788714;1.0;0.382114;0.617886;0.491567;"Ca ka; Ti ka; Ti kb; Cu ka; Ag ka scattering; Ca kb; Fe kb; Fe ka; background1; Cu kb; Zn kb; Zn ka; Ar ka + Ag L; background3; background2"
mlp;SHAP;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.03151;Ca ka
mlp;SHAP;2;zero;1.0;0.991886;0.008114;1.0;0.99187;0.00813;0.079917;"Ca ka; Ti ka"
mlp;SHAP;3;zero;1.0;0.927723;0.072277;1.0;0.926829;0.073171;0.113693;"Ca ka; Ti ka; Fe ka"
mlp;SHAP;4;zero;1.0;0.959685;0.040315;1.0;0.95935;0.04065;0.121163;"Ca ka; Ti ka; Fe ka; Cu ka"
mlp;SHAP;5;zero;1.0;0.943559;0.056441;1.0;0.943089;0.056911;0.17781;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb"
mlp;SHAP;6;zero;1.0;0.935574;0.064426;1.0;0.934959;0.065041;0.221969;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering"
mlp;SHAP;7;zero;1.0;0.798093;0.201907;1.0;0.796748;0.203252;0.264067;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb"
mlp;SHAP;8;zero;1.0;0.781272;0.218728;1.0;0.780488;0.219512;0.281125;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb"
mlp;SHAP;9;zero;1.0;0.710306;0.289694;1.0;0.707317;0.292683;0.344314;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3"
mlp;SHAP;10;zero;1.0;0.624653;0.375347;1.0;0.634146;0.365854;0.405783;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb"
mlp;SHAP;11;zero;1.0;0.615052;0.384948;1.0;0.626016;0.373984;0.413479;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb; background2"
mlp;SHAP;12;zero;1.0;0.571752;0.428248;1.0;0.585366;0.414634;0.434695;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb; background2; background1"
mlp;SHAP;13;zero;1.0;0.60534;0.39466;1.0;0.617886;0.382114;0.443775;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb; background2; background1; Ar ka + Ag L"
mlp;SHAP;14;zero;1.0;0.442478;0.557522;1.0;0.479675;0.520325;0.477141;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb; background2; background1; Ar ka + Ag L; Zn ka"
mlp;SHAP;15;zero;1.0;0.211286;0.788714;1.0;0.382114;0.617886;0.491567;"Ca ka; Ti ka; Fe ka; Cu ka; Ti kb; Ag ka scattering; Fe kb; Cu kb; background3; Ca kb; background2; background1; Ar ka + Ag L; Zn ka; Zn kb"
mlp;Permutation;1;zero;1.0;0.991886;0.008114;1.0;0.99187;0.00813;0.019509;Fe ka
mlp;Permutation;2;zero;1.0;0.959685;0.040315;1.0;0.95935;0.04065;0.063395;"Fe ka; Ca ka"
mlp;Permutation;3;zero;1.0;0.927723;0.072277;1.0;0.926829;0.073171;0.113693;"Fe ka; Ca ka; Ti ka"
mlp;Permutation;4;zero;1.0;0.959685;0.040315;1.0;0.95935;0.04065;0.121163;"Fe ka; Ca ka; Ti ka; Cu ka"
mlp;Permutation;5;zero;1.0;0.935703;0.064297;1.0;0.934959;0.065041;0.157419;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb"
mlp;Permutation;6;zero;1.0;0.871727;0.128273;1.0;0.869919;0.130081;0.220552;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb"
mlp;Permutation;7;zero;1.0;0.807212;0.192788;1.0;0.804878;0.195122;0.262157;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb"
mlp;Permutation;8;zero;1.0;0.749635;0.250365;1.0;0.747967;0.252033;0.312899;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering"
mlp;Permutation;9;zero;1.0;0.750272;0.249728;1.0;0.747967;0.252033;0.332334;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb"
mlp;Permutation;10;zero;1.0;0.624653;0.375347;1.0;0.634146;0.365854;0.405783;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3"
mlp;Permutation;11;zero;1.0;0.571752;0.428248;1.0;0.585366;0.414634;0.427971;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3; Zn ka"
mlp;Permutation;12;zero;1.0;0.497104;0.502896;1.0;0.520325;0.479675;0.448518;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3; Zn ka; background1"
mlp;Permutation;13;zero;1.0;0.490593;0.509407;1.0;0.512195;0.487805;0.459246;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3; Zn ka; background1; Zn kb"
mlp;Permutation;14;zero;1.0;0.464806;0.535194;1.0;0.495935;0.504065;0.474565;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3; Zn ka; background1; Zn kb; Ar ka + Ag L"
mlp;Permutation;15;zero;1.0;0.211286;0.788714;1.0;0.382114;0.617886;0.491567;"Fe ka; Ca ka; Ti ka; Cu ka; Fe kb; Ti kb; Ca kb; Ag ka scattering; Cu kb; background3; Zn ka; background1; Zn kb; Ar ka + Ag L; background2"
