Class;13.75;13.77;13.79;13.81;13.83;13.85;13.87;13.89;13.91;13.93;13.95;13.97;13.99;14.01;14.03;14.05;14.07;14.09;14.11;14.13;14.15;14.17;14.19;14.21;14.23;14.25;14.27;14.29;14.31;14.33;14.35;14.37;14.39;14.41;14.43;14.45;14.47;14.49;14.51;14.53;14.55;14.57;14.59;14.61
A;1.359738447;1.408084703;1.486647368;1.422185694;1.454416531;1.484632941;1.518878206;1.460459813;1.37988272;1.534993624;1.557152325;1.555137898;1.559166752;1.549094616;1.649815982;1.599455299;1.754566203;1.758595058;1.766652767;1.718306511;1.790825895;1.774710476;1.891547261;1.851258715;1.738450785;1.772696049;1.657873691;1.722335366;1.595426444;1.611541863;1.545065761;1.53096477;1.631686136;1.526935915;1.573267744;1.563195607;1.563195607;1.551109043;1.67398911;1.698162238;1.599455299;1.690104529;1.508806069;1.543051334
A;1.493033187;1.426180955;1.513291439;1.454542508;1.462645809;1.47074911;1.476826585;1.531523866;1.549756293;1.482904061;1.444413382;1.472774935;1.588246972;1.495059012;1.626737652;1.649021729;1.821216873;1.748287165;1.786777844;1.859707552;1.802984446;1.997463667;1.865785028;1.898198231;1.88604328;1.784752019;1.663202506;1.726003087;1.805010271;1.675357457;1.557859594;1.66117668;1.586221147;1.644970079;1.52139474;1.644970079;1.537601342;1.561911245;1.669279981;1.618634351;1.576092021;1.588246972;1.588246972;1.651047554
A;1.174012575;1.297489691;1.201451934;1.252410744;1.291609828;1.195572071;1.295529736;1.250450789;1.203411888;1.275930194;1.309249416;1.238691064;1.307289462;1.209291751;1.270050332;1.397447356;1.360208226;1.407247127;1.338648729;1.54836383;1.371967951;1.534644151;1.48760525;1.475845524;1.475845524;1.652241404;1.581683052;1.411167035;1.428806623;1.350408454;1.279850103;1.217131568;1.381767722;1.407247127;1.28768992;1.295529736;1.291609828;1.307289462;1.354328363;1.289649874;1.260250561;1.3484485;1.42292676;1.309249416
A;1.344931604;1.465914957;1.500193573;1.496160795;1.413488837;1.417521616;1.478013292;1.512291909;1.427603562;1.544554136;1.524390244;1.4578494;1.58488192;1.568750807;1.603029423;1.647389986;1.859110853;1.758291392;1.776438895;2.02042199;1.784504452;1.974045038;1.972028649;1.931700865;1.762324171;1.851045296;1.788537231;1.784504452;1.556652471;1.556652471;1.592947477;1.699816105;1.451800232;1.55866886;1.48406246;1.617144148;1.506242741;1.550603304;1.576816363;1.615127758;1.63730804;1.55866886;1.546570525;1.488095238
A;1.37092436;1.3789532;1.350852261;1.427126237;1.417090188;1.290635964;1.517450683;1.403039719;1.431140657;1.493364164;1.533508362;1.459241596;1.503400214;1.557594881;1.595731869;1.625840017;1.750287031;1.726200512;1.786416809;1.870719625;1.896813354;1.882762884;1.802474488;1.824553797;1.832582637;1.678027475;1.708135623;1.617811178;1.603760708;1.547558831;1.56763093;1.551573251;1.505407423;1.497378584;1.443183917;1.521465103;1.547558831;1.501393004;1.463256016;1.56763093;1.553580461;1.563616511;1.557594881;1.599746289
A;1.347670943;1.347670943;1.359739638;1.484449486;1.458300647;1.410025867;1.365773986;1.383877028;1.562896004;1.385888477;1.420083113;1.546804411;1.64536542;1.546804411;1.534735716;1.727834836;1.599102089;1.830418743;1.711743243;1.808292803;1.83846454;1.937025549;2.043632355;1.810304252;1.818350048;1.792201209;1.751972226;1.641342522;1.591056292;1.506575427;1.550827309;1.520655572;1.546804411;1.593067742;1.661457013;1.574964699;1.583010496;1.514621224;1.522667021;1.532724267;1.601113538;1.613182233;1.564907453;1.587033394
A;1.378276429;1.400441693;1.370216333;1.418576909;1.392381597;1.47902763;1.42865203;1.521343134;1.442757198;1.420591933;1.477012606;1.575748783;1.507237966;1.620079311;1.607989167;1.640229552;1.626124383;1.636199503;1.732920656;1.831656833;1.749040849;1.738965728;1.841731953;1.89009253;1.857852146;1.678515008;1.581793855;1.579778831;1.6442596;1.551568495;1.634184479;1.561643615;1.472982558;1.559628591;1.485072702;1.595899023;1.555598543;1.575748783;1.575748783;1.591868975;1.503207918;1.525373182;1.47902763;1.52940323
A;1.38252726;1.384530923;1.398556561;1.4125822;1.502747022;1.400560224;1.444640803;1.420596851;1.400560224;1.422600514;1.53881295;1.438629815;1.610944807;1.430615165;1.532801962;1.634988759;1.681073001;1.829344041;1.865409969;1.865409969;1.915501537;1.96960043;1.941549152;1.891457584;1.751201196;1.685080327;1.683076664;1.673058351;1.661036374;1.518776323;1.504750684;1.53881295;1.518776323;1.669051025;1.546827601;1.634988759;1.524787311;1.490725045;1.512765335;1.510761672;1.580889867;1.532801962;1.626974109;1.632985097
A;1.279113044;1.230142407;1.20271885;1.314371903;1.222307105;1.288907171;1.343754285;1.259524789;1.292824822;1.271277742;1.239936534;1.300660124;1.283030695;1.34571311;1.410354352;1.416230828;1.42406613;1.678713443;1.516130928;1.651289887;1.54551331;1.549430961;1.647372236;1.594483947;1.547472136;1.531801532;1.455407338;1.474995593;1.369219016;1.300660124;1.373136667;1.377054318;1.416230828;1.408395526;1.326124856;1.355507238;1.294783648;1.283030695;1.418189653;1.379013144;1.382930795;1.198801199;1.335918983;1.330042507
