Class;9.11;9.13;9.15;9.17;9.19;9.21;9.23;9.25;9.27;9.29;9.31;9.33;9.35;9.37;9.39;9.41;9.43;9.45;9.47;9.49;9.51;9.53;9.55;9.57;9.59;9.61;9.63;9.65;9.67;9.69;9.71;9.73;9.75;9.77;9.79;9.81;9.83;9.85;9.87
A;0.14302434;0.157125332;0.149067622;0.134966631;0.11280793;0.138995486;0.17324075;0.145038768;0.147053195;0.15108205;0.165183041;0.17324075;0.128923349;0.122880067;0.165183041;0.177269605;0.163168614;0.159139759;0.171226323;0.179284032;0.243745707;0.271947689;0.277990971;0.245760134;0.282019826;0.271947689;0.282019826;0.273962117;0.253817843;0.225615861;0.229644715;0.259861125;0.26388998;0.235687997;0.211514869;0.249788989;0.267918835;0.265904407;0.267918835
A;0.129652814;0.141807765;0.117497863;0.123575338;0.099265436;0.133704465;0.13978194;0.145859416;0.151936891;0.141807765;0.143833591;0.160040192;0.170169318;0.149911066;0.143833591;0.151936891;0.153962717;0.18232427;0.224866599;0.184350095;0.18637592;0.2329699;0.259305628;0.251202327;0.239047376;0.299822133;0.259305628;0.271460579;0.247150677;0.27551223;0.267408929;0.249176502;0.239047376;0.255253978;0.253228152;0.239047376;0.234995726;0.27956388;0.245124852
A;0.12543707;0.11171739;0.133276887;0.119557207;0.109757436;0.080358123;0.094077802;0.160716246;0.123477116;0.170516017;0.131316932;0.143076658;0.107797482;0.139156749;0.160716246;0.194035467;0.164636154;0.152876429;0.211675055;0.215594964;0.227354689;0.207755147;0.217554918;0.254794048;0.227354689;0.260673911;0.23715446;0.227354689;0.213635009;0.194035467;0.223434781;0.172475971;0.192075513;0.197955376;0.207755147;0.209715101;0.225394735;0.19991533;0.243034323
A;0.133081688;0.118966963;0.098803071;0.131065299;0.145180023;0.151229191;0.122999742;0.125016131;0.106868628;0.169376694;0.157278358;0.163327526;0.155261969;0.171393083;0.167360305;0.15324558;0.165343915;0.163327526;0.173409472;0.197606143;0.211720867;0.241966705;0.2802781;0.252048651;0.304474771;0.296409214;0.298425603;0.328671441;0.213737256;0.250032262;0.258097819;0.207688089;0.264146987;0.227851981;0.250032262;0.252048651;0.219786424;0.25608143;0.233901149
A;0.120432594;0.124447014;0.116418174;0.134483063;0.088317236;0.136490273;0.124447014;0.130468643;0.114410964;0.112403754;0.156562372;0.160576792;0.138497483;0.154555162;0.120432594;0.160576792;0.142511903;0.19269215;0.162584002;0.166598422;0.2027282;0.218785879;0.279002176;0.238857978;0.260937287;0.274987756;0.279002176;0.254915657;0.283016596;0.287031015;0.206742619;0.228821928;0.244879608;0.230829138;0.230829138;0.214771459;0.20473541;0.272980546;0.268966126
A;0.114652603;0.094538111;0.116664052;0.126721298;0.110629704;0.128732747;0.150858688;0.142812891;0.142812891;0.150858688;0.128732747;0.138789993;0.174996078;0.16896173;0.187064773;0.164938832;0.172984629;0.172984629;0.185053324;0.183041874;0.183041874;0.235339553;0.269534189;0.309763172;0.2413739;0.263499841;0.26551129;0.267522739;0.2413739;0.207179264;0.255454044;0.223270858;0.283614333;0.225282307;0.219247959;0.257465494;0.267522739;0.249419697;0.253442595
A;0.110826321;0.102766225;0.116871393;0.130976561;0.122916465;0.128961537;0.143066705;0.145081729;0.147096753;0.159186898;0.143066705;0.149111777;0.151126801;0.161201922;0.169262018;0.18538221;0.151126801;0.201502402;0.167246994;0.197472354;0.219637618;0.23575781;0.233742786;0.288148435;0.272028243;0.276058291;0.25590805;0.296208531;0.243817906;0.241802882;0.241802882;0.217622594;0.249862978;0.253893026;0.247847954;0.294193507;0.223667666;0.239787858;0.282103363
A;0.106194123;0.090164821;0.114208774;0.134245401;0.120219762;0.140256389;0.130238075;0.122223424;0.134245401;0.148271039;0.168307666;0.154282028;0.172314992;0.140256389;0.158289353;0.158289353;0.162296678;0.182333305;0.188344293;0.214391908;0.218399234;0.232424873;0.228417547;0.266487138;0.280512777;0.294538416;0.284520103;0.28251644;0.2524615;0.262479813;0.254465162;0.250457837;0.218399234;0.23042121;0.204373595;0.218399234;0.224410222;0.234428535;0.220402896
A;0.109694227;0.105776576;0.103817751;0.117529529;0.133200133;0.127323657;0.109694227;0.127323657;0.115570704;0.146911912;0.142994261;0.111653053;0.133200133;0.144953086;0.117529529;0.18217077;0.148870737;0.186088421;0.144953086;0.229182582;0.231141408;0.205676676;0.26052379;0.203717851;0.26052379;0.233100233;0.235059059;0.207635502;0.250729662;0.248770837;0.225264931;0.1998002;0.235059059;0.231141408;0.191964898;0.170417817;0.252688488;0.22134728;0.215470804
